album	artist	time	track
For Certain Because	The Hollies	2016-12-13 05:03:00	Stop! Stop! Stop!
Straight Ahead	Brian Auger's Oblivion Express	2016-12-13 05:06:00	Straight Ahead
Perfectly Good Guitar	John Hiatt	2016-12-13 05:12:00	Straight Outta Time
Wide Swing Tremolo	Son Volt	2016-12-13 05:16:00	Straightface
On Fire	Galaxie 500	2016-12-13 05:19:00	Strange
Disraeli Gears	Cream	2016-12-13 05:23:00	Strange Brew
Musicforthemorningafter	Pete Yorn	2016-12-13 05:25:00	Strange Condition
The Next Hundred Years	Ted Hawkins	2016-12-13 05:29:00	Strange Conversation
The Next Hundred Years	Ted Hawkins	2016-12-13 05:29:00	Strange Conversation
Strange Days	The Doors	2016-12-13 05:34:00	Strange Days
Happy Sad	Tim Buckley	2016-12-13 05:38:00	Strange Feelin
The Best Of Billie Holiday	Billie Holiday	2016-12-13 05:46:00	Strange Fruit
Face The Music	Electric Light Orchestra	2016-12-13 05:50:00	Strange Magic
Everything That Happens Will Happen Today	David Byrne & Brian Eno	2016-12-13 05:54:00	Strange Overtones
Attack & Release	The Black Keys	2016-12-13 05:59:00	Strange Times
Give the People What They Want	Sharon Jones And The Dap-Kings	2016-12-13 06:02:00	Stranger to My Happiness
Tom Petty & The Heartbreakers	Tom Petty & The Heartbreakers	2016-12-13 06:06:00	Strangered In The Night
Sinatra Reprise: The Very Good Years	Frank Sinatra	2016-12-13 06:12:00	Strangers In The Night
Magical Mystery Tour	The Beatles	2016-12-13 06:14:00	Strawberry Fields Forever
Right on Time	Brothers Johnson	2016-12-13 06:21:00	Strawberry Letter 23
Beggar's Banquet	The Rolling Stones	2016-12-13 06:26:00	Street Fighting Man
Darkness On The Edge Of Town	Bruce Springsteen	2016-12-13 06:29:00	Streets Of Fire
Philadelphia (soundtrack)	Bruce Springsteen	2016-12-13 06:33:00	Streets Of Philadelphia
16 Lovers Lane	The Go-Betweens	2016-12-13 06:40:00	STREETS OF YOUR TOWN
Struttin' My Stuff	Elvin Bishop	2016-12-13 06:43:00	Struttin' My Stuff
Anthology 1/1	Marvin Gaye	2016-12-13 06:47:00	Stubborn Kind Of Fellow
The Lumineers	The Lumineers	2016-12-13 06:52:00	Stubborn Love
All That You Can't Leave Behind	U2	2016-12-13 06:57:00	Stuck In A Moment You Can't Get Out Of
Blonde On Blonde	Bob Dylan	2016-12-13 07:02:00	Stuck Inside Of Mobile With The Memphis Blues Again
Have A Nice Decade: The '70s Pop Collection Box	Stealers Wheel	2016-12-13 07:09:00	Stuck In The Middle With You
Plastic Beach	Gorillaz	2016-12-13 07:14:00	Stylo
Malo's Greatest Hits	Malo	2016-12-13 07:18:00	Suavecito
The Lumineers	The Lumineers	2016-12-13 07:27:00	Submarines
My Generation	The Who	2016-12-13 07:30:00	Substitute
OK Computer	Radiohead	2016-12-13 07:34:00	Subterranean Homesick Alien
Bringin It All Back Home	Bob Dylan	2016-12-13 07:38:00	Subterranean Homesick Blues
Mos'scocious Disc 2	Dr. John	2016-12-13 07:44:00	Such A Night
Give Up	The Postal Service	2016-12-13 07:47:00	Such Great Heights
Eye To The Telescope	K. T. Tunstall	2016-12-13 07:53:00	Suddenly I See
American Beauty	Grateful Dead	2016-12-13 07:56:00	Sugar Magnolia
Searching For Sugar Man (soundtrack)	Rodriguez	2016-12-13 08:00:00	Sugar Man
Decade	Neil Young	2016-12-13 08:03:00	Sugar Mountain
The Best Of The Archies	The Archies	2016-12-13 08:10:00	Sugar Sugar
Garcia	Jerry Garcia	2016-12-13 08:14:00	Sugaree
Tell 'Em What Your Name Is!	Black Joe Lewis & The Honeybears	2016-12-13 08:24:00	Sugarfoot
Sweet Baby James	James Taylor	2016-12-13 08:27:00	Suite For 20 G
Crosby, Stills & Nash	Crosby Stills & Nash	2016-12-13 08:31:00	Suite: Judy Blue Eyes
Dire Straits	Dire Straits	2016-12-13 08:41:00	Sultans Of Swing
Slanted & Enchanted	Pavement	2016-12-13 08:47:00	Summer Babe (Winter Version)
Summer Breeze	Seals & Crofts	2016-12-13 08:53:00	Summer Breeze
Love and Theft	Bob Dylan	2016-12-13 08:56:00	Summer Days
Bouncing Off The Satellites	B-52's	2016-12-13 09:02:00	Summer Of Love
Plans	Death Cab For Cutie	2016-12-13 09:06:00	Summer Skin
Turnstiles	Billy Joel	2016-12-13 09:10:00	Summer, Highland Falls
Hums Of The Lovin' Spoonful	The Lovin' Spoonful	2016-12-13 09:13:00	Summer In The City
Emotional Rescue	The Rolling Stones	2016-12-13 09:16:00	Summer Romance
Nothing But The Best - The Frank Sinatra Collection	Frank Sinatra	2016-12-13 09:19:00	Summer Wind
Invincible Summer	k. d. lang	2016-12-13 09:23:00	Summerfling
The Crane Wife	The Decemberists	2016-12-13 09:27:00	Summersong
Cheap Thrills	Big Brother & The Holding Company	2016-12-13 09:30:00	Summertime
Homebase	DJ Jazzy Jeff & The Fresh Prince	2016-12-13 09:34:00	Summertime
Vincebus Eruptum	Blue Cheer	2016-12-13 09:40:00	Summertime Blues
Summertime Blues	Eddie Cochran	2016-12-13 09:43:00	Summertime Blues
Live At Leeds	The Who	2016-12-13 09:45:00	Summertime Blues
Merriweather Post Pavilion	Animal Collective	2016-12-13 09:49:00	Summertime Clothes
Merriweather Post Pavilion	Animal Collective	2016-12-13 09:49:00	Summertime Clothes
Summer & Sun	The Jamies	2016-12-13 09:53:00	Summertime Summertime
No Other Love	Chuck Prophet	2016-12-13 09:56:00	Summertime Thing
Gorilla Manor	Local Natives	2016-12-13 10:02:00	Sun Hands
Caution Horses	Cowboy Junkies	2016-12-13 10:07:00	Sun Comes Up
Sun Goddess	Ramsey Lewis	2016-12-13 10:11:00	Sun Goddess
Kaya	Bob Marley & The Wailers	2016-12-13 10:19:00	Sun Is Shining
Abbey Road	The Beatles	2016-12-13 10:24:00	Sun King
Me & Bobby McGee	Kris Kristofferson	2016-12-13 10:28:00	Sunday Mornin' Comin' Down
The Velvet Underground & Nico	The Velvet Underground & Nico	2016-12-13 10:32:00	Sunday Morning
Look Sharp!	Joe Jackson	2016-12-13 10:35:00	Sunday Papers
War	U2	2016-12-13 10:40:00	Sunday, Bloody Sunday
Sundown	Gordon Lightfoot	2016-12-13 10:45:00	Sundown
Face To Face	The Kinks	2016-12-13 10:49:00	Sunny Afternoon
A Few Small Repairs	Shawn Colvin	2016-12-13 10:53:00	Sunny Came Home
Feels Like Home	Norah Jones	2016-12-13 10:57:00	Sunrise
Building The Perfect Beast	Don Henley	2016-12-13 11:01:00	Sunset Grill
Disraeli Gears	Cream	2016-12-13 11:07:00	Sunshine Of Your Love
Sunshine Superman	Donovan	2016-12-13 11:13:00	Sunshine Superman
Workbook	Bob Mould	2016-12-13 11:16:00	Sunspots
Super Bad	James Brown	2016-12-13 11:18:00	Super Bad
Irresistible Bliss	Soul Coughing	2016-12-13 11:22:00	Super Bon Bon
The Soul Sessions	Joss Stone	2016-12-13 11:26:00	Super Duper Love
20th Century Masters	Rick James	2016-12-13 11:30:00	Super Freak
Superfly	Curtis Mayfield	2016-12-13 11:34:00	Superfly
Life's Rich Pageant	R.E.M.	2016-12-13 11:39:00	Superman
America Town	Five For Fighting	2016-12-13 11:41:00	Superman (its Not Easy)
Reptile (single)	Eric Clapton	2016-12-13 11:45:00	Superman Inside
The Ghosts That Haunt Me	Crash Test Dummies	2016-12-13 11:50:00	Superman's Song
Supernova	Ray Lamontagne	2016-12-13 11:56:00	Supernova
Mechanical Bull	Kings Of Leon	2016-12-13 12:00:00	Supersoaker
Talking Book	Stevie Wonder	2016-12-13 12:04:00	Superstition
Music of My Mind	Stevie Wonder	2016-12-13 12:09:00	Superwoman (Where Were You When I Needed You)
Seconds Out	Genesis	2016-12-13 12:19:00	Suppers Ready
Surf City	Jan & Dean	2016-12-13 12:45:00	Surf City
Mojo Stooges Jukebox	The Trashmen	2016-12-13 12:48:00	Surfin' Bird
Surfin' Safari	The Beach Boys	2016-12-13 12:51:00	Surfin' Safari
Surf's Up	The Beach Boys	2016-12-13 12:53:00	Surf's Up
Good Vibrations	The Beach Boys	2016-12-13 12:58:00	Surfin' USA
Heaven Tonight	Cheap Trick	2016-12-13 13:01:00	Surrender
Legends Of Guitar	Dale Hawkins	2016-12-13 13:05:00	Susie-Q
The Top Ten Hits	Elvis Presley	2016-12-13 13:07:00	Suspicious Minds
The Top Ten Hits	Elvis Presley	2016-12-13 13:07:00	Suspicious Minds
No Jacket Required	Phil Collins	2016-12-13 13:11:00	Sussudio
Songs Of Leonard Cohen	Leonard Cohen	2016-12-13 13:16:00	Suzanne
Speaking In Tongues	Talking Heads	2016-12-13 13:21:00	Swamp
Sweet Baby James	James Taylor	2016-12-13 13:26:00	Sweet Baby James
All Over The World	Wailing Souls	2016-12-13 13:30:00	Sweet Black Angel
Time And A Word	Yes	2016-12-13 13:33:00	Sweet Dreams
Sweet Dreams (Are Made Of This)	Eurythmics	2016-12-13 13:39:00	Sweet Dreams (Are Made Of This)
Toys In The Attic	Aerosmith	2016-12-13 13:43:00	Sweet Emotion
Sixty Six Steps	Mike Gordon & Leo Kottke	2016-12-13 13:47:00	Sweet Emotion
Mardi Gras	Creedence Clearwater Revival	2016-12-13 13:53:00	Sweet Hitch-hiker
Second Helping	Lynyrd Skynyrd	2016-12-13 13:55:00	Sweet Home Alabama
How Late'll Ya Play Till	David Bromberg Band	2016-12-13 14:01:00	Sweet Home Chicago
The Trinity Sessions	Cowboy Junkies	2016-12-13 14:06:00	Sweet Jane
Rock 'n' Roll Animal	Lou Reed	2016-12-13 14:10:00	Sweet Jane
Loaded	The Velvet Underground	2016-12-13 14:18:00	Sweet Jane
One Dozen Berrys	Chuck Berry	2016-12-13 14:23:00	Sweet Little Sixteen
Made In Japan	Deep Forest	2016-12-13 14:26:00	Sweet Lullaby
Wrecking Ball	Emmylou Harris	2016-12-13 14:30:00	Sweet Old World
Music	Carole King	2016-12-13 14:35:00	Sweet Seasons
Back In The Alley	B. B. King	2016-12-13 14:39:00	Sweet Sixteen
Sweet Soul Music	Arthur Conley	2016-12-13 14:44:00	Sweet Soul Music
Western Wall: The Tucson Sessions	Linda Ronstadt & Emmylou Harris	2016-12-13 14:46:00	Sweet Spot
Western Wall: The Tucson Sessions	Linda Ronstadt & Emmylou Harris	2016-12-13 14:46:00	Sweet Spot
Surfacing	Sarah McLachlan	2016-12-13 14:49:00	Sweet Surrender
Aretha's Gold	Aretha Franklin	2016-12-13 14:54:00	Sweet Sweet Baby
Astral Weeks	Van Morrison	2016-12-13 14:56:00	Sweet Thing
Best Of U2 - 1980-1990	U2	2016-12-13 15:01:00	Sweetest Thing
Labour of Lust	Nick Lowe	2016-12-13 15:04:00	Switchboard Susan
The Kings Are Here!	The Kings	2016-12-13 15:08:00	Switchin' To Glide / This Beat Goes On
Beggar's Banquet	The Rolling Stones	2016-12-13 15:15:00	Sympathy For The Devil
Synchronicity	The Police	2016-12-13 15:21:00	Synchronicity II
M.F.S.B.	M. F. S. B.	2016-12-13 15:26:00	T. S. O. P. (The Sound Of Philadelphia)
Rainy Day Music	The Jayhawks	2016-12-13 15:29:00	Tailspin
Soul Shots	Gloria Jones	2016-12-13 15:33:00	Tainted Love
Non-Stop Erotic Cabaret	Soft Cell	2016-12-13 15:36:00	Tainted Love
On An Island	David Gilmour	2016-12-13 15:38:00	Take A Breath
Giant Step	Taj Mahal	2016-12-13 15:44:00	Take A Giant Step
R. B. Graves	R. B. Graves	2016-12-13 15:48:00	Take A Letter Maria
Gossamer	Passion Pit	2016-12-13 15:52:00	Take A Walk
Little Village	Little Village	2016-12-13 15:56:00	Take Another Look
Time Out	The Dave Brubeck Quartet	2016-12-13 15:59:00	Take Five
For Everyman	Jackson Browne	2016-12-13 16:05:00	Take It Easy
Eagles	The Eagles	2016-12-13 16:09:00	Take It Easy
Digital Ash In A Digital Urn	Bright Eyes	2016-12-13 16:17:00	Take It Easy (Love Nothing)
Talk Is Cheap	Keith Richards	2016-12-13 16:20:00	Take It So Hard
Their Greatest Hits	The Eagles	2016-12-13 16:23:00	Take It To The Limit
October Project	October Project	2016-12-13 16:28:00	Take Me As I Am
This Is Reggae Music - Volume 5	Toots & The Maytals	2016-12-13 16:35:00	Take Me Home, Country Roads
Squeeze	Squeeze	2016-12-13 16:38:00	Take Me I'm Yours
(single)	Dr. Dog	2016-12-13 16:41:00	Take Me Into Town
Franz Ferdinand	Franz Ferdinand	2016-12-13 16:46:00	Take Me Out
Take Me To Church EP	Hozier	2016-12-13 16:50:00	Take Me To Church
There Goes Rhymin Simon	Paul Simon	2016-12-13 16:56:00	Take Me To The Mardis Gras
Elton John	Elton John	2016-12-13 17:00:00	Take Me To The Pilot
Al Green Explores Your Mind	Al Green	2016-12-13 17:04:00	Take Me To The River
More Songs About Buildings And Food	Talking Heads	2016-12-13 17:07:00	Take Me To The River
Purple Rain	Prince & The Revolution	2016-12-13 17:16:00	Take Me With U
Hollywood Town Hall	The Jayhawks	2016-12-13 17:20:00	Take Me With You
Then Came The Morning	The Lone Bellow	2016-12-13 17:27:00	Take My Love
Hunting High And Low	a-ha	2016-12-13 17:30:00	Take On Me
Rockin' With Reed	Jimmy Reed	2016-12-13 17:34:00	Take Out Some Insurance
The Marshall Tucker Band	Marshall Tucker Band	2016-12-13 17:36:00	Take The Highway
Breakfast In America	Supertramp	2016-12-13 17:44:00	Take The Long Way Home
Fly Like An Eagle	Steve Miller Band	2016-12-13 17:49:00	Take The Money & Run
Telephone Free Landslide Victory	Camper Van Beethoven	2016-12-13 17:53:00	Take The Skinheads Bowling
Takin' It To The Streets	The Doobie Brothers	2016-12-13 17:56:00	Takin' It To The Streets
Heaven Tonight	Cheap Trick	2016-12-13 18:00:00	Takin' Me Back
Disraeli Gears	Cream	2016-12-13 18:05:00	Tales Of Brave Ulysses
X & Y	Coldplay	2016-12-13 18:09:00	Talk
Murmur	R.E.M.	2016-12-13 18:14:00	Talk About the Passion
The Best Of Jesse Winchester	Jesse Winchester	2016-12-13 18:17:00	Talk Memphis
II	The Pretenders	2016-12-13 18:20:00	Talk Of The Town
Talk Talk	Talk Talk	2016-12-13 18:23:00	Talk Talk
(Turn On) The Music Machine	The Music Machine	2016-12-13 18:26:00	Talk Talk
Tracy Chapman	Tracy Chapman	2016-12-13 18:30:00	Talkin' Bout A Revolution
Bob Dylan	Bob Dylan	2016-12-13 18:33:00	Talkin' New York
Talking Back To The Night	Steve Winwood	2016-12-13 18:36:00	Talking Back To The Night
History	Loudon Wainwright III	2016-12-13 18:44:00	Talking New Bob Dylan
Liege & Lief	Fairport Convention	2016-12-13 18:47:00	Tam Lin
Rodrigo Y Gabriela	Rodrigo Y Gabriela	2016-12-13 18:56:00	Tamacun
Blood On The Tracks	Bob Dylan	2016-12-13 19:01:00	Tangled Up In Blue
Tanglewood Tree	Dave Carter & Tracy Grammer	2016-12-13 19:06:00	Tanglewood Tree
Tango	Patty Larkin	2016-12-13 19:11:00	Tango
Johnnie B. Bad	Johnnie Johnson	2016-12-13 19:15:00	Tanqueray
Revolver	The Beatles	2016-12-13 19:21:00	Taxman
Benefit	Jethro Tull	2016-12-13 19:23:00	Teacher
Seconds Of Pleasure	Rockpile	2016-12-13 19:27:00	Teacher, Teacher
Trace	Son Volt	2016-12-13 19:30:00	Tear Stained Eye
Hand Of Kindness	Richard Thompson	2016-12-13 19:35:00	Tear Stained Letter
Make It Happen	Smokey Robinson & The Miracles	2016-12-13 19:40:00	Tears Of A Clown
I Just Can't Stop It	The English Beat	2016-12-13 19:43:00	Tears Of A Clown
Cracker	Cracker	2016-12-13 19:45:00	Teen Angst (What The World Needs Now)
The Undertones	The Undertones	2016-12-13 19:51:00	Teenage Kicks
Daydream Nation	Sonic Youth	2016-12-13 19:53:00	Teenage Riot
The Slider	T Rex	2016-12-13 20:00:00	Telegram Sam
All Over The World: The Very Best of Electric Light Orchestra	Electric Light Orchestra	2016-12-13 20:04:00	Telephone Line
El Corazon	Steve Earle	2016-12-13 20:08:00	Telephone Road
Keb Mo	Keb' Mo'	2016-12-13 20:13:00	Tell Everybody I Know
The Zombies	The Zombies	2016-12-13 20:16:00	Tell Her No
Ultimate Collection	Aaron Neville	2016-12-13 20:18:00	Tell It Like It Is
The Essential	Etta James	2016-12-13 20:21:00	Tell Mama
Home Again	Michael Kiwanuka	2016-12-13 20:25:00	Tell Me A Tale
Night Surfer	Chuck Prophet	2016-12-13 20:29:00	Tell Me Anything (Turn To Gold)
Introducing Joss Stone	Joss Stone	2016-12-13 20:32:00	Tell Me Bout It
Rags To Rufus	Rufus	2016-12-13 20:35:00	Tell Me Something Good
After The Gold Rush	Neil Young	2016-12-13 20:40:00	Tell Me Why
A Hard Day's Night	The Beatles	2016-12-13 20:43:00	Tell Me Why
Layla And Other Assorted Love Songs	Derek & The Dominos	2016-12-13 20:45:00	Tell The Truth
The British Invasion	The Tornados	2016-12-13 20:53:00	Telstar
Mechanical Bull	Kings Of Leon	2016-12-13 20:57:00	Temple
Blonde On Blonde	Bob Dylan	2016-12-13 21:01:00	Temporary Like Achilles
Substance	New Order	2016-12-13 21:06:00	Temptation
Rosy Jack World	Blake Babies	2016-12-13 21:16:00	Temptation Eyes
V.U.	The Velvet Underground	2016-12-13 21:19:00	Temptation Inside Your Heart
East Side Story	Squeeze	2016-12-13 21:21:00	Tempted
Ten Years Are Gone	John Mayall	2016-12-13 21:26:00	Ten Years Are Gone
All The Rage	General Public	2016-12-13 21:31:00	Tenderness
Fat City	Shawn Colvin	2016-12-13 21:34:00	Tenderness On The Block
Excitable Boy	Warren Zevon	2016-12-13 21:39:00	Tenderness On The Block
The Best Of...	Slim Harpo	2016-12-13 21:45:00	Te-ni-nee-ni-nu
3 Years, 5 Months & 2 Days In The ...	Arrested Development	2016-12-13 21:47:00	Tennessee
Fat City	Shawn Colvin	2016-12-13 21:54:00	Tennessee
Europe '72 Disc Two	Grateful Dead	2016-12-13 21:58:00	Tennessee Jed
Traveller	Chris Stapleton	2016-12-13 22:05:00	Tennessee Whiskey
Born To Run	Bruce Springsteen	2016-12-13 22:10:00	Tenth Avenue Freeze Out
Greatest Hits/tequila	The Champs	2016-12-13 22:15:00	Tequila
Desperado	The Eagles	2016-12-13 22:17:00	Tequila Sunrise
Canto	Los Super Seven	2016-12-13 22:20:00	Teresa
Terrapin Station	Grateful Dead	2016-12-13 22:26:00	Terrapin Station
Texas Flood	Stevie Ray Vaughan	2016-12-13 22:42:00	Texas Flood
Back Home Again	John Denver	2016-12-13 22:48:00	Thank God I'm A Country Boy
Just For You	Neil Diamond	2016-12-13 22:51:00	Thank The Lord For The Nighttime
No Angel	Dido	2016-12-13 22:55:00	Thank You
Led Zeppelin II	Led Zeppelin	2016-12-13 22:59:00	Thank You
Bonnie Raitt	Bonnie Raitt	2016-12-13 23:04:00	Thank You
Anthology	Sly & The Family Stone	2016-12-13 23:07:00	Thank You (Falettinme Be Micelf Again)
Past Masters, Vol. 1	The Beatles	2016-12-13 23:13:00	Thank You Girl
Bring The Family	John Hiatt	2016-12-13 23:15:00	Thank You Girl
Evil Urges	My Morning Jacket	2016-12-13 23:19:00	Thank You Too
Original Musiquarium I, Vol Ii	Stevie Wonder	2016-12-13 23:25:00	That Girl
Hold Out	Jackson Browne	2016-12-13 23:30:00	That Girl Could Sing
Taken To The Next Phase	The Isley Brothers	2016-12-13 23:35:00	That Lady
Be the Void	Dr. Dog	2016-12-13 23:38:00	That Old Black Hole
I, Jonathan	Jonathan Richman	2016-12-13 23:43:00	That Summer Feeling
Kiko	Los Lobos	2016-12-13 23:49:00	That Train Don't Stop Here Anymore
So	Peter Gabriel	2016-12-13 23:55:00	That Voice Again
