album	artist	time	track
Blues Masters, Volume 5: Jump Blues Classics	Big Joe Turner	2016-12-12 03:15:00	Shake Rattle And Roll
20th Century Masters	Bill Haley & His Comets	2016-12-12 03:18:00	Shake Rattle And Roll
Shake Some Action	Flamin' Groovies	2016-12-12 03:20:00	Shake Some Action
Best Of Slim Harpo	Slim Harpo	2016-12-12 03:25:00	Shake Your Hips
Paul Butterfield Blues Band	Paul Butterfield Blues Band	2016-12-12 03:27:00	Shake Your Money Maker
Paul's Boutque	Beastie Boys	2016-12-12 03:30:00	Shake Your Rump
Var: In Yo' Face	The Temptations	2016-12-12 03:34:00	Shakey Ground
Shakedown Street	Grateful Dead	2016-12-12 03:37:00	Shakedown Street
Live At Leeds	The Who	2016-12-12 03:42:00	Shakin' All Over
By The Light Of The Moon	Los Lobos	2016-12-12 03:46:00	Shakin' Shakin' Shakes
Wakin' On A Pretty Daze	Kurt Vile	2016-12-12 03:50:00	Shame Chamber
Shaming Of The Sun	Indigo Girls	2016-12-12 03:56:00	Shame On You
Last Exit	Traffic	2016-12-12 04:00:00	Shanghai Noodle Factory
Arthur(or The Decline And Fall Of The British Empire)	The Kinks	2016-12-12 04:05:00	Shangri-La
Greatest Hits	The Yardbirds	2016-12-12 04:10:00	Shapes Of Things
Demon In Disguise	David Bromberg	2016-12-12 04:12:00	Sharon
Some Girls	The Rolling Stones	2016-12-12 04:19:00	Shattered
GP	Gram Parsons	2016-12-12 04:23:00	She
The Stone Roses	The Stone Roses	2016-12-12 04:28:00	She Bangs The Drums
Abbey Road	The Beatles	2016-12-12 04:31:00	She Came In Through The Bathroom Window
Joe Cocker	Joe Cocker	2016-12-12 04:33:00	She Came In Through The Bathroom Window
Trailer Park	Beth Orton	2016-12-12 04:37:00	She Cries Your Name
Having A Party With Jonathan Richman	Jonathan Richman	2016-12-12 04:41:00	She Doesn't Laugh At My Jokes
Transmissions From The Satellite Heart	The Flaming Lips	2016-12-12 04:43:00	She Don't Use Jelly
The Raw And The Cooked	Fine Young Cannibals	2016-12-12 04:47:00	She Drives Me Crazy
Past Masters, Vol. 1	The Beatles	2016-12-12 04:51:00	She Loves You
Joshua Judges Ruth	Lyle Lovett	2016-12-12 04:54:00	She Makes Me Feel Good
Walk Away Renee / Pretty Ballerina	The Left Banke	2016-12-12 04:58:00	She May Call You Up Tonight
Rhythm Of The Saints	Paul Simon	2016-12-12 05:00:00	She Moves On
Revolver	The Beatles	2016-12-12 05:05:00	She Said She Said
Siren	Roxy Music	2016-12-12 05:08:00	She Sells
Love	The Cult	2016-12-12 05:12:00	She Sells Sanctuary
Gary Myrick & The Figures	Gary Myrick & The Figures	2016-12-12 05:16:00	She Talks In Stereo
Shake Your Money Maker	The Black Crowes	2016-12-12 05:20:00	She Talks To Angels
El Rayo-X	David Lindley	2016-12-12 05:25:00	She Took Off My Romeos
Mockingbird Time	The Jayhawks	2016-12-12 05:29:00	She Walks In So Many Ways
Try Whistling This	Neil Finn	2016-12-12 05:32:00	She Will Have Her Way
Dry	PJ Harvey	2016-12-12 05:36:00	Sheela-Na-Gig
Rocket To Russia	The Ramones	2016-12-12 05:40:00	Sheena Is A Punk Rocker
Blood On The Tracks	Bob Dylan	2016-12-12 05:43:00	Shelter From The Storm
Sun Structures	Temples	2016-12-12 05:48:00	Shelter Song
The River	Bruce Springsteen	2016-12-12 05:51:00	Sherry Darling
Reloaded: Greatest Hits	Tom Jones	2016-12-12 05:55:00	She's A Lady
Through The Past Darkly	The Rolling Stones	2016-12-12 05:59:00	She's A Rainbow
Love & Hope & Sex & Dreams	Bodeans	2016-12-12 06:03:00	She's A Runaway
Past Masters, Vol. 1	The Beatles	2016-12-12 06:09:00	She's A Woman
Texas Music Vol. 3: Garage Bands & Psychedelia	Sir Douglas Quintet	2016-12-12 06:12:00	She's About A Mover
Abandoned Luncheonette	Hall & Oates	2016-12-12 06:19:00	She's Gone
Hound Dog Taylor and The Houserockers	Hound Dog Taylor And The Houserockers	2016-12-12 06:24:00	She's Gone
Workers Playtime	Billy Bragg	2016-12-12 06:28:00	She's Got A New Spell
The Kink Kronikles	The Kinks	2016-12-12 06:31:00	She's Got Everything
Tracy Chapman	Tracy Chapman	2016-12-12 06:38:00	She's Got Her Ticket
The Convincer	Nick Lowe	2016-12-12 06:41:00	She's Got Soul
Sgt. Pepper's Lonely Hearts Club Band	The Beatles	2016-12-12 06:44:00	She's Leaving Home
Pontiac	Lyle Lovett	2016-12-12 06:47:00	She's No Lady
The 8th Day	The 8th Day	2016-12-12 06:53:00	She's Not Just Another Woman
Greatest Hits	The Zombies	2016-12-12 06:56:00	She's Not There
Emotional Rescue	The Rolling Stones	2016-12-12 06:59:00	She's So Cold
Born To Run	Bruce Springsteen	2016-12-12 07:03:00	She's The One
Shine (Single)	Mondo Cozmo	2016-12-12 07:11:00	Shine
Shine	Trey Anastasio	2016-12-12 07:15:00	Shine
Exile On Main Street	The Rolling Stones	2016-12-12 07:21:00	Shine A Light
Mighty Rearranger	Robert Plant & The Strange Sensation	2016-12-12 07:25:00	Shine It All Around
Shine On	Humble Pie	2016-12-12 07:29:00	Shine On
Wish You Were Here	Pink Floyd	2016-12-12 07:34:00	Shine On You Crazy Diamond (part 1)
Shinin' On	Grand Funk Railroad	2016-12-12 07:50:00	Shinin' On
Gratitude	Earth Wind & Fire	2016-12-12 07:56:00	Shining Star
Out Of Time	R. E. M.	2016-12-12 07:59:00	Shiny Happy People
Mars Hotel	Grateful Dead	2016-12-12 08:03:00	Ship Of Fools
How Big How Blue How Beautiful	Florence And The Machine	2016-12-12 08:10:00	Ship to Wreck
Parachutes	Coldplay	2016-12-12 08:14:00	Shiver
Security	Peter Gabriel	2016-12-12 08:22:00	Shock The Monkey
Sound & Color	Alabama Shakes	2016-12-12 08:28:00	Shoegaze
Shoot Out The Lights	Richard & Linda Thompson	2016-12-12 08:31:00	Shoot Out The Lights
Shootout At The Fantasy Factory	Traffic	2016-12-12 08:38:00	Shootout At The Fantasy Factory
Comfort Eagle	Cake	2016-12-12 08:44:00	Short Skirt/long Jacket
Shotgun	Jr. Walker & The All-Stars	2016-12-12 08:50:00	Shotgun
Steady On	Shawn Colvin	2016-12-12 08:53:00	Shotgun Down The Avalanche
Combat Rock	The Clash	2016-12-12 08:58:00	Should I Stay Or Should I Go?
Songs From The Big Chair	Tears For Fears	2016-12-12 09:02:00	Shout
The Essential Isley Brothers	The Isley Brothers	2016-12-12 09:09:00	Shout
Supply And Demand	Amos Lee	2016-12-12 09:14:00	Shout Out Loud
Al Wilson's Greatest Hits	Al Wilson	2016-12-12 09:18:00	Show And Tell
Learning To Crawl	The Pretenders	2016-12-12 09:22:00	Show Me
On The Third Day	Electric Light Orchestra	2016-12-12 09:26:00	Showdown
We Started Nothing	The Ting Tings	2016-12-12 09:30:00	Shut Up And Let Me Go
Eyes Open	Snow Patrol	2016-12-12 09:34:00	Shut Your Eyes
Close To The Edge	Yes	2016-12-12 09:37:00	Siberian Khatru
The Clarence Greenwood Recordings	Citizen Cope	2016-12-12 09:49:00	Sideways
Shaman	Santana	2016-12-12 09:55:00	Sideways
Sign O' The Times	Prince	2016-12-12 09:59:00	Sign O' The Times
Signed Sealed Delivered	Stevie Wonder	2016-12-12 10:04:00	Signed, Sealed, Delivered I'm Yours
Good-Byes & Butterflies	Five Man Electrical Band	2016-12-12 10:06:00	Signs
Little Earthquakes	Tori Amos	2016-12-12 10:10:00	Silent All These Years
Skeleton Crew	Madisen Ward and the Mama Bear	2016-12-12 10:15:00	Silent Movies
Silver Lining	Bonnie Raitt	2016-12-12 10:19:00	Silver Lining
14 Songs	Paul Westerberg	2016-12-12 10:25:00	Silver Naked Ladies
Port of Morrow	The Shins	2016-12-12 10:29:00	Simple Song
Blood On The Tracks	Bob Dylan	2016-12-12 10:33:00	Simple Twist Of Fate
Aretha's Gold	Aretha Franklin	2016-12-12 10:40:00	Since You've Been Gone
Stand!	Sly & The Family Stone	2016-12-12 10:42:00	Sing A Simple Song
Gratitude	Earth Wind & Fire	2016-12-12 10:46:00	Sing A Song
The Essential Benny Goodman	Benny Goodman	2016-12-12 10:51:00	Sing, Sing, Sing
Try Whistling This	Neil Finn	2016-12-12 11:00:00	Sinner
Songs In The Key of Life	Stevie Wonder	2016-12-12 11:04:00	Sir Duke
Odelay	Beck	2016-12-12 11:11:00	Sissyneck
Saturation	Urge Overkill	2016-12-12 11:15:00	Sister Havana
Gimme Fiction	Spoon	2016-12-12 11:18:00	Sister Jack
Real Animal	Alejandro Escovedo	2016-12-12 11:23:00	Sister Lost Soul
Be Yourself Tonight	Eurythmics	2016-12-12 11:27:00	Sisters Are Doin' It For Themselves
Buffalo Springfield	Buffalo Springfield	2016-12-12 11:33:00	Sit Down I Think I Love You
The Dock Of The Bay	Otis Redding	2016-12-12 11:35:00	Sittin' On The Dock Of The Bay
The Harder They Come	Jimmy Cliff	2016-12-12 11:38:00	Sitting In Limbo
In Between Dreams	Jack Johnson	2016-12-12 11:44:00	Sitting, Waiting, Wishing
Upstairs At Eric's	Yaz	2016-12-12 11:47:00	Situation
Failer	Kathleen Edwards	2016-12-12 11:55:00	Six O'clock News
Elton John	Elton John	2016-12-12 12:00:00	Sixty Years On
Making Movies	Dire Straits	2016-12-12 12:04:00	Skateaway
Warchild	Jethro Tull	2016-12-12 12:11:00	Skating Away On The Thin Ice Of The New Day
Feats Don't Fail Me Now	Little Feat	2016-12-12 12:16:00	Skin It Back
Skin Tight	Ohio Players	2016-12-12 12:20:00	Skin Tight
For Emma, Forever Ago	Bon Iver	2016-12-12 12:30:00	Skinny Love
Sky Blue Sky	Wilco	2016-12-12 12:34:00	Sky Blue Sky
The Twain Shall Meet	Eric Burdon & The Animals	2016-12-12 12:37:00	Sky Pilot
Boys And Girls	Bryan Ferry	2016-12-12 12:46:00	Slave To Love
Island Life	Grace Jones	2016-12-12 12:50:00	Slave To The Rhythm
So	Peter Gabriel	2016-12-12 12:56:00	Sledgehammer
When I Was Born For The 7th Time	Cornershop	2016-12-12 13:02:00	Sleep On The Left Side
Tidal	Fiona Apple	2016-12-12 13:06:00	Sleep To Dream
Breach	The Wallflowers	2016-12-12 13:12:00	Sleepwalker
The Who By Numbers	The Who	2016-12-12 13:15:00	Slip Kid
Var-black On White	The Staple Singers	2016-12-12 13:21:00	Slippery People
Rip It Up	Little Richard	2016-12-12 13:25:00	Slippin' And Slidin' (Peepin' And Hidin')
All Day Music	War	2016-12-12 13:28:00	Slippin' Into Darkness
Information	Dave Edmunds	2016-12-12 13:33:00	Slipping Away
Heathen	David Bowie	2016-12-12 13:38:00	Slow Burn
Slow Train Coming	Bob Dylan	2016-12-12 13:42:00	Slow Train Coming
Slow Turning	John Hiatt	2016-12-12 13:48:00	Slow Turning
Chicken Skin Music	Ry Cooder	2016-12-12 13:52:00	Smack Dab In The Middle
Tapestry	Carole King	2016-12-12 13:56:00	Smackwater Jack
Songs For Drella	Lou Reed & John Cale	2016-12-12 14:00:00	Small Town
Nevermind	Nirvana	2016-12-12 14:02:00	Smells Like Teen Spirit
Alright, Still	Lily Allen	2016-12-12 14:08:00	Smile
Billboard Hot Soul Hits - 1971	The Undisputed Truth	2016-12-12 14:12:00	Smiling Faces Sometimes
The Chess Box 2	Howlin' Wolf	2016-12-12 14:15:00	Smokestack Lightnin'
Strong Persuader	Robert Cray	2016-12-12 14:18:00	Smoking Gun
Coming Home	Leon Bridges	2016-12-12 14:23:00	Smooth Sailin'
Hoodoo Man Blues	Junior Wells	2016-12-12 14:26:00	Snatch It Back And Hold It
Sneakin' Sally Through The Alley	Robert Palmer	2016-12-12 14:30:00	Sneakin' Sally Through The Alley
Freedom For The Funk	Lee Dorsey	2016-12-12 14:34:00	Sneakin' Sally Thru The Alley
Love And Rockets	Love And Rockets	2016-12-12 14:38:00	So Alive
Rock N Roll	Ryan Adams	2016-12-12 14:41:00	So Alive
So Beautiful or So What	Paul Simon	2016-12-12 14:44:00	So Beautiful or So What
Tapestry	Carole King	2016-12-12 14:51:00	So Far Away
Brothers In Arms	Dire Straits	2016-12-12 14:55:00	So Far Away
A New World Record	Electric Light Orchestra	2016-12-12 15:00:00	So Fine
Let It Flow	Dave Mason	2016-12-12 15:04:00	So High (Rock Me Baby And Roll Me Away)
Pure Pop For Now People	Nick Lowe	2016-12-12 15:10:00	So It Goes
Outlandos D'amour	The Police	2016-12-12 15:12:00	So Lonely
Songs Of Leonard Cohen	Leonard Cohen	2016-12-12 15:17:00	So Long, Marianne
Angel In The House	The Story	2016-12-12 15:22:00	So Much Mine
Exodus	Bob Marley & The Wailers	2016-12-12 15:27:00	So Much Things To Say
Crash	Dave Matthews Band	2016-12-12 15:32:00	So Much To Say
Grace	Jeff Buckley	2016-12-12 15:36:00	So Real
Kind Of Blue	Miles Davis	2016-12-12 15:42:00	So What
Wave	Patti Smith	2016-12-12 15:53:00	So You Want To Be A Rock And Roll Star
Younger Than Yesterday	The Byrds	2016-12-12 15:57:00	So You Want To Be A Rock And Roll Star
Let's Stay Together	Al Green	2016-12-12 16:00:00	So You're Leaving
C'mon, C'mon	Sheryl Crow	2016-12-12 16:02:00	Soak Up The Sun
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-12-12 16:06:00	SOB
1967: The Beat Goes On	Mitch Ryder & The Detroit Wheels	2016-12-12 16:14:00	Sock It To Me Baby
Solider Of Love	Sade	2016-12-12 16:17:00	Soldier Of Love
Sweet Little Mysteries	John Martyn	2016-12-12 16:22:00	Solid Air
Making Movies	Dire Straits	2016-12-12 16:28:00	Solid Rock
Anthem	Black Uhuru	2016-12-12 16:31:00	Solidarity
San Francisco Days	Chris Isaak	2016-12-12 16:35:00	Solitary Man
The Feel Of Neil Diamond	Neil Diamond	2016-12-12 16:38:00	Solitary Man
Solitude Standing	Suzanne Vega	2016-12-12 16:41:00	Solitude Standing
Peter Gabriel (I)	Peter Gabriel	2016-12-12 16:46:00	Solsbury Hill
Shine On Rainy Day	Brent Cobb	2016-12-12 16:50:00	Solving Problems
Some Change	Boz Scaggs	2016-12-12 16:54:00	Some Change
Zooropa	U2	2016-12-12 17:00:00	Some Days Are Better Than Others
Var-sweet Soul Music	Soul Brothers Six	2016-12-12 17:04:00	Some Kind Of Wonderful
All The Girls In The World Beware!!!	Grand Funk Railroad	2016-12-12 17:06:00	Some Kind Of Wonderful
Lee Hazlewood's Greatest Hits	Lee Hazlewood & Nancy Sinatra	2016-12-12 17:11:00	Some Velvet Morning
Making Mirrors	Gotye	2016-12-12 17:15:00	Somebody That I Used to Know
Surrealistic Pillow	Jefferson Airplane	2016-12-12 17:19:00	Somebody To Love
A Day At The Races	Queen	2016-12-12 17:22:00	Somebody To Love
Hot Fuss	The Killers	2016-12-12 17:29:00	Somebody Told Me
"""Fast Times At Ridgemont High"" - soundtrack"	Jackson Browne	2016-12-12 17:32:00	Somebody's Baby
Soul Hits Of The 70's	100 Proof	2016-12-12 17:36:00	Somebody's Been Sleeping
Cover Girl	Shawn Colvin	2016-12-12 17:40:00	Someday
Guitar Town	Steve Earle	2016-12-12 17:44:00	Someday
Modern Times	Bob Dylan	2016-12-12 17:48:00	Someday Baby
Maybe You've Been Brainwashed Too	New Radicals	2016-12-12 17:53:00	Someday We'll Know
The Ultimate Collection: Diana Ross & The Supremes	Diana Ross & The Supremes	2016-12-12 17:56:00	Someday We'll Be Together
Marshall Crenshaw	Marshall Crenshaw	2016-12-12 18:00:00	Someday, Someway
21	Adele	2016-12-12 18:03:00	Someone Like You
Party of One EP	Mayer Hawthorne	2016-12-12 18:07:00	Someone Like You
Hozier	Hozier	2016-12-12 18:13:00	Someone New
Captain Fantastic And The Brown Dirt Cowboy	Elton John	2016-12-12 18:17:00	Someone Saved My Life Tonight
Karla Bonoff	Karla Bonoff	2016-12-12 18:25:00	Someone To Lay Down Beside Me
The World We Knew	Frank & Nancy Sinatra	2016-12-12 18:29:00	Somethin' Stupid
Abbey Road	The Beatles	2016-12-12 18:32:00	Something
Sweet Old World	Lucinda Williams	2016-12-12 18:35:00	Something About What Happens When We Talk
The British Invasion	Thunderclap Newman	2016-12-12 18:41:00	Something In The Air
Darkness On The Edge Of Town	Bruce Springsteen	2016-12-12 18:45:00	Something In The Night
Crowded House	Crowded House	2016-12-12 18:52:00	Something So Strong
Planet Waves	Bob Dylan	2016-12-12 18:55:00	Something There Is About You
Luck Of The Draw	Bonnie Raitt	2016-12-12 19:01:00	Something To Talk About
Blues Summit	B. B. King	2016-12-12 19:04:00	Something You Got
Dulcinea	Toad The Wet Sprocket	2016-12-12 19:08:00	Something's Always Wrong
Evergreen Boy	Steve Forbert	2016-12-12 19:15:00	Something's Got A Hold On Me
The Airborne Toxic Event	The Airborne Toxic Event	2016-12-12 19:18:00	Sometime Around Midnight
Stoned & Dethroned	The Jesus And Mary Chain	2016-12-12 19:25:00	Sometimes Always
More Nuggets - Classics From The Psychedelic Sixties Vol. 2	The Standells	2016-12-12 19:27:00	Sometimes Good Guys Don't Wear White
A Wizard, A True Star	Todd Rundgren	2016-12-12 19:30:00	Sometimes I Don't Know What To Feel
The Southern Harmony & Musical Companion	The Black Crowes	2016-12-12 19:34:00	Sometimes Salvation
How To Dismantle An Atomic Bomb	U2	2016-12-12 19:38:00	Sometimes You Can't Make It On Your Own
Hopes And Fears	Keane	2016-12-12 19:45:00	Somewhere Only We Know
Dusty in Memphis	Dusty Springfield	2016-12-12 19:48:00	Son Of A Preacher Man
Blur	Blur	2016-12-12 19:51:00	Song 2
Muchacho	Phosphorescent	2016-12-12 19:54:00	Song for Zula
The Clarence Greenwood Recordings	Citizen Cope	2016-12-12 20:00:00	Son's Gonna Rise
I'm Alone, No You're Not	Joseph	2016-12-12 20:04:00	SOS (Overboard)
Various-cocktail Mix Vol. 2	Quincy Jones	2016-12-12 20:07:00	Soul Bossa Nova
The Best Of The Box Tops	The Box Tops	2016-12-12 20:12:00	Soul Deep
Soul Finger	The Bar-Kays	2016-12-12 20:14:00	Soul Finger
The Doors	The Doors	2016-12-12 20:16:00	Soul Kitchen
Soul Makossa	Manu Dibango	2016-12-12 20:21:00	Soul Makossa
Best Of	Sam & Dave	2016-12-12 20:26:00	Soul Man
Plans	Death Cab For Cutie	2016-12-12 20:29:00	Soul Meets Body
Star Time - Disc 3	James Brown	2016-12-12 20:33:00	Soul Power
Unclassified	Robert Randolph & The Family Band	2016-12-12 20:39:00	Soul Refreshing
Santana	Santana	2016-12-12 20:43:00	Soul Sacrifice
Howlin' Wind	Graham Parker	2016-12-12 20:49:00	Soul Shoes
Cassadaga	Bright Eyes	2016-12-12 20:53:00	Soul Singer In A Session Band
Lions	The Black Crowes	2016-12-12 20:57:00	Soul Singing
Best Of Young Holt	Young-Holt Unlimited	2016-12-12 21:02:00	Soulful Strut
The Impossible Bird	Nick Lowe	2016-12-12 21:04:00	Soulful Wind
The Deep End - Volume 1	Gov't Mule	2016-12-12 21:07:00	Soulshine
Shaft	Isaac Hayes	2016-12-12 21:12:00	Soulsville
Low	David Bowie	2016-12-12 21:16:00	Sound And Vision
Dummy	Portishead	2016-12-12 21:21:00	Sour Times
The Chicago Transit Authority	Chicago Transit Authority	2016-12-12 21:25:00	South California Purples
Reckoning	R. E. M.	2016-12-12 21:31:00	South Central Rain
Play	Moby	2016-12-12 21:34:00	South Side
The Best Of The Orlons Cameo Parkway 1961-1966	The Orlons	2016-12-12 21:39:00	South Street
Brothers And Sisters	The Allman Brothers	2016-12-12 21:42:00	Southbound
Dire Straits	Dire Straits	2016-12-12 21:47:00	Southbound Again
Crosby, Stills & Nash: Greatest Hits	Crosby Stills & Nash	2016-12-12 21:51:00	Southern Cross
In Color	Cheap Trick	2016-12-12 21:56:00	Southern Girls
After The Gold Rush	Neil Young	2016-12-12 22:00:00	Southern Man
The Allen Toussaint Collection	Allen Toussaint	2016-12-12 22:05:00	Southern Nights
Mescalito	Ryan Bingham	2016-12-12 22:09:00	Southside Of Heaven
Boys And Girls In America	The Hold Steady	2016-12-12 22:14:00	Southtown Girls
The Seeds Of Love	Tears For Fears	2016-12-12 22:19:00	Sowing The Seeds Of Love
Putumayo-best Of World Music Vol 1	Gilberto Gil	2016-12-12 22:26:00	Soy Loco Por Ti America
Brave New World	Steve Miller Band	2016-12-12 22:31:00	Space Cowboy
Space Oddity	David Bowie	2016-12-12 22:36:00	Space Oddity
Arc Of A Diver	Steve Winwood	2016-12-12 22:42:00	Spanish Dancer
Aretha's Gold	Aretha Franklin	2016-12-12 22:48:00	Spanish Harlem
