album	artist	time	track
The Smiths	The Smiths	2016-12-16 07:52:00	What Difference Does It Make?
The Tubes	The Tubes	2016-12-16 07:56:00	What Do You Want From Life
Home Plate	Bonnie Raitt	2016-12-16 08:01:00	What Do You Want The Boy To Do
Thanks I'll Eat It Here	Lowell George	2016-12-16 08:04:00	What Do You Want The Girl To Do
Greatest Hits: Jr. Walker & The All-stars	Jr. Walker & The All-Stars	2016-12-16 08:10:00	What Does It Take (to Win Your Love)
Rubber Soul	The Beatles	2016-12-16 08:13:00	What Goes On
Only Life	The Feelies	2016-12-16 08:16:00	What Goes On
The Velvet Underground	The Velvet Underground	2016-12-16 08:24:00	What Goes On
Shooting Rubberbands At The Stars	Edie Brickell & The New Bohemians	2016-12-16 08:28:00	What I Am
Low	David Bowie	2016-12-16 08:33:00	What In The World
Led Zeppelin II	Led Zeppelin	2016-12-16 08:35:00	What Is And What Should Never Be
Tower Of Power	Tower Of Power	2016-12-16 08:42:00	What Is Hip
Reggae Greats	Black Uhuru	2016-12-16 08:48:00	What Is Life
All Things Must Pass	George Harrison	2016-12-16 08:55:00	What Is Life
Sailing To Philadelphia	Mark Knopfler	2016-12-16 09:00:00	What It Is
How Big How Blue How Beautiful	Florence And The Machine	2016-12-16 09:05:00	What Kind Of Man
Sky Blue Sky	Wilco	2016-12-16 09:08:00	What Light
The Mercury Anthology	Rod Stewart	2016-12-16 09:15:00	What Made Milwaukee Famous
Tusk	Fleetwood Mac	2016-12-16 09:18:00	What Makes You Think You're The One
Under The Table And Dreaming	Dave Matthews Band	2016-12-16 09:21:00	What Would You Say
Blood	Lianne La Havas	2016-12-16 09:25:00	What You Don't Do
Listen Like Thieves	INXS	2016-12-16 09:29:00	What You Need
Rejuvenation	The Meters	2016-12-16 09:33:00	What'cha Say
Whatcha See	The Dramatics	2016-12-16 09:36:00	Whatcha See Is Whatcha Get
The Best Of Ray Charles	Ray Charles	2016-12-16 09:41:00	What'd I Say
Walls & Bridges	John Lennon	2016-12-16 09:44:00	Whatever Gets You Through The Night
Last Days at the Lodge	Amos Lee	2016-12-16 09:48:00	What's Been Goin' On
What's Going On	Marvin Gaye	2016-12-16 09:55:00	What's Going On
What's Going On	Marvin Gaye	2016-12-16 09:59:00	What's Happening Brother
In My Tribe	10,000 Maniacs	2016-12-16 10:03:00	What's The Matter Here
Magic & Loss	Lou Reed	2016-12-16 10:07:00	What's Good?
Bigger, Better, Faster, More!	4 Non Blondes	2016-12-16 10:11:00	What's Up?
Takin' It To The Streets	The Doobie Brothers	2016-12-16 10:16:00	Wheels Of Fortune
Angel In The House	The Story	2016-12-16 10:21:00	When 2 & 2 Are Five
Teh Very Best Of Percy Sledge	Percy Sledge	2016-12-16 10:25:00	When A Man Loves A Woman
HQ	Roy Harper	2016-12-16 10:28:00	When An Old Crickater Leaves The Crease
Purple Rain	Prince	2016-12-16 10:38:00	When Doves Cry
99.9 Fahrenheit Degrees	Suzanne Vega	2016-12-16 10:44:00	When Heroes Go Down
I Want To See The Bright Lights Tonight	Richard & Linda Thompson	2016-12-16 10:46:00	When I Get To The Border
Electric Dirt	Levon Helm	2016-12-16 10:49:00	When I Go Away
Sgt. Pepper's Lonely Hearts Club Band	The Beatles	2016-12-16 10:55:00	When I'm Sixty-Four
Bob Dylan's Greatest Hits, Vol. 2	Bob Dylan	2016-12-16 10:58:00	When I Paint My Masterpiece
Seconds Of Pleasure	Rockpile	2016-12-16 11:02:00	When I Write The Book
Rattle And Hum	U2	2016-12-16 11:05:00	When Love Comes To Town
North Hills	Dawes	2016-12-16 11:12:00	When My Time Comes
Blak and Blu	Gary Clark Jr.	2016-12-16 11:17:00	When My Train Pulls In
Tupelo Honey	Van Morrison	2016-12-16 11:26:00	When That Evening Sun Goes Down
You're Never Alone With A Schizophrenic	Ian Hunter	2016-12-16 11:29:00	When The Daylight Comes
Led Zeppelin Iv	Led Zeppelin	2016-12-16 11:35:00	When The Levee Breaks
Abandoned Luncheonette	Hall & Oates	2016-12-16 11:42:00	When The Morning Comes
Across A Crowded Room	Richard Thompson	2016-12-16 11:47:00	When The Spell Is Broken
Gold	Ryan Adams	2016-12-16 11:51:00	When The Stars Go Blue
We're All Gonna Die	Dawes	2016-12-16 11:55:00	When the Tequila Runs Out
Some Girls	The Rolling Stones	2016-12-16 12:47:00	When The Whip Comes Down
Zenyatta Mondatta	The Police	2016-12-16 12:51:00	When The World Is Running Down
Warming Up to The Ice Age	John Hiatt	2016-12-16 12:56:00	When We Ran
Packed!	The Pretenders	2016-12-16 13:01:00	When Will I See You
Live Rust	Neil Young	2016-12-16 13:06:00	When You Dance I Can Really Love
Dirty Mind	Prince	2016-12-16 13:09:00	When You Were Mine
Sam's Town	The Killers	2016-12-16 13:14:00	When You Were Young
Outward Bound	Sonny Landreth	2016-12-16 13:18:00	When You're Away
Volume Three: Further In Time	Afro Celt Sound System	2016-12-16 13:22:00	When You're Falling
Field Day	Marshall Crenshaw	2016-12-16 13:27:00	Whenever You're On My Mind
Busted Stuff	Dave Matthews Band	2016-12-16 13:31:00	Where Are You Going
Diana Ross & The Supremes: Anthology	The Supremes	2016-12-16 13:34:00	Where Did Our Love Go
This Fire	Paula Cole	2016-12-16 13:37:00	Where Have All The Cowboys Gone
The Kink Kontroversy	The Kinks	2016-12-16 13:42:00	Where Have All The Good Times Gone
Surfer Rosa	The Pixies	2016-12-16 13:44:00	Where Is My Mind?
A Donny Hathaway Collection	Donny Hathaway & Roberta Flack	2016-12-16 13:48:00	Where Is The Love
Odelay	Beck	2016-12-16 13:51:00	Where It's At
The Joshua Tree	U2	2016-12-16 13:55:00	Where The Streets Have No Name
Tumbleweed Connection	Elton John	2016-12-16 14:00:00	Where To Now St. Peter?
Plumb	Jonatha Brooke	2016-12-16 14:04:00	Where Were You?
Wrecking Ball	Emmylou Harris	2016-12-16 14:10:00	Where Will I Be
Tapestry	Carole King	2016-12-16 14:16:00	Where You Lead
The Firewatcher's Daughter	Brandi Carlile	2016-12-16 14:20:00	Wherever Is Your Heart
The Beatles	The Beatles	2016-12-16 14:25:00	While My Guitar Gently Weeps
Arc Of A Diver	Steve Winwood	2016-12-16 14:29:00	While You See A Chance
Freedom Of Choice	Devo	2016-12-16 14:34:00	Whip It
The Allman Brothers Band	The Allman Brothers	2016-12-16 14:37:00	Whipping Post
Afro Celt Sound System	Afro Celt Sound System	2016-12-16 14:43:00	Whirl Y Reel
Home	Procol Harum	2016-12-16 14:50:00	Whisky Train
The Very Best Of Jackie Wilson	Jackie Wilson	2016-12-16 14:55:00	Whispers (Gettin' Louder)
It's A Beautiful Day	It's A Beautiful Day	2016-12-16 14:57:00	White Bird
I?m Alone, No You?re Not	Joseph	2016-12-16 15:03:00	White Flag
Howlin' Wind	Graham Parker	2016-12-16 15:09:00	White Honey
Birds Say	Darlingside	2016-12-16 15:12:00	White Horses
White Ladder	David Gray	2016-12-16 15:17:00	White Ladder
Lost & Found	Jason & The Scorchers	2016-12-16 15:22:00	White Lies
"(12"" single)"	Grandmaster Melle Mel	2016-12-16 15:25:00	White Lines (Don't Do It)
The Tubes	The Tubes	2016-12-16 15:32:00	White Punks On Dope
Surrealistic Pillow	Jefferson Airplane	2016-12-16 15:39:00	White Rabbit
Wheels Of Fire	Cream	2016-12-16 15:43:00	White Room
Fleet Foxes	Fleet Foxes	2016-12-16 15:48:00	White Winter Hymnal
Who Are You	The Who	2016-12-16 15:50:00	Who Are You
Business As Usual	Men At Work	2016-12-16 15:56:00	Who Can It Be Now?
Dirty Pond Songs	Bobby Long	2016-12-16 16:00:00	Who Have You Been Loving
Still Bill	Bill Withers	2016-12-16 16:04:00	Who Is He (And What Is He To You)?
Peace Beyond Passion	Me'shell Ndegeocello	2016-12-16 16:08:00	Who Is He And What Is He To You
Unhalfbricking	Fairport Convention	2016-12-16 16:14:00	Who Knows Where The Time Goes
Loaded	The Velvet Underground	2016-12-16 16:19:00	Who Loves The Sun
My One And Only Thrill	Melody Gardot	2016-12-16 16:22:00	Who Will Comfort Me
Led Zeppelin II	Led Zeppelin	2016-12-16 16:27:00	Whole Lotta Love
18 Original Greatest Hits	Jerry Lee Lewis	2016-12-16 16:36:00	Whole Lotta Shakin' Goin' On
Whole New You	Shawn Colvin	2016-12-16 16:39:00	Whole New You
Wreckless Eric	Wreckless Eric	2016-12-16 16:43:00	Whole Wide World
Kinda Kinks	The Kinks	2016-12-16 16:47:00	Who'll Be The Next In Line
Cosmo's Factory	Creedence Clearwater Revival	2016-12-16 16:49:00	Who'll Stop The Rain
Achtung Baby	U2	2016-12-16 16:54:00	Who's Gonna Ride Your Wild Horses
Touch	Eurythmics	2016-12-16 17:00:00	Who's That Girl?
Lucky	Nada Surf	2016-12-16 17:04:00	Whose Authority
Singles Going Steady	The Buzzcocks	2016-12-16 17:07:00	Why Can't I Touch It?
Soul Hits Of The 70's - Didn't It Blow Your Mind, Vol. 10	Timmy Thomas	2016-12-16 17:15:00	Why Can't We Live Together
About Time	Steve Winwood	2016-12-16 17:20:00	Why Can't We Live Together?
The Only Doo-wop Collection You'll Ever Need	Frankie Lymon & The Teenagers	2016-12-16 17:29:00	Why Do Fools Fall In Love
The Man Who	Travis	2016-12-16 17:31:00	Why Does It Always Rain On Me
Layla And Other Assorted Love Songs	Derek & The Dominos	2016-12-16 17:34:00	Why Does Love Got To Be So Sad?
The Beatles	The Beatles	2016-12-16 17:39:00	Why Don't We Do It In The Road?
The Houston Kid	Rodney Crowell	2016-12-16 17:42:00	Why Don't We Talk About It
Room For Squares	John Mayer	2016-12-16 17:45:00	Why Georgia
King Of The Blues	B. B. King	2016-12-16 17:51:00	Why I Sing The Blues
Unlucky	Freedy Johnston	2016-12-16 18:00:00	Wichita Lineman
Wichita Lineman	Glen Campbell	2016-12-16 18:04:00	Wichita Lineman
Heart Shaped World	Chris Isaak	2016-12-16 18:09:00	Wicked Game
Smoke and Mirrors	Brett Dennen	2016-12-16 18:13:00	Wild Child
The Soft Parade	The Doors	2016-12-16 18:18:00	Wild Child
The Beatles	The Beatles	2016-12-16 18:21:00	Wild Honey Pie
Burrito Deluxe	The Flying Burrito Brothers	2016-12-16 18:22:00	Wild Horses
Sticky Fingers	The Rolling Stones	2016-12-16 18:28:00	Wild Horses
Ghostwriter	Garland Jeffreys	2016-12-16 18:37:00	Wild In The Streets
Station To Station	David Bowie	2016-12-16 18:40:00	Wild Is The Wind
Fly Like An Eagle	Steve Miller Band	2016-12-16 18:46:00	Wild Mountain Honey
Tupelo Honey	Van Morrison	2016-12-16 18:54:00	Wild Night
Original Sun Greatest Hits	Jerry Lee Lewis	2016-12-16 18:57:00	Wild One
Loc-ed After Dark	Tone-Loc	2016-12-16 19:00:00	Wild Thing
Greatest Hits	The Troggs	2016-12-16 19:04:00	Wild Thing
Dire Straits	Dire Straits	2016-12-16 19:08:00	Wild West End
True Stories	Talking Heads	2016-12-16 19:13:00	Wild Wild Life
Tea For The Tillerman	Cat Stevens	2016-12-16 19:18:00	Wild World
Blue Sky - Night Thunder	Michael Murphey	2016-12-16 19:21:00	Wildfire
Wildflowers	Tom Petty	2016-12-16 19:24:00	Wildflowers
Cameo-parkway Years	Bobby Rydell	2016-12-16 19:28:00	Wildwood Days
Will The Circle Be Unbroken	The Nitty Gritty Dirt Band	2016-12-16 19:30:00	Will The Circle Be Unbroken
How Will The Wolf Survive?	Los Lobos	2016-12-16 19:35:00	Will The Wolf Survive?
Tapestry	Carole King	2016-12-16 19:40:00	Will You Love Me Tomorrow
Hits Of The 60's	The Shirelles	2016-12-16 19:45:00	Will You Still Love Me Tomorrow
461 Ocean Boulevard	Eric Clapton	2016-12-16 19:47:00	Willie And The Hand Jive
Heart Like A Wheel	Linda Ronstadt	2016-12-16 19:51:00	Willin'
Sailin' Shoes	Little Feat	2016-12-16 19:54:00	Willin'
Zoot Allures	Frank Zappa	2016-12-16 19:57:00	Wind Up Workin' In A Gas Station
Trace	Son Volt	2016-12-16 20:00:00	Windfall
Cover Girl	Shawn Colvin	2016-12-16 20:03:00	Window To The World
Mission Bell	Amos Lee	2016-12-16 20:08:00	Windows Are Rolled Down
Go	Stomu Yamashta	2016-12-16 20:14:00	Winner/Loser
The First Minute Of A New Day	Gil Scott-Heron	2016-12-16 20:18:00	Winter In America
The Sunshine Collection	The Surfaris	2016-12-16 20:26:00	Wipe Out
Walk - Don't Run	The Ventures	2016-12-16 20:28:00	Wipe Out
Wandering Spirit	Mick Jagger	2016-12-16 20:31:00	Wired All Night
Wish You Were Here	Pink Floyd	2016-12-16 20:35:00	Wish You Were Here
Listen	A Flock Of Seagulls	2016-12-16 20:41:00	Wishing (I Had A Photograph Of You)
Introducing The Hardline According To Terence Trent D'arby	Terence Trent D'Arby	2016-12-16 20:45:00	Wishing Well
Workbook	Bob Mould	2016-12-16 20:49:00	Wishing Well
Yield	Pearl Jam	2016-12-16 20:56:00	Wishlist
Pepper's Pow Wow	Jim Pepper	2016-12-16 20:59:00	Witchi Tai To
Wild Thing	The Troggs	2016-12-16 21:06:00	With A Girl Like You
Sgt. Pepper's Lonely Hearts Club Band	The Beatles	2016-12-16 21:10:00	With A Little Help From My Friends
With A Little Help From My Friends	Joe Cocker	2016-12-16 21:12:00	With A Little Help From My Friends
Diamonds On The Inside	Ben Harper	2016-12-16 21:19:00	With My Own Two Hands
The Joshua Tree	U2	2016-12-16 21:22:00	With Or Without You
Lucacentric	Lucas	2016-12-16 21:27:00	With The Lid Off
Skin	Peter Himmelman	2016-12-16 21:31:00	With You
Sgt. Pepper's Lonely Hearts Club Band	The Beatles	2016-12-16 21:36:00	Within You Without You
Nilsson Schmilsson	Harry Nilsson	2016-12-16 21:41:00	Without You
Return To Cookie Mountain	TV On The Radio	2016-12-16 21:45:00	Wolf Like Me
Exile On Coldharbour Lane	Alabama 3	2016-12-16 21:50:00	Woke Up This Morning
Short Stories	Harry Chapin	2016-12-16 21:54:00	W*O*L*D
Double Fantasy	John Lennon	2016-12-16 21:59:00	Woman
From Strength To Strength	Peter Himmelman	2016-12-16 22:02:00	Woman With The Strength of 10,000 Men
Woman's Got The Power	The A's	2016-12-16 22:07:00	Woman's Got The Power
Tigerlily	Natalie Merchant	2016-12-16 22:13:00	Wonder
Slowhand	Eric Clapton	2016-12-16 22:18:00	Wonderful Tonight
Wonderful World, Beautiful People	Jimmy Cliff	2016-12-16 22:23:00	Wonderful World Beautiful People
Dancing In The Dragon's Jaws	Bruce Cockburn	2016-12-16 22:26:00	Wondering Where The Lions Are
(What's The Story) Morning Glory?	Oasis	2016-12-16 22:30:00	Wonderwall
Who's Next	The Who	2016-12-16 22:35:00	Won't Get Fooled Again
Everyone Is Here	Finn Brothers	2016-12-16 22:44:00	Won't Give In
Crosby, Stills & Nash	Crosby Stills & Nash	2016-12-16 22:49:00	Wooden Ships
Deja Vu	Crosby Stills Nash & Young	2016-12-16 23:00:00	Woodstock
Ladies Of The Canyon	Joni Mitchell	2016-12-16 23:04:00	Woodstock
Pirates	Rickie Lee Jones	2016-12-16 23:12:00	Woody And Dutch On The Slow Train To Peking
Station To Station	David Bowie	2016-12-16 23:17:00	Word On A Wing
Z	My Morning Jacket	2016-12-16 23:24:00	Wordless Chorus
Spring Session M	Missing Persons	2016-12-16 23:28:00	Words
The Best Of Cameo	Cameo	2016-12-16 23:32:00	Word Up
Tom Tom Club	Tom Tom Club	2016-12-16 23:37:00	Wordy Rappinghood
Feedback	Jurassic 5	2016-12-16 23:45:00	Work It Out
Off The Wall	Michael Jackson	2016-12-16 23:49:00	Workin' Day and Night
Uprhythm, Downbeat	The Members	2016-12-16 23:55:00	Working Girl
