album	artist	time	track
The Lemon Pipers Greatest Hits	The Lemon Pipers	2016-12-05 03:05:00	Green Tambourine
Talking With The Taxman	Billy Bragg	2016-12-05 03:08:00	Greetings To The New Brunette
Pure Soul Power	King Floyd	2016-12-05 03:12:00	Groove Me
Groovin'	The Young Rascals	2016-12-05 03:15:00	Groovin'
Greetings From Asbury Park, New Jersey	Bruce Springsteen	2016-12-05 03:17:00	Growing Up
Guesthouse	David Wax Museum	2016-12-05 03:20:00	Guesthouse
Guitar Town	Steve Earle	2016-12-05 03:29:00	Guitar Town
Guitars, Cadillacs, Etc., Etc.	Dwight Yoakam	2016-12-05 03:33:00	Guitars, Cadillacs
Mirage	Fleetwood Mac	2016-12-05 03:38:00	Gypsy
Dig In Deep	Bonnie Raitt	2016-12-05 03:42:00	Gypsy In Me
Anthology-disc 1	The Impressions	2016-12-05 03:47:00	Gypsy Woman
Morph The Cat	Donald Fagen	2016-12-05 03:49:00	H Gang
Long Player	Faces	2016-12-05 03:53:00	Had Me A Real Good Time
The Royal Scam	Steely Dan	2016-12-05 03:59:00	Haitian Divorce
Rabbit Songs	Hem	2016-12-05 04:08:00	Half Acre
Pearl	Janis Joplin	2016-12-05 04:11:00	Half Moon
Grace	Jeff Buckley	2016-12-05 04:16:00	Hallelujah
Various Positions	Leonard Cohen	2016-12-05 04:23:00	Hallelujah
Shrek (soundtrack)	Rufus Wainwright	2016-12-05 04:27:00	Hallelujah
The Birth Of Soul, Vol.2	Ray Charles	2016-12-05 04:31:00	Hallelujah I Love Her So
Nomads Indians Saints	Indigo Girls	2016-12-05 04:34:00	Hammer And A Nail
Black And Blue	The Rolling Stones	2016-12-05 04:38:00	Hand Of Fate
An Old Raincoat Won't Ever Let You Down (The Rod Stewart Album)	Rod Stewart	2016-12-05 04:42:00	Handbags And Gladrags
Volume One	Traveling Wilburys	2016-12-05 04:47:00	Handle With Care
Eyes Open	Snow Patrol	2016-12-05 04:50:00	Hands Open
A Ghost Is Born	Wilco	2016-12-05 04:54:00	Handshake Drugs
Tattoo You	The Rolling Stones	2016-12-05 05:00:00	Hang Fire
Diamond Life	Sade	2016-12-05 05:09:00	Hang On To Your Love
Ziggy Stardust	David Bowie	2016-12-05 05:13:00	Hang Onto Yourself
The Ultimate Sessions	Crescent City Gold	2016-12-05 05:16:00	Hang Tough
This Desert Life	Counting Crows	2016-12-05 05:20:00	Hangin' Around
Parallel Lines	Blondie	2016-12-05 05:25:00	Hanging On The Telephone
The Nerves EP	The Nerves	2016-12-05 05:27:00	Hanging On The Telephone
The Beatles	The Beatles	2016-12-05 05:29:00	Happiness Is A Warm Gun
Closer To It	Brian Auger's Oblivion Express	2016-12-05 05:32:00	Happiness Is Just Around The Bend
G I R L	Pharrell Williams	2016-12-05 05:39:00	Happy
Exile On Main Street	The Rolling Stones	2016-12-05 05:43:00	Happy
Happy Jack	The Who	2016-12-05 05:46:00	Happy Jack
Blue Afternoon	Tim Buckley	2016-12-05 05:48:00	Happy Time
Happy Together	The Turtles	2016-12-05 05:51:00	Happy Together
Into The Wild (soundtrack)	Eddie Vedder	2016-12-05 05:55:00	Hard Sun
Down Two Then Left	Boz Scaggs	2016-12-05 06:00:00	Hard Times
Mescalito	Ryan Bingham	2016-12-05 06:11:00	Hard Times
Family Style	The Vaughan Brothers	2016-12-05 06:16:00	Hard To Be
The Otis Redding Story (3)	Otis Redding	2016-12-05 06:23:00	Hard to Handle
Var-soul Shots	Patti Drew	2016-12-05 06:25:00	Hard to Handle
Shake Your Money Maker	The Black Crowes	2016-12-05 06:28:00	Hard to Handle
Toots In Memphis	Toots Hibbert	2016-12-05 06:31:00	Hard to Handle
In The World	Olu Dara	2016-12-05 06:36:00	Harlem Country Girl
Harvest Moon	Neil Young	2016-12-05 06:42:00	Harvest Moon
Warren Zevon	Warren Zevon	2016-12-05 06:47:00	Hasten Down The Wind
Wish You Were Here	Pink Floyd	2016-12-05 06:56:00	Have A Cigar
Nick Of Time	Bonnie Raitt	2016-12-05 07:01:00	Have A Heart
Bring The Family	John Hiatt	2016-12-05 07:06:00	Have A Little Faith In Me
It's Hard To Believe It: The Amazing World of Joe Meek	The Honeycombs	2016-12-05 07:11:00	Have I The Right
(For God's Sake) Give More Power To The People	The Chi-Lites	2016-12-05 07:23:00	Have You Seen Her
Forty Licks	The Rolling Stones	2016-12-05 07:28:00	Have You Seen Your Mother Baby?
The Man And His Music	Sam Cooke	2016-12-05 07:31:00	Having A Party
Mo-Di	Mouth Music	2016-12-05 07:33:00	He Mandu
(single)	The Velvelettes	2016-12-05 07:38:00	He Was Really Sayin' Somethin'
The Trials Of Van Occupanther	Midlake	2016-12-05 07:43:00	Head Home
Automatic	The Jesus And Mary Chain	2016-12-05 07:49:00	Head On
On Oni Pond	Man Man	2016-12-05 07:55:00	Head On
Pretty Hate Machine	Nine Inch Nails	2016-12-05 08:00:00	Head Like A Hole
Let The Good Times Roll	JD McPherson	2016-12-05 08:05:00	Head Over Heels
Songs From The Big Chair	Tears For Fears	2016-12-05 08:10:00	Head Over Heels
Talk Show	The Go Gos	2016-12-05 08:15:00	Head Over Heels
Volume One	Traveling Wilburys	2016-12-05 08:22:00	Heading For The Light
Take Care	Drake	2016-12-05 08:25:00	Headlines
The British Invasion: History Of...	The Yardbirds	2016-12-05 08:29:00	Heart Full Of Soul
Parallel Lines	Blondie	2016-12-05 08:35:00	Heart Of Glass
Harvest	Neil Young	2016-12-05 08:42:00	Heart Of Gold
Hittin' The Note	The Allman Brothers	2016-12-05 08:45:00	Heart Of Stone
Fragile	Yes	2016-12-05 08:50:00	Heart Of The Sunrise
The Long Run	The Eagles	2016-12-05 09:01:00	Heartache Tonight
Beat	King Crimson	2016-12-05 09:06:00	Heartbeat
Mirror Moves	Psychedelic Furs	2016-12-05 09:10:00	Heartbeat
Veneer	Jose Gonzalez	2016-12-05 09:15:00	Heartbeats
Workbook	Bob Mould	2016-12-05 09:18:00	Heartbreak A Stranger
Midnight To Midnight	Psychedelic Furs	2016-12-05 09:25:00	Heartbreak Beat
The Number One Hits	Elvis Presley	2016-12-05 09:30:00	Heartbreak Hotel
On Time	Grand Funk Railroad	2016-12-05 09:32:00	Heartbreaker
Led Zeppelin II	Led Zeppelin	2016-12-05 09:38:00	Heartbreaker
In Utero	Nirvana	2016-12-05 09:43:00	Heart-Shaped Box
Heat Treatment	Graham Parker	2016-12-05 09:48:00	Heat Treatment
Los Lonely Boys	Los Lonely Boys	2016-12-05 09:53:00	Heaven
Mirror Moves	Psychedelic Furs	2016-12-05 09:57:00	Heaven
Heaven	The Walkmen	2016-12-05 10:00:00	Heaven
Alice In Chains	Alice In Chains	2016-12-05 10:04:00	Heaven Beside You
Mr. Fantasy	Traffic	2016-12-05 10:07:00	Heaven Is In Your Mind
Hatful Of Hollow	The Smiths	2016-12-05 10:13:00	Heaven Knows I'm Miserable Now
Fulfillingness First Finale	Stevie Wonder	2016-12-05 10:16:00	Heaven Is A Zillion Light Years Away
Just What Time It Is	Jeb Loy Nichols	2016-12-05 10:21:00	Heaven Right Here
Children Running Through	Patty Griffin	2016-12-05 10:25:00	Heavenly Day
Submarine Bells	The Chills	2016-12-05 10:28:00	Heavenly Pop Hit
Yankee Hotel Foxtrot	Wilco	2016-12-05 10:33:00	Heavy Metal Drummer
Farmhouse	Phish	2016-12-05 10:36:00	Heavy Things
Hejira	Joni Mitchell	2016-12-05 10:40:00	Hejira
Torches	Foster The People	2016-12-05 10:50:00	Helena Beat
Hot	Squirrel Nut Zippers	2016-12-05 10:56:00	Hell
In The Dark	Grateful Dead	2016-12-05 10:59:00	Hell In A Bucket
25	Adele	2016-12-05 11:05:00	Hello
Magical Mystery Tour	The Beatles	2016-12-05 11:13:00	Hello Goodbye
John Prine	John Prine	2016-12-05 11:16:00	Hello In There
Something/Anything?	Todd Rundgren	2016-12-05 11:22:00	Hello It's Me
The Best Of Rick Nelson	Rick Nelson	2016-12-05 11:26:00	Hello Mary Lou
No Reason To Cry	Eric Clapton	2016-12-05 11:28:00	Hello Old Friend
Waiting For The Sun	The Doors	2016-12-05 11:31:00	Hello, I Love You
Help!	The Beatles	2016-12-05 11:36:00	Help
Summer Days (And Summer Nights!!)	The Beach Boys	2016-12-05 11:41:00	Help Me, Rhonda
So What	Joe Walsh	2016-12-05 11:44:00	Help Me Thru The Night
Helplessness Blues	Fleet Foxes	2016-12-05 11:55:00	Helplessness Blues
The Beatles	The Beatles	2016-12-05 12:01:00	Helter Skelter
Where Does This Door Go	Mayer Hawthorne	2016-12-05 12:05:00	Her Favorite Song
Abbey Road	The Beatles	2016-12-05 12:09:00	Her Majesty
Make Me Strong	Aaron Neville	2016-12-05 12:11:00	Hercules
The Pretender	Jackson Browne	2016-12-05 12:15:00	Here Come Those Tears Again
Here Comes The Groom	John Wesley Harding	2016-12-05 12:24:00	Here Comes The Groom
Them	Them	2016-12-05 12:28:00	Here Comes The Night
Touch	Eurythmics	2016-12-05 12:31:00	Here Comes The Rain Again
The Best Of...	Richie Havens	2016-12-05 12:35:00	Here Comes The Sun
Abbey Road	The Beatles	2016-12-05 12:39:00	Here Comes The Sun
Doolittle	The Pixies	2016-12-05 12:43:00	Here Comes Your Man
14 Greatest Hits	Al Green	2016-12-05 12:50:00	Here I Am (Come And Take Me)
Eternally Even	Jim James	2016-12-05 12:54:00	Here In Spirit
Echoes	Gene Clark	2016-12-05 12:58:00	Here Without You
Revolver	The Beatles	2016-12-05 13:01:00	Here, There And Everywhere
Reading, Writing And Arithmetic	The Sundays	2016-12-05 13:03:00	Here's Where The Story Ends
Jeffrey Gaines	Jeffrey Gaines	2016-12-05 13:07:00	Hero In Me
All Over The Place	Bangles	2016-12-05 13:12:00	Hero Takes A Fall
Heroes	David Bowie	2016-12-05 13:15:00	Heroes
Heroes Are Hard To Find	Fleetwood Mac	2016-12-05 13:21:00	Heroes Are Hard To Find
Smiley Smile	The Beach Boys	2016-12-05 13:24:00	Heros And Villains
Innervisions	Stevie Wonder	2016-12-05 13:28:00	He's Mistra Know It All
The 60's - Vol. 2	The Chiffons	2016-12-05 13:34:00	He's So Fine
Bo Diddley	Bo Diddley	2016-12-05 13:35:00	Hey Bo Diddley
Yellow Submarine	The Beatles	2016-12-05 13:38:00	Hey Bulldog
Coda - Deluxe Edition	Led Zeppelin	2016-12-05 13:41:00	Hey Hey What Can I Do
Rust Never Sleeps	Neil Young	2016-12-05 13:46:00	Hey Hey, My My (Into the Black)
Sweet Heart Sweet Light	Spiritualized	2016-12-05 13:51:00	Hey Jane
New Miserable Experience	Gin Blossoms	2016-12-05 14:00:00	Hey Jealousy
Are You Experienced?	Jimi Hendrix	2016-12-05 14:04:00	Hey Joe
Past Masters, Vol. 2	The Beatles	2016-12-05 14:08:00	Hey Jude
Beatlemania - Volume 2/mojo Magazine	Wilson Pickett	2016-12-05 14:16:00	Hey Jude
Paul's Boutque	Beastie Boys	2016-12-05 14:22:00	Hey Ladies
Black And Blue	The Rolling Stones	2016-12-05 14:26:00	Hey Negrita
Gaucho	Steely Dan	2016-12-05 14:31:00	Hey Nineteen
Ouroboros	Ray Lamontagne	2016-12-05 14:37:00	Hey No Pressure
True Stories	Talking Heads	2016-12-05 14:41:00	Hey Now
Fiyo On The Bayou	Neville Brothers	2016-12-05 14:45:00	Hey Pocky Way
The Best Of Motown	Eddie Holman	2016-12-05 14:49:00	Hey There Lonely Girl
Pendulum	Creedence Clearwater Revival	2016-12-05 14:55:00	Hey Tonight
The Ice Man Cometh	Jerry Butler	2016-12-05 14:57:00	Hey Western Union Man
The Wall	Pink Floyd	2016-12-05 15:00:00	Hey You
Save Me San Francisco	Train	2016-12-05 15:05:00	Hey, Soul Sister
Sweetheart Of The Rodeo	The Byrds	2016-12-05 15:13:00	Hickory Wind
Speak For Yourself	Imogen Heap	2016-12-05 15:16:00	Hide and Seek
You? Me? Us?	Richard Thompson	2016-12-05 15:19:00	Hide It Away
Wish	The Cure	2016-12-05 15:24:00	High
The Bends	Radiohead	2016-12-05 15:27:00	High And Dry
Honeymoon	Lana Del Rey	2016-12-05 15:31:00	High By The Beach
The '59 Sound	The Gaslight Anthem	2016-12-05 15:37:00	High Lonesome
Greatest Hits	Joe Cocker	2016-12-05 15:40:00	High Time We Went
Higher Ground	Blind Boys Of Alabama	2016-12-05 15:44:00	Higher Ground
Innervisions	Stevie Wonder	2016-12-05 15:50:00	Higher Ground
Back In The High Life	Steve Winwood	2016-12-05 15:55:00	Higher Love
Highway 61 Revisited	Bob Dylan	2016-12-05 16:00:00	Highway 61 Revisited
Second Winter	Johnny Winter	2016-12-05 16:04:00	Highway 61 Revisited
Nebraska	Bruce Springsteen	2016-12-05 16:10:00	Highway Patrolman
The Hissing Of Summer Lawns	Joni Mitchell	2016-12-05 16:20:00	Hissing Of Summer Lawns
The Double EP: A Sea of Split Peas	Courtney Barnett	2016-12-05 16:23:00	History Eraser
Lie To Me	Jonny Lang	2016-12-05 16:30:00	Hit The Ground Running
Anthology	Ray Charles	2016-12-05 16:34:00	Hit The Road Jack
Joe Cocker	Joe Cocker	2016-12-05 16:36:00	Hitchcock Railway
20 Greatest Hits	Marvin Gaye	2016-12-05 16:41:00	Hitchhike
Sun The Wind And Other Things	Vanity Fare	2016-12-05 16:44:00	Hitchin' A Ride
Sandinista!	The Clash	2016-12-05 16:47:00	Hitsville U.k.
The Lumineers	The Lumineers	2016-12-05 16:51:00	Ho Hey
Failer	Kathleen Edwards	2016-12-05 16:56:00	Hockey Skates
Supernatural Fairy Tales Vol 2	Focus	2016-12-05 17:01:00	Hocus Pocus
Licensed To Ill	Beastie Boys	2016-12-05 17:13:00	Hold It Now, Hit It
Into The Gap	The Thompson Twins	2016-12-05 17:17:00	Hold Me Now
Gomm With The Wind	Ian Gomm	2016-12-05 17:26:00	Hold On
Drastic Fantastic	K. T. Tunstall	2016-12-05 17:29:00	Hold On
Fumbling Toward Ecstasy	Sarah McLachlan	2016-12-05 17:32:00	Hold On
Steve Winwood	Steve Winwood	2016-12-05 17:36:00	Hold On
Fox Confessor Brings the Flood	Neko Case	2016-12-05 17:42:00	Hold On, Hold On
Hold Out	Jackson Browne	2016-12-05 17:47:00	Hold Out
All Together Now	Argent	2016-12-05 17:55:00	Hold Your Head Up
Circuital	My Morning Jacket	2016-12-05 18:01:00	Holdin' On To Black Metal
Ambrosia	Ambrosia	2016-12-05 18:05:00	Holdin' On To Yesterday
After the Disco	Broken Bells	2016-12-05 18:10:00	Holding On For Life
Contra	Vampire Weekend	2016-12-05 18:16:00	Holiday
Madman Across The Water	Elton John	2016-12-05 18:18:00	Holiday Inn
National Lampoon's Vacation (Soundtrack)	Lindsey Buckingham	2016-12-05 18:22:00	Holiday Road
Down Two Then Left	Boz Scaggs	2016-12-05 18:24:00	Hollywood
Freaky Styley	Red Hot Chili Peppers	2016-12-05 18:29:00	Hollywood
Fear Fun	Father John Misty	2016-12-05 18:35:00	Hollywood Forever Cemetary Sings
Bon Iver, Bon Iver	Bon Iver	2016-12-05 18:39:00	Holocene
ALONE	The Pretenders	2016-12-05 18:44:00	Holy Commotion
Karla Bonoff	Karla Bonoff	2016-12-05 18:55:00	Home
This Is Happening	LCD Soundsystem	2016-12-05 19:00:00	Home
Carencro	Marc Broussard	2016-12-05 19:08:00	Home
When It Falls	Zero 7	2016-12-05 19:13:00	Home
Marigolden	Field Report	2016-12-05 19:18:00	Home (Leave The Lights On)
The Best Of Duke-peacock	Otis Rush	2016-12-05 19:26:00	Homework
Mott	Mott The Hoople	2016-12-05 19:31:00	Honaloochie Boogie
Love and Theft	Bob Dylan	2016-12-05 19:33:00	Honest With Me
Redemption's Son	Joseph Arthur	2016-12-05 19:39:00	Honey And The Moon
The Beatles	The Beatles	2016-12-05 19:45:00	Honey Pie
Honky Chateau	Elton John	2016-12-05 19:50:00	Honky Cat
Essential Pogues	The Pogues	2016-12-05 19:57:00	Honky Tonk Woman
Through The Past, Darkly (Big Hits, Vol. 2)	The Rolling Stones	2016-12-05 20:00:00	Honky Tonk Women
Four	Blues Traveler	2016-12-05 20:06:00	Hook
Heavy Ornamentals	The Gourds	2016-12-05 20:11:00	Hooky Junk
Sleep Through The Static	Jack Johnson	2016-12-05 20:16:00	Hope
Abraxas	Santana	2016-12-05 20:25:00	Hope You're Feeling Better
Contra	Vampire Weekend	2016-12-05 20:30:00	Horchata
Hot Pants	James Brown	2016-12-05 20:44:00	Hot Pants
Black And Blue	The Rolling Stones	2016-12-05 20:54:00	Hot Stuff
It's A Beautiful Day	It's A Beautiful Day	2016-12-05 21:00:00	Hot Summer Day
O.s.t. The Big Lebowski	Gipsy Kings	2016-12-05 21:06:00	Hotel California
Hotel California	The Eagles	2016-12-05 21:12:00	Hotel California
Live at the World Cafe Volume 21	Richard Thompson	2016-12-05 21:22:00	Hots For The Smarts~
The Top 10 Hits	Elvis Presley	2016-12-05 21:29:00	Hound Dog
Hounds Of Love	Kate Bush	2016-12-05 21:31:00	Hounds Of Love
Book Of Days	Psychedelic Furs	2016-12-05 21:35:00	House
The Animals	The Animals	2016-12-05 21:40:00	House Of The Rising Sun
Green Thoughts	The Smithereens	2016-12-05 21:44:00	House We Used To Live In
Remain In Light	Talking Heads	2016-12-05 21:48:00	Houses In Motion
Physical Graffiti	Led Zeppelin	2016-12-05 21:55:00	Houses Of The Holy
Surprise	Paul Simon	2016-12-05 21:59:00	How Can You Live In The Northeast?
Trafalgar	Bee Gees	2016-12-05 22:03:00	How Can You Mend A Broken Heart
Let's Stay Together	Al Green	2016-12-05 22:07:00	How Can You Mend A Broken Heart
Trouble	Ray Lamontagne	2016-12-05 22:14:00	How Come
Metals	Feist	2016-12-05 22:18:00	How Come You Never Go There
Tales From The Brothers Gobb	Bee Gees	2016-12-05 22:22:00	How Deep Is Your Love
Steady Pull	Jonatha Brooke	2016-12-05 22:26:00	How Deep Is Your Love?
Imagine	John Lennon	2016-12-05 22:30:00	How Do You Sleep?
Turbulent Indigo	Joni Mitchell	2016-12-05 22:35:00	How Do You Stop
Five A Side	ACE	2016-12-05 22:40:00	How Long
Room To Roam	The Waterboys	2016-12-05 22:43:00	How Long Will I Love You
Meat Is Murder	The Smiths	2016-12-05 22:47:00	How Soon Is Now
Greatest Hits	Marvin Gaye	2016-12-05 22:55:00	How Sweet It Is
New Adventures In Hi-fi	R. E. M.	2016-12-05 22:58:00	How The West Was Won And Where It Got Us
How To Save A Life	The Fray	2016-12-05 23:03:00	How To Save A Life
The House That Dirt Built	The Heavy	2016-12-05 23:07:00	How You Like Me Now?
Brothers	The Black Keys	2016-12-05 23:11:00	Howlin' For You
Crash	The Human League	2016-12-05 23:14:00	Human
Human (Single)	Rag 'N' Bone Man	2016-12-05 23:18:00	Human
Viva El Amor	The Pretenders	2016-12-05 23:25:00	Human
Debut	Bjork	2016-12-05 23:30:00	Human Behavior
Human Wheels	John Mellencamp	2016-12-05 23:34:00	Human Wheels
The River	Bruce Springsteen	2016-12-05 23:39:00	Hungry Heart
Rio	Duran Duran	2016-12-05 23:44:00	Hungry Like The Wolf
No Angel	Dido	2016-12-05 23:48:00	Hunter
Backatown	Trombone Shorty	2016-12-05 23:51:00	Hurricane Season
The Clarence Greenwood Recordings	Citizen Cope	2016-12-05 23:55:00	Hurricane Waters
