album	artist	time	track
Tell The Truth	Phil Upchurch	2016-08-06 06:01:00	Misty
Greatest Hits	Bo Diddley	2016-08-06 06:02:00	Bo Diddley
Greatest Hits	Bo Diddley	2016-08-06 06:04:00	The Story Of Bo Diddley
Greatest Hits	The Moonglows Feat. Bo Diddley	2016-08-06 06:06:00	Don't Say You Don't Love Me
Greatest Hits	The Moonglows Feat. Bo Diddley	2016-08-06 06:08:00	I'm Sorry
A Quiet Moment	Darren Curtis Skanson	2016-08-06 06:08:00	A Quiet Moment With My Guitar
Greatest Hits	Bo Diddley	2016-08-06 06:10:00	Diddley Daddy
Greatest Hits	The Moonglows	2016-08-06 06:12:00	Sincerely
Greatest Hits	The Moonglows	2016-08-06 06:14:00	Most Of All
Greatest Hits	The Moonglows	2016-08-06 06:16:00	Ten Commandments Of Love
The Complete Hits	The Browns	2016-08-06 06:16:00	The Old Lamplighter
50's Soul #1's	The Dells	2016-08-06 06:18:00	My Dreams
Greatest Hits	The Dells	2016-08-06 06:20:00	I'm Calling
Night Ride Home	Joni Mitchell	2016-08-06 06:21:00	Night Ride Home
Greatest Hits	The Dells	2016-08-06 06:22:00	Stay In My Corner
Greatest Hits	The Spaniels	2016-08-06 06:24:00	Baby It's You
Under a Woodstock Moon	David Newman	2016-08-06 06:24:00	Summertime
Greatest Hits	The Spaniels	2016-08-06 06:26:00	Heart And Soul
Greatest Hits	The Incredibles	2016-08-06 06:28:00	Heart And Soul
Water in the Ground	Catherine Maclellan	2016-08-06 06:29:00	All Those Years
45 Single	The Spaniels	2016-08-06 06:30:00	Trees
Greatest Hits	The Platters	2016-08-06 06:32:00	Trees
Greatest Hits	The Spaniels	2016-08-06 06:34:00	Oh Danny Boy
Greatest Hits	Jerry Butler	2016-08-06 06:36:00	For Your Precious Love
Summer	Summer	2016-08-06 06:37:00	Fragile
The Finest Thing	Lori Carson	2016-08-06 06:40:00	Grey World
Night Moves	Kurt Elling	2016-08-06 06:49:00	Leaving Again/In The Wee Small Hours
Elk-Lake Serenade	Hayden	2016-08-06 06:54:00	This summer
"""Night Train"""	Bill Morrissey	2016-08-06 06:59:00	Blues in The Morning
Feels Like Home	Mary Beth Cross	2016-08-06 07:04:00	The Medley
Around the Well	Iron  and WIne	2016-08-06 07:13:00	Lous As Hope
Summer Daydreams	Kevin Kern	2016-08-06 07:14:00	Summer Daydreams
Bein' Green	Donna Leonhart	2016-08-06 07:27:00	Lazy Afternoon
Paul Siebel	Paul Siebel	2016-08-06 07:31:00	Long Afternoons
Birds Say	Darlingside	2016-08-06 07:35:00	Birds Say
All My Tomorrows	Grover Washington, Jr.	2016-08-06 07:39:00	Estate (In Summer)
Nuance	Lisa Hilton	2016-08-06 07:48:00	Warm Summer Night
Riot On An Empty Street	Kings Of Convenience	2016-08-06 08:00:00	Gold In The Air Of Summer
You'll Never Get To Heaven	Bill Morrissey	2016-08-06 08:05:00	As Long As The Sun
Summertime	Josh Rouse	2016-08-06 08:09:00	Summertime
Nine Pin	Kaia Kater	2016-08-06 08:12:00	Paradise Fell
Coming Down	Anders Osborne	2016-08-06 08:16:00	Summertime In New Orleans
Language Of Love	Vanessa Rubin	2016-08-06 08:21:00	The Summer Knows
When The Haar Rolls In	James Yorkston	2016-08-06 08:28:00	Summer's Not The Same Without You
The Girl In The Other Room	Diana Krall	2016-08-06 08:34:00	Narrow Daylight
Summer Solstice	Philip Aaberg & Scott Matthews	2016-08-06 08:37:00	Th Warmth Of The Sun/Surfer Girl
Lightships	Lightships	2016-08-06 08:41:00	The Warmth Of The Sun
So Far	David Myles	2016-08-06 08:45:00	Love Again
Improvisations For Piano	John Sciullo	2016-08-06 08:49:00	A Summer Romance
Piano Music Of John Sciullo	John Sciullo	2016-08-06 08:54:00	Second Summer
The Hissing Of Summer Lawns	Joni Mitchell	2016-08-06 08:56:00	The Hissing Of Summer Lawns
Quiet Is The New Loud	Kings Of Convenience	2016-08-06 09:00:00	Summer On The Westhill
War Anthology	War	2016-08-06 09:07:00	Summer
Very	Tim Farrell	2016-08-06 09:14:00	Rain On The Roof
Best Of The Lovin' Spoonful	The Lovin' Spoonful	2016-08-06 09:20:00	Rain On The Roof
Standing Eight	Bill Morrissey	2016-08-06 09:25:00	Summer Night
As Tears Go By	Carol Noonan	2016-08-06 09:28:00	A Summer Place
Sing Me The Songs	Teddy Thompson	2016-08-06 09:31:00	Saratoga Summer Song
Did You Ever Do?	Bethlehem & Sad Patrick	2016-08-06 09:35:00	The Moment
Arrivals & Departures	The Calm Blue Sea	2016-08-06 09:39:00	Diaspora
The Best Of	Aly Bain & Phil Cunningham	2016-08-06 09:43:00	Spring The Summer Long
I, Jonathan	Jonathan Richman	2016-08-06 09:46:00	That Summer Feeling
Thanksgiving	Si Kahn	2016-08-06 09:53:00	Who's Watching The Man?
The Summer Knows	Art Farmer	2016-08-06 09:56:00	The Summer Knows
All Things Must Pass	George Harrison	2016-08-06 10:00:00	My Sweet Lord
Turnstiles	Billy Joel	2016-08-06 10:04:00	Say Goodbye To Hollywood
#1 Record	Big Star	2016-08-06 10:09:00	In The Street
The Shelters	The Shelters	2016-08-06 10:12:00	Rebel Heart
Kid A	Radiohead	2016-08-06 10:17:00	The National Anthem
Scary Monsters	David Bowie	2016-08-06 10:23:00	Fashion
Wow (Single)	Beck	2016-08-06 10:28:00	Wow
Blue Lines	Massive Attack	2016-08-06 10:32:00	Be Thankful For What You Got
Schmilco	Wilco	2016-08-06 10:38:00	If I Ever Was a Child
For Everyman	Jackson Browne	2016-08-06 10:41:00	I Thought I Was A Child
Ga Ga Ga Ga Ga	Spoon	2016-08-06 10:45:00	You Got Yr. Cherry Bomb
Breaking Down The Walls Of Heartache	Johnny Johnson and The Bandwagon	2016-08-06 10:47:00	Breaking Down The Walls Of Heartache
Stiff	White Denim	2016-08-06 10:50:00	Ha Ha Ha Ha (Yeah)
Tumbleweed Connection	Elton John	2016-08-06 10:55:00	Amoreena
Circuital	My Morning Jacket	2016-08-06 11:00:00	Holdin' On To Black Metal
Crime Of The Century	Supertramp	2016-08-06 11:04:00	Bloody Well Right
Mott	Mott The Hoople	2016-08-06 11:09:00	All The Way From Memphis
Teens Of Denial	Car Seat Headrest	2016-08-06 11:14:00	Fill In The Blank
Love & Hate	Michael Kiwanuka	2016-08-06 11:19:00	Love & Hate
What's Going On	Marvin Gaye	2016-08-06 11:26:00	Inner City Blues
Emotions and Math	Margaret Glaspy	2016-08-06 11:30:00	Emotions and Math
Book Of Dreams	Steve Miller Band	2016-08-06 11:33:00	True Fine Love
Everybody Knows This Is Nowhere	Neil Young	2016-08-06 11:35:00	Cowgirl In The Sand
Sonderlust	Kishi Bashi	2016-08-06 11:46:00	Say Yeah
Breezin'	George Benson	2016-08-06 11:51:00	Breezin'
Day Breaks	Norah Jones	2016-08-06 11:57:00	Carry On
Raising Sand	Robert Plant & Alison Krauss	2016-08-06 12:00:00	Gone, Gone, Gone (Done Moved On)
Ton-Ton Macoute	Johnny Jenkins	2016-08-06 12:04:00	I Walk On Guilded Splinters
Heart Like A Levee	Hiss Golden Messenger	2016-08-06 12:11:00	Biloxi
Nothing More To Say	The Frightnrs	2016-08-06 12:14:00	Nothing More To Say
London Calling	The Clash	2016-08-06 12:18:00	Revolution Rock
Oh, Inverted World	The Shins	2016-08-06 12:24:00	New Slang
Give Up	The Postal Service	2016-08-06 12:28:00	Such Great Heights
Moog for Love EP	Disclosure	2016-08-06 12:34:00	Feel Like I Do
I'm Still In Love With You	Al Green	2016-08-06 12:37:00	I'm Still In Love With You
I?m Alone, No You?re Not	Joseph	2016-08-06 12:41:00	White Flag
My Head Is An Animal	Of Monsters And Men	2016-08-06 12:44:00	Little Talks
Dirty Mind	Prince	2016-08-06 12:48:00	When You Were Mine
Sticky Fingers	The Rolling Stones	2016-08-06 12:53:00	Can't You Hear Me Knockin'
Pleased To Meet Me	The Replacements	2016-08-06 13:00:00	Can't Hardly Wait
Var-soul Shots Vol.2	Booker T. & The MG's	2016-08-06 13:03:00	Time Is Tight
Roots Of Reggae: Rock Steady	Bob Andy	2016-08-06 13:06:00	Games People Play
Pick Of The Litter	The Spinners	2016-08-06 13:09:00	Games People Play
Wig Out At Jagbags	Stephen Malkmus & The Jicks	2016-08-06 13:15:00	Lariat
Wake Of The Flood	Grateful Dead	2016-08-06 13:19:00	Mississippi Half-step Uptown Toodleloo
Hallelujah	Canned Heat	2016-08-06 13:24:00	Poor Moon
Loaded	The Velvet Underground	2016-08-06 13:27:00	Who Loves The Sun
Siren	Roxy Music	2016-08-06 13:31:00	Love Is The Drug
Island Life	Grace Jones	2016-08-06 13:35:00	Pull Up To The Bumper
A Sailor?s Guide To Earth	Sturgill Simpson	2016-08-06 13:41:00	All Around You
The Otis Redding Story-disc`	Otis Redding	2016-08-06 13:44:00	I've Got Dreams To Remember
Give It Back To You	The Record Company	2016-08-06 13:47:00	Rita Mae Young
Disintegration	The Cure	2016-08-06 13:53:00	Pictures Of You
Anthology	The Clean	2016-08-06 14:02:00	Tally Ho!
It's Blitz!	Yeah Yeah Yeahs	2016-08-06 14:05:00	Heads Will Roll
Moments to Remember: The Very Best of the Four Lads	The Four Lads	2016-08-06 14:09:00	Istanbul (Not Constantinople)
Nilsson Schmillson	Harry Nilsson	2016-08-06 14:14:00	Jump Into The Fire
Keep It Together	Guster	2016-08-06 14:20:00	Careful
Actually	Pet Shop Boys	2016-08-06 14:24:00	What Have I Done To Deserve This?
Death Valley EP	LP	2016-08-06 14:31:00	Lost On You
Figure 8	Elliott Smith	2016-08-06 14:35:00	Son Of Sam
The Beat Goes On	Sonny & Cher	2016-08-06 14:38:00	I Got You Babe
Dolls of Highland	Kyle Craft	2016-08-06 14:44:00	Pentecost
Ziggy Stardust	David Bowie	2016-08-06 14:48:00	Suffragette City
Mutual Friends	BOY	2016-08-06 14:51:00	Little Numbers
Band On The Run	Paul McCartney & Wings	2016-08-06 14:56:00	Let Me Roll It
Satellite Rides	Old 97's	2016-08-06 15:01:00	Designs On You
Heaven Tonight	Cheap Trick	2016-08-06 15:05:00	Heaven Tonight
Capitol Collection	Louis Prima	2016-08-06 15:11:00	Buono Sera
Between 10th And 11th	Charlatans Uk	2016-08-06 15:16:00	Weirdo
Cold Roses	Ryan Adams	2016-08-06 15:20:00	Magnolia Mountain
Green River	Creedence Clearwater Revival	2016-08-06 15:26:00	Green River
The Age Of Plastic	The Buggles	2016-08-06 15:31:00	Video Killed The Radio Star
London Calling	The Clash	2016-08-06 15:34:00	The Right Profile
Sun Giant (e.p.)	Fleet Foxes	2016-08-06 15:38:00	Mykonos
White Blood Cells	The White Stripes	2016-08-06 15:44:00	Dead Leaves And The Dirty Ground
Gravity Talks	Green On Red	2016-08-06 15:47:00	Gravity Talks
Roxy Music	Roxy Music	2016-08-06 15:50:00	If There Is Something
Alvvays	Alvvays	2016-08-06 15:58:00	Archie, Marry Me
An 1	Plastic Bertrand	2016-08-06 16:01:00	Ca Plane Pour Moi
Holy Ghost	Modern Baseball	2016-08-06 16:04:00	Wedding Singer
Strange Trails	Lord Huron	2016-08-06 16:09:00	Fool For Love
Mott	Mott The Hoople	2016-08-06 16:12:00	I Wish I Was Your Mother
Head	The Monkees	2016-08-06 16:17:00	Circle Sky
Wildewoman	Lucius	2016-08-06 16:21:00	Wildewoman
The Miseducation Of Lauryn Hill	Lauryn Hill	2016-08-06 16:25:00	Doo Wop (that Thing)
The Flying Lizards	The Flying Lizards	2016-08-06 16:29:00	Money (That's What I Want)
We Started Nothing	The Ting Tings	2016-08-06 16:34:00	That's Not My Name
Bad Music For Bad People	The Cramps	2016-08-06 16:39:00	Human Fly
Live At Leeds	The Who	2016-08-06 16:41:00	Young Man's Blues
Return To Cookie Mountain	TV On The Radio	2016-08-06 16:47:00	Wolf Like Me
In Rock	Deep Purple	2016-08-06 16:52:00	Child In Time
The Definitive Collection	The Four Tops	2016-08-06 17:02:00	Walk Away Renee
Bob Dylan	Bob Dylan	2016-08-06 17:04:00	Baby, Let Me Follow You Down
The Man Who Invented Soul	Sam Cooke	2016-08-06 17:07:00	Bring It On Home To Me
December's Children	The Rolling Stones	2016-08-06 17:10:00	I'm Free
For the Roses	Joni Mitchell	2016-08-06 17:12:00	Cold Blue Steel and Sweet Fire
45 single	Buddy Holly	2016-08-06 17:16:00	Think It Over
30 Greatest Hits	Aretha Franklin	2016-08-06 17:20:00	Save Me
Something Else	The Kinks	2016-08-06 17:23:00	Two Sisters
The Classic & Unreleased	Willie Nelson	2016-08-06 17:25:00	Healing Hands Of Time
Otis Redding Story	Otis Redding	2016-08-06 17:28:00	Chain Gang
His Band And The Street Choir	Van Morrison	2016-08-06 17:31:00	Crazy Face
Magical Mystery Tour	The Beatles	2016-08-06 17:34:00	Baby You're A Rich Man
The Ultimate	Hank Williams	2016-08-06 17:37:00	My Bucket's Got a Hole In It
The Birth Of Soul	Ray Charles	2016-08-06 17:40:00	Mary Ann
Sell Out	The Who	2016-08-06 17:43:00	Mary Anne With The Shaky Hands
The Sun Years	Johnny Cash	2016-08-06 17:45:00	Come In Stranger
Wild Honey	The Beach Boys	2016-08-06 17:47:00	Wild Honey
The Definitive Collection	Chuck Berry	2016-08-06 17:50:00	Brown Eyed Handsome Man
The RCA Years	Dolly Parton	2016-08-06 17:52:00	Jolene
Essential '60s Masters	Elvis Presley	2016-08-06 17:55:00	Just Tell Her Jim Said Hello
Jumpin' & Boppin'	"Kenny ""Blues Boss"" Wayne"	2016-08-06 18:59:00	Bankrupted Blues
Raw Sugar	JJ Thames	2016-08-06 19:04:00	I'm Leavin'
That Hot Pink Blues Album	Keb' Mo'	2016-08-06 19:07:00	The Old Me Better
One Night In America	Charlie Musselwhite	2016-08-06 19:11:00	Blues Overtook Me
Refuse To Lose	Jarekus Singleton	2016-08-06 19:15:00	Crime Scene
From The Root To The Fruit	Nick Moss	2016-08-06 19:23:00	Make Way For Me
An Introduction To Junior Wells	Junior Wells	2016-08-06 19:26:00	I Could Cry
I'm A Bluesman	Michael Burks	2016-08-06 19:29:00	I Didn't Take Your Woman
Alligator Records 45th Anniversary Collection	A. C. Reed	2016-08-06 19:35:00	She's Fine
We'll Play The Blues For You	Little Milton	2016-08-06 19:40:00	That's What Love Will Make You Do
Get It While You Can	Howard Tate	2016-08-06 19:43:00	Everyday I Have The Blues
Upset The Status Quo	Alabama Mike	2016-08-06 19:45:00	Think
I'm Gonna Tell You Something That I Know	"David ""Honeyboy"" Edwards"	2016-08-06 19:51:00	Sweet Home Chicago
Solos, Sessions, & Encores	Stevie Ray Vaughan	2016-08-06 19:59:00	Texas Flood
All For Loving You	Alexis P. Suter	2016-08-06 20:05:00	Don't Ya' Tell
One Of A Kind	Grady Champion	2016-08-06 20:09:00	Life Support
The Chicago Way	Toronzo Cannon	2016-08-06 20:15:00	Strength To Survive
American Tunes	Allen Toussaint	2016-08-06 20:21:00	Delores' Boyfriend
Alligator Records 45th Anniversary Collection	Koko Taylor	2016-08-06 20:25:00	Voodoo Woman
Don't Call No Ambulance	Selwyn Birchwood	2016-08-06 20:30:00	The River Turned Red
Cadillac Records (soundtrack album)	Little Walter	2016-08-06 20:34:00	Last Night
Right on Time	"Anthony ""Big A"" Sherrod"	2016-08-06 20:37:00	Rumblin' Stumblin'
Sweet Soul	Deb Callahan	2016-08-06 20:43:00	I Keep Things Running
Whose Muddy Shoes	Elmore James	2016-08-06 20:48:00	Talk To Me Baby
Brothers In This World	Blackburn	2016-08-06 20:50:00	Why I Sing The Blues
Live From Briggs Farm Blues Festival	"Jimmy ""Duck"" Holmes"	2016-08-06 20:56:00	I Hate To Leave You
Completely Well	B. B. King	2016-08-06 21:00:00	The Thrill Is Gone
The Beautiful Lowdown	Curtis Salgado	2016-08-06 21:05:00	Walk A Mile In My Blues
I'm Gonna Tell You Something That I Know	"David ""Honeyboy"" Edwards"	2016-08-06 21:12:00	Ride With Me Tonight
Now Or Never	AC Steel & The Galvanizers	2016-08-06 21:15:00	Too Many Guitar Slingers
Hit It Hard	Georgie Bonds	2016-08-06 21:21:00	Paid Vacation
Corey Dennison Band	Corey Dennison Band	2016-08-06 21:26:00	Getcha' Pull!
Give It Away	Mac Arnold & Plate Full O'Blues	2016-08-06 21:32:00	Train Smoke
Corrina Corrina Soundtracl	Big Joe Turner	2016-08-06 21:37:00	Corrina Corrina
Raw Sugar	JJ Thames	2016-08-06 21:41:00	Bad Man
Raising The Bar	Magic Slim & The Teardrops	2016-08-06 21:46:00	I Can't Hold Out
Boogie Wins Again	Llu?s Coloma	2016-08-06 21:50:00	Chicago Breakdown
Foot Soldier	Lightnin' Malcolm	2016-08-06 21:56:00	Hero
Ragtime Guitar's Foremost Fingerpicker	Blind Blake	2016-08-06 22:00:00	Police Dog Blues
Jumpin' & Boppin'	"Kenny ""Blues Boss"" Wayne"	2016-08-06 22:02:00	Look Out! There's A Train Coming
Wild Heart	Samantha Fish	2016-08-06 22:07:00	Jim Lee Blues, Pt. 1
Fullers Blues	Johnny Fuller & The Phillip Walker Band	2016-08-06 22:11:00	Tin Pan Alley
Don't Call No Ambulance	Selwyn Birchwood	2016-08-06 22:16:00	Tell Me Why
The Real Folk Blues	Muddy Waters	2016-08-06 22:20:00	You Can't Lose What You Never Had
I Still Do	Eric Clapton	2016-08-06 22:24:00	Cypress Grove
The Early Years: Vee-Jay Rhythm & Blues, Part Two	Priscilla Bowman	2016-08-06 22:29:00	A Spare Man
Tribute To Inspiration	McDowell Brothers	2016-08-06 22:32:00	Delta Interlude
Bring 'em In	Buddy Guy	2016-08-06 22:34:00	Now You're Gone
Refuse To Lose	Jarekus Singleton	2016-08-06 22:40:00	Hero
I'm Jimmy Reed	Jimmy Reed	2016-08-06 22:44:00	Boogie In The Dark
Truth	Guy King	2016-08-06 22:46:00	The Same Thing That Can Make You Laugh (Can Make You Cry)
Detroit Is My Home	Alberta Adams	2016-08-06 22:50:00	Just A Little Bit
Hard Times, Bad Decisions	Lisa Mann	2016-08-06 22:55:00	Hard Times, Bad Decisions
Jackpot!	Buckwheat Zydeco	2016-08-06 23:00:00	Buck's Going Downtown
Skronky Tonk	Little Charlie and Organ Grinder Swing	2016-08-06 23:07:00	Gerontology
One Of A Kind	Grady Champion	2016-08-06 23:12:00	House Party
Early In The Moanin'	The Soul Of John Black	2016-08-06 23:16:00	Early In The Moanin'
The Chicago Way	Toronzo Cannon	2016-08-06 23:21:00	Walk It Off
God Don't Never Change: The Songs of Blind Willie Johnson	Blind Boys Of Alabama	2016-08-06 23:27:00	Mother's Children Have A Hard Time
Voyage	Sugar Blue	2016-08-06 23:33:00	Mary Ann
Jumpin' & Boppin'	"Kenny ""Blues Boss"" Wayne"	2016-08-06 23:37:00	Back To Square One
Doin' The Funky Thing	"Walter ""Wolfman"" Washington"	2016-08-06 23:42:00	I'm Back
Murali Coryell Live	Murali Coryell	2016-08-06 23:48:00	Calling From Another Phone
I'm Gonna Tell You Something That I Know	"David ""Honeyboy"" Edwards"	2016-08-06 23:55:00	Catfish Blues
