album	artist	time	track
The Wall	Pink Floyd	2016-08-15 05:23:00	Another Brick In The Wall (Part 2)
Real	Lydia Loveless	2016-08-15 05:27:00	Longer
The Shelters	The Shelters	2016-08-15 05:31:00	Rebel Heart
El Corazon	Steve Earle	2016-08-15 05:34:00	Telephone Road
Heart Attack & Vine	Tom Waits	2016-08-15 05:38:00	Jersey Girl
Mighty Joe Moon	Grant Lee Buffalo	2016-08-15 05:43:00	Mockingbirds
Sermon On The Rocks	Josh Ritter	2016-08-15 05:48:00	Getting Ready To Get Down
Los Lonely Boys	Los Lonely Boys	2016-08-15 05:51:00	Heaven
Good Morning Aztlan	Los Lobos	2016-08-15 05:55:00	Hearts Of Stone
Speaking In Tongues	Talking Heads	2016-08-15 06:00:00	Girlfriend Is Better
The Getaway	Red Hot Chili Peppers	2016-08-15 06:06:00	Dark Necessities
Heart Like A Levee	Hiss Golden Messenger	2016-08-15 06:12:00	Biloxi
The Beatles	The Beatles	2016-08-15 06:15:00	Rocky Racoon
A Sailor?s Guide To Earth	Sturgill Simpson	2016-08-15 06:23:00	In Bloom
Comfort Eagle	Cake	2016-08-15 06:27:00	Short Skirt/long Jacket
Django Django	Django Django	2016-08-15 06:30:00	Default
My Woman	Angel Olsen	2016-08-15 06:33:00	Shut Up Kiss Me
The Marcus King Band	The Marcus King Band	2016-08-15 06:39:00	Ain't Nothing Wrong With That
Changes	Charles Bradley	2016-08-15 06:43:00	Changes
Magic Fire	The Stray Birds	2016-08-15 06:53:00	Shining In The Distance
Then Came The Morning	The Lone Bellow	2016-08-15 06:57:00	Take My Love
The Soft Bulletin	The Flaming Lips	2016-08-15 07:01:00	Race For The Prize
Dolls of Highland	Kyle Craft	2016-08-15 07:05:00	Eye Of A Hurricane
Stiff	White Denim	2016-08-15 07:13:00	Ha Ha Ha Ha (Yeah)
The Lamb Lies Down On Broadway	Genesis	2016-08-15 07:17:00	The Lamb Lies Down On Broadway
Nite-Funk (e.p.)	Nite-Funk	2016-08-15 07:26:00	Let Me Be Me
The Hits / The B-Sides	Prince	2016-08-15 07:30:00	I Feel For You
Wonderful World, Beautiful People	Jimmy Cliff	2016-08-15 07:33:00	Wonderful World Beautiful People
Love (e.p.)	The Lion's Paw	2016-08-15 07:37:00	Love
Signs Of Light	The Head And The Heart	2016-08-15 07:43:00	All We Ever Knew
O	Damien Rice	2016-08-15 07:47:00	Volcano
Side Pony	Lake Street Dive	2016-08-15 07:54:00	I Don't Care About You
Deguello	ZZ Top	2016-08-15 07:58:00	Cheap Sunglasses
Birds Say	Darlingside	2016-08-15 08:03:00	Go Back
Spirit	Amos Lee	2016-08-15 08:06:00	Vaporize
Sonderlust	Kishi Bashi	2016-08-15 08:11:00	Say Yeah
Choose Your Weapon	Hiatus Kaiyote	2016-08-15 08:16:00	Molasses
Sea of Noise	St. Paul & The Broken Bones	2016-08-15 08:25:00	All I Ever Wonder
Introducing Karl Blau	Karl Blau	2016-08-15 08:28:00	Fallin' Rain
A Moon Shaped Pool	Radiohead	2016-08-15 08:38:00	Decks Dark
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-15 08:45:00	I Need Never Get Old
How Do You Do	Mayer Hawthorne	2016-08-15 08:49:00	The Walk
22, A Million	Bon Iver	2016-08-15 08:57:00	22 (OVER S??N)
This Fire	Paula Cole	2016-08-15 09:01:00	Where Have All The Cowboys Gone
American Band	Drive-By Truckers	2016-08-15 09:05:00	What It Means
Schmilco	Wilco	2016-08-15 09:12:00	If I Ever Was a Child
single	Barns Courtney	2016-08-15 09:15:00	Fire
In Through The Out Door	Led Zeppelin	2016-08-15 09:18:00	All My Love
Human Performance	Parquet Courts	2016-08-15 09:26:00	Berlin Got Blurry
Soul Mining	The The	2016-08-15 09:29:00	This Is The Day
Green Thoughts	The Smithereens	2016-08-15 09:34:00	House We Used To Live In
Puberty 2	Mitski	2016-08-15 09:37:00	Your Best American Girl
We All The Light	River Whyless	2016-08-15 09:42:00	All Day All Night
Under The Table And Dreaming	Dave Matthews Band	2016-08-15 09:46:00	What Would You Say
I?m Alone, No You?re Not	Joseph	2016-08-15 09:49:00	White Flag
Wincing the Night Away	The Shins	2016-08-15 09:54:00	Phantom Limb
Tightrope Walker	Rachael Yamagata	2016-08-15 09:57:00	Over
Love Is Hell	Ryan Adams	2016-08-15 10:01:00	Wonderwall
Let Go	Nada Surf	2016-08-15 10:05:00	Blonde On Blonde
Adventures In Utopia	Utopia	2016-08-15 10:10:00	The Road To Utopia
Recovering The Satellites	Counting Crows	2016-08-15 10:14:00	Daylight Fading
Fresh Cream	Cream	2016-08-15 10:18:00	I Feel Free
Six Feet Under - Everything Ends (soundtrack)	Sia	2016-08-15 10:21:00	Breathe Me
Feeling Strangely Fine	Semisonic	2016-08-15 10:25:00	Closing Time
Mylo Xyloto	Coldplay	2016-08-15 10:29:00	Every Teardrop Is A Waterfall
Tidal	Fiona Apple	2016-08-15 10:33:00	Criminal
Wildewoman	Lucius	2016-08-15 10:39:00	Turn It Around
Heart Like A Levee	Hiss Golden Messenger	2016-08-15 10:44:00	Biloxi
Life, Death, Love And Freedom	John Mellencamp	2016-08-15 10:47:00	My Sweet Love
2	Mudcrutch	2016-08-15 10:50:00	Dreams of Flying
Why Are You Ok	Band Of Horses	2016-08-15 10:55:00	In A Drawer
The Clarence Greenwood Recordings	Citizen Cope	2016-08-15 10:59:00	Hurricane Waters
Love & Hate	Michael Kiwanuka	2016-08-15 11:04:00	Black Man In A White World
Guided Meditation	Hurry	2016-08-15 11:10:00	Fascination
Doolittle	The Pixies	2016-08-15 11:14:00	Monkey Gone To Heaven
Teens Of Denial	Car Seat Headrest	2016-08-15 11:17:00	Vincent
K 2.0	Kula Shaker	2016-08-15 11:23:00	Let Love B (With U)
Manifesto	Roxy Music	2016-08-15 11:27:00	Dance Away
Let Me Get By	Tedeschi Trucks Band	2016-08-15 11:30:00	Don't Know What It Means
Let Me Get By	Tedeschi Trucks Band	2016-08-15 11:30:00	Don't Know What It Means
"""Ghostbusters"" Soundtrack"	Elle King	2016-08-15 11:36:00	Good Girls
The Get Down - OST	Leon Bridges	2016-08-15 11:41:00	Ball Of Confusion
It's Only Rock 'n' Roll	The Rolling Stones	2016-08-15 11:45:00	Ain't Too Proud To Beg
Cloud Nine	The Temptations	2016-08-15 11:49:00	Cloud Nine
My Woman	Angel Olsen	2016-08-15 11:54:00	Shut Up Kiss Me
Relish	Joan Osborne	2016-08-15 11:57:00	Right Hand Man
Give It Back To You	The Record Company	2016-08-15 12:02:00	Off The Ground
Give the People What They Want	Sharon Jones And The Dap-Kings	2016-08-15 12:07:00	Stranger to My Happiness
Signs Of Light	The Head And The Heart	2016-08-15 12:11:00	All We Ever Knew
Woodstock (soundtrack)	Jefferson Airplane	2016-08-15 12:17:00	Volunteers
Woodstock (soundtrack)	The Who	2016-08-15 12:20:00	We're Not Gonna Take It
Woodstock (soundtrack)	Sly & The Family Stone	2016-08-15 12:24:00	Medley: Dance To The Music/Music Lover/I Want To Take You Higher
Woodstock	Ten Years After	2016-08-15 12:39:00	I'm Going Home
Woodstock (soundtrack)	Richie Havens	2016-08-15 12:49:00	Freedom
Coloring Book	Chance The Rapper	2016-08-15 12:55:00	Blessings
Let It Rain	Tracy Chapman	2016-08-15 12:58:00	You're The One
Plaza	Quilt	2016-08-15 13:02:00	Roller
Tiger Suit	K. T. Tunstall	2016-08-15 13:06:00	Fade Like A Shadow
Dolls of Highland	Kyle Craft	2016-08-15 13:09:00	Eye Of A Hurricane
Nashville Demos	Oliver John-Rodgers	2016-08-15 13:16:00	Lips on Fire
Double Fantasy	John Lennon	2016-08-15 13:21:00	I'm Losing You
We All The Light	River Whyless	2016-08-15 13:26:00	All Day All Night
When I Woke	Rusted Root	2016-08-15 13:29:00	Ecstacy
Writer's Block	Peter Bjorn And John	2016-08-15 13:34:00	Young Folks
Tired of Tomorrow	Nothing	2016-08-15 13:39:00	Vertigo Flowers
I Don't Know What To Feel	The Dove And The Wolf	2016-08-15 13:44:00	Green and Yellow
Wow (Single)	Beck	2016-08-15 13:50:00	Wow
Beyond The Bloodhounds	Adia Victoria	2016-08-15 13:55:00	Dead Eyes
Is This It	The Strokes	2016-08-15 13:57:00	Is This It?
Gravity, Suffering Love And Hate	Louie Says	2016-08-15 15:58:00	How Many Mondays
Being There	Wilco	2016-08-15 16:02:00	Monday
Introducing Karl Blau	Karl Blau	2016-08-15 16:06:00	To Love Somebody
A Sailor?s Guide To Earth	Sturgill Simpson	2016-08-15 16:12:00	In Bloom
Bryter Layter	Nick Drake	2016-08-15 16:15:00	At The Chime Of A City Clock
Heart Like A Levee	Hiss Golden Messenger	2016-08-15 16:21:00	Biloxi
Exodus	Bob Marley & The Wailers	2016-08-15 16:24:00	Three Little Birds
Workers Playtime	Billy Bragg	2016-08-15 16:26:00	She's Got A New Spell
Ferocious	Carsie Blanton	2016-08-15 16:30:00	Hot Night
Emotions and Math	Margaret Glaspy	2016-08-15 16:34:00	You & I
Catholic Boy	The Jim Carroll Band	2016-08-15 16:36:00	People Who Died
Spirit	Amos Lee	2016-08-15 16:41:00	Vaporize
Spirit	Amos Lee	2016-08-15 16:41:00	Vaporize
Broken Boy Soldiers	The Raconteurs	2016-08-15 16:45:00	Steady As She Goes
Little Seeds	Shovels & Rope	2016-08-15 16:48:00	I Know
A 1000 Times (single)	Hamilton Leithauser + Rostam	2016-08-15 16:53:00	A 1000 Times
Sound Affects	The Jam	2016-08-15 16:57:00	Start!
Wichita Lineman	Glen Campbell	2016-08-15 17:12:00	Wichita Lineman
By The Time I Get To Phoenix	Glen Campbell	2016-08-15 17:15:00	By The Time I Get To Phoenix
Brooklyn Bridge	Brooklyn Bridge	2016-08-15 17:18:00	The Worst That Could Happen
Up, Up, And Away	The Fifth Dimension	2016-08-15 17:21:00	Up, Up And Away
Live And More	Donna Summer	2016-08-15 17:23:00	MacArthur Park
Give It Back To You	The Record Company	2016-08-15 17:30:00	Rita Mae Young
Beatlemania - Volume 2/mojo Magazine	Wilson Pickett	2016-08-15 17:35:00	Hey Jude
Live In Philadelphia '70	The Doors	2016-08-15 17:39:00	Break On Through
Gentlemen	The Afghan Whigs	2016-08-15 17:44:00	Gentleman
2	Mudcrutch	2016-08-15 17:48:00	Dreams of Flying
Day Breaks	Norah Jones	2016-08-15 17:54:00	Carry On
Kiko	Los Lobos	2016-08-15 17:57:00	Reva's House
Leisure	Blur	2016-08-15 18:00:00	There's No Other Way
"""Ghostbusters"" Soundtrack"	Elle King	2016-08-15 18:03:00	Good Girls
Mott	Mott The Hoople	2016-08-15 18:08:00	All The Way From Memphis
You're Never Alone With A Schizophrenic	Ian Hunter	2016-08-15 18:13:00	Just Another Night
Under Open Skies	Luther Grovesnor	2016-08-15 18:19:00	Ride On
Bad Company	Bad Company	2016-08-15 18:25:00	Ready For Love
British Lions	British Lions	2016-08-15 18:30:00	One More Chance To Run
Nite-Funk (e.p.)	Nite-Funk	2016-08-15 18:35:00	Let Me Be Me
Nite-Funk (e.p.)	Nite-Funk	2016-08-15 18:35:00	Let Me Be Me
New Wave Hits	Animotion	2016-08-15 18:40:00	Obsession
III	Sheer Mag	2016-08-15 18:45:00	Can't Stop Fighting
Rocket To Russia	The Ramones	2016-08-15 18:49:00	Sheena Is A Punk Rocker
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-15 18:52:00	I Need Never Get Old
Rites of Passage	Indigo Girls	2016-08-15 18:56:00	Joking
The Hero In You	Ellis Paul	2016-08-15 19:03:00	Woody Guthrie, Working Man
Go Waggaloo	Sarah Lee Guthrie & Family	2016-08-15 19:07:00	Go Waggaloo
This Land Is Your Land	Woody Guthrie & Arlo Guthrie	2016-08-15 19:10:00	This Land Is Your Land
Little Seed	Elizabeth Mitchell	2016-08-15 19:13:00	This Land Is Your Land
Extractum Victoris	The Boogers	2016-08-15 19:17:00	This Land Is Your Land
The Remains of Tom Lehrer	Tom Lehrer	2016-08-15 19:22:00	The Folk Song Army
Folk 101	The Kingston Trio	2016-08-15 19:24:00	MTA
The Best Of The Smothers Brothers	The Smothers Brothers	2016-08-15 19:26:00	Chocolate
Beau Woes	Christine Lavin	2016-08-15 19:29:00	Amoeba Hop
Air Guitar	Cathy Fink & Marcy Marxer	2016-08-15 19:33:00	One Glass of Water
Good Times & Bedtimes	Si Kahn	2016-08-15 19:35:00	You Gotta Have a Peanut Butter Song
Mountain Side	Annie Patterson	2016-08-15 19:37:00	Aragon Mill
Mercy	John Flynn	2016-08-15 19:41:00	I Need You
A Manatee Sneezed On Me	John Flynn	2016-08-15 19:44:00	A Manatee Sneezed On Me
Remembering Mary Travers	Peter Paul & Mary	2016-08-15 19:48:00	If I Had a Hammer
Mi Viaje	Sonia de los Santos & Dan Zanes	2016-08-15 19:50:00	El Martillo (If I had a hammer)
Song And Play Time	Pete Seeger	2016-08-15 19:53:00	Bob-A-Needle
Little Johnny Brown	Ella Jenkins	2016-08-15 19:54:00	Miss Mary Mack
Golden Age	Chris Staples	2016-08-15 20:00:00	Golden Age
Girard Freeloader	Norwegian Arms	2016-08-15 20:03:00	How We Move
Never Going Home EP	Hazel English	2016-08-15 20:09:00	Never Going Home
Heads Up	Warpaint	2016-08-15 20:13:00	New Song
22, A Million	Bon Iver	2016-08-15 20:19:00	22 (OVER S??N)
Nowhere Now	Waterstrider	2016-08-15 20:22:00	New Sun
Friends (Single)	Francis and the Lights	2016-08-15 20:26:00	Friends
Eyes Like Diamonds - EP	Blade of Grass	2016-08-15 20:31:00	Light In My Eyes
Eyes Like Diamonds - EP	Blade of Grass	2016-08-15 20:35:00	Skydream
The Electric Pinecones	Southern Culture On The Skids	2016-08-15 20:39:00	Freak Flag
Something To Ruin	Ages and Ages	2016-08-15 20:42:00	They Want More
Phase Zero	Morgan Delt	2016-08-15 20:47:00	Some Sunsick Day
Jack White Acoustic Recordings 1998-2016	The White Stripes	2016-08-15 20:52:00	City Lights
22 Knots	Ethan Burns	2016-08-15 20:57:00	22 Knots
Shine A Light: Field Recordings From The Great American Railroad	Billy Bragg & Joe Henry	2016-08-15 21:01:00	The Midnight Special
And Then Like Lions	Blind Pilot	2016-08-15 21:04:00	Packed Powder
The Get Down - OST	Leon Bridges	2016-08-15 21:09:00	Ball Of Confusion
The Get Down - OST	Janelle Monae	2016-08-15 21:14:00	Hum Along And Dance (Gotta Get Down)
Nite-Funk (e.p.)	Nite-Funk	2016-08-15 21:18:00	Let Me Be Me
Building a Beginning	Jamie Lidell	2016-08-15 21:22:00	Walk Right Back
(single)	Shark Tape	2016-08-15 21:26:00	All Damned Night
Babies Never Die	Honeyblood	2016-08-15 21:29:00	Ready For The Magic
single	The Menzingers	2016-08-15 21:32:00	Lookers
single	The Menzingers	2016-08-15 21:32:00	Lookers
High Bias	Purling Hiss	2016-08-15 21:36:00	Fever
Run It Right Into The Wall	Massy Ferguson	2016-08-15 21:40:00	Dogbone
Morning Report	The Arkells	2016-08-15 21:44:00	Drake's Dad
Folk Hop N' Roll	Judah & The Lion	2016-08-15 21:48:00	Take It All Back
American Band	Drive-By Truckers	2016-08-15 21:53:00	What It Means
Duet For Guitars #2	M. Ward	2016-08-15 22:58:00	Duet For Guitars #2
