album	artist	time	track
Goats Head Soup	The Rolling Stones	2016-08-31 09:19:00	Doo Doo Doo Doo Doo (Heartbreaker)
Man Machine Poem	The Tragically Hip	2016-08-31 09:23:00	In A World Possessed By The Human Mind
Post Pop Depression	Iggy Pop	2016-08-31 09:27:00	Gardenia
Give Up	The Postal Service	2016-08-31 09:31:00	Brand New Colony
Sonderlust	Kishi Bashi	2016-08-31 09:35:00	Say Yeah
Heart Like A Levee	Hiss Golden Messenger	2016-08-31 09:41:00	Biloxi
Harbinger	Paula Cole	2016-08-31 09:43:00	I Am So Ordinary
Wanted on Voyage	George Ezra	2016-08-31 09:48:00	Blame It On Me
Tightrope Walker	Rachael Yamagata	2016-08-31 09:52:00	Over
October	U2	2016-08-31 09:55:00	Gloria
Arthur	The Kinks	2016-08-31 10:00:00	Victoria
Rest	Commonwealth Choir	2016-08-31 10:03:00	Rest
Led Zeppelin II	Led Zeppelin	2016-08-31 10:06:00	Ramble On
Seventh Sojourn	The Moody Blues	2016-08-31 10:10:00	Lost In A Lost World
Sweet Dreams (Are Made Of This)	Eurythmics	2016-08-31 10:15:00	Sweet Dreams (Are Made Of This)
The Hurt & The Merciless	The Heavy	2016-08-31 10:19:00	Since You Been Gone
Come On In	R. L. Burnside	2016-08-31 10:22:00	Let My Baby Ride
Live at Red Rocks with the Colorado Symphony	Amos Lee	2016-08-31 10:25:00	Street Corner Preacher (live)
Live at Red Rocks with the Colorado Symphony	Amos Lee	2016-08-31 10:25:00	Street Corner Preacher (live)
Var-sweet Soul Music	Soul Brothers Six	2016-08-31 10:29:00	Some Kind Of Wonderful
case/lang/veirs	case/lang/veirs	2016-08-31 10:31:00	Atomic Number
My Woman	Angel Olsen	2016-08-31 10:37:00	Shut Up Kiss Me
Show Your Bones	Yeah Yeah Yeahs	2016-08-31 10:41:00	Gold Lion
Rush In Slowly EP	Matt McAndrew	2016-08-31 10:44:00	Carried Away
The Hope Six Demolition Project	PJ Harvey	2016-08-31 10:47:00	The Wheel
Day Breaks	Norah Jones	2016-08-31 10:52:00	Carry On
Graceland	Paul Simon	2016-08-31 10:54:00	Graceland
Neptune City	Nicole Atkins	2016-08-31 10:59:00	Maybe Tonight
Songs In The Key of Life	Stevie Wonder	2016-08-31 11:02:00	I Wish
Puberty 2	Mitski	2016-08-31 11:07:00	Your Best American Girl
Puberty 2	Mitski	2016-08-31 11:07:00	Your Best American Girl
Brand New Day	Sting	2016-08-31 11:10:00	Big Lie Small World
A Hard Day's Night	The Beatles	2016-08-31 11:16:00	Tell Me Why
2	Mudcrutch	2016-08-31 11:18:00	Dreams of Flying
(single)	Eric Bazilian	2016-08-31 11:23:00	Benedictus (2)
Love & Hate	Michael Kiwanuka	2016-08-31 11:27:00	One More Night
Play	Moby	2016-08-31 11:36:00	Natural Blues
A Trick Of The Tail	Genesis	2016-08-31 11:40:00	A Trick Of The Tail
I?m Alone, No You?re Not	Joseph	2016-08-31 11:45:00	White Flag
Old Crow Medicine Show	Old Crow Medicine Show	2016-08-31 11:48:00	Wagon Wheel
Light Upon The Lake	Whitney	2016-08-31 11:53:00	No Matter Where We Go
The Mirror Conspiracy	Thievery Corporation	2016-08-31 11:56:00	Lebanese Blonde
Good Vibrations - Disc 2	The Beach Boys	2016-08-31 12:00:00	Good Vibrations
People Gonna Talk	James Hunter	2016-08-31 12:04:00	Don't Come Back
The Marcus King Band	The Marcus King Band	2016-08-31 12:07:00	Ain't Nothing Wrong With That
Everyone Deserves Music	Michael Franti & Spearhead	2016-08-31 12:12:00	Everyone Deserves Music
Buddha And The Chocolate Box	Cat Stevens	2016-08-31 12:16:00	Music
Safe In Sound	Jim Boggia	2016-08-31 12:20:00	Shine
Mercy	John Flynn	2016-08-31 12:25:00	I Need You
Honeysuckle Rose	Willie Nelson	2016-08-31 12:36:00	On The Road Again
Hobo's Lullaby	Arlo Guthrie	2016-08-31 12:38:00	City Of New Orleans
Revolver	The Beatles	2016-08-31 12:43:00	Yellow Submarine
Dig In Deep	Bonnie Raitt	2016-08-31 12:48:00	Gypsy In Me
Express	Love And Rockets	2016-08-31 12:52:00	Ball Of Confusion
The Getaway	Red Hot Chili Peppers	2016-08-31 12:56:00	Dark Necessities
Everybody Else Is Doing It, So Why Can't We?	The Cranberries	2016-08-31 13:01:00	Linger
Magic Fire	The Stray Birds	2016-08-31 13:06:00	Shining In The Distance
We're All Gonna Die	Dawes	2016-08-31 13:10:00	When the Tequila Runs Out
Paging Mr. Proust	The Jayhawks	2016-08-31 13:15:00	Quiet Corners and Empty Spaces
Give It Back To You	The Record Company	2016-08-31 13:20:00	Rita Mae Young
We Started Nothing	The Ting Tings	2016-08-31 13:24:00	Shut Up And Let Me Go
Feedback	Jurassic 5	2016-08-31 13:27:00	Work It Out
Mercy	John Flynn	2016-08-31 13:33:00	Soul
A Foreign Sound	Caetano Veloso	2016-08-31 13:36:00	Come As You Are
57th & 9th	Sting	2016-08-31 13:41:00	I Can't Stop Thinking About You
Young Americans	David Bowie	2016-08-31 13:45:00	Fame
Beyond The Bloodhounds	Adia Victoria	2016-08-31 13:50:00	Dead Eyes
Warchild	Jethro Tull	2016-08-31 13:53:00	Skating Away On The Thin Ice Of The New Day
Unclassified	Robert Randolph & The Family Band	2016-08-31 13:56:00	Soul Refreshing
Super Hits of the 70's, Vol. 10	Hurricane Smith	2016-08-31 15:56:00	Oh, Babe, What Would You Say?
Discipline	King Crimson	2016-08-31 16:00:00	Frame By Frame
Real	Lydia Loveless	2016-08-31 16:06:00	Longer
Teens Of Denial	Car Seat Headrest	2016-08-31 16:14:00	Drunk Drivers/Killer Whales
Tormato	Yes	2016-08-31 16:20:00	Don't Kill The Whale
Dolls of Highland	Kyle Craft	2016-08-31 16:24:00	Eye Of A Hurricane
A New World Record	Electric Light Orchestra	2016-08-31 16:28:00	So Fine
The Optimist	Eric Bazilian	2016-08-31 16:41:00	Driving In England
Blue Mountain	Bob Weir	2016-08-31 16:46:00	Only A River
The Harder They Come	Jimmy Cliff	2016-08-31 16:52:00	Many Rivers To Cross
Nothing More To Say	The Frightnrs	2016-08-31 16:56:00	Nothing More To Say
On The Beach	Neil Young	2016-08-31 17:02:00	Walk On
Some Girls	The Rolling Stones	2016-08-31 17:04:00	Before They Make Me Run
Spin The World	Royal Crescent Mob	2016-08-31 17:08:00	Walkin' Down The Street
Gossamer	Passion Pit	2016-08-31 17:11:00	Take A Walk
Staring At The Sea: The Singles 1979-1985	The Cure	2016-08-31 17:14:00	The Walk
Sunlit Youth	Local Natives	2016-08-31 17:21:00	Fountain of Youth
The Original Soundtrack	10cc	2016-08-31 17:25:00	I'm Not In Love
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-31 17:31:00	I Need Never Get Old
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-31 17:31:00	I Need Never Get Old
How Big How Blue How Beautiful	Florence And The Machine	2016-08-31 17:35:00	Ship to Wreck
(single)	Shark Tape	2016-08-31 17:39:00	All Damn Night
Emotions and Math	Margaret Glaspy	2016-08-31 17:44:00	You & I
Cornelius Brothers & Sister Rose	Cornelious Brothers & Sister Rose	2016-08-31 17:47:00	Treat Her Like A Lady
Schmilco	Wilco	2016-08-31 17:49:00	If I Ever Was a Child
Away	Okkervil River	2016-08-31 17:54:00	The Industry
The Beatles	The Beatles	2016-08-31 17:58:00	Why Don't We Do It In The Road?
Real Animal	Alejandro Escovedo	2016-08-31 18:00:00	Sister Lost Soul
Spirit	Amos Lee	2016-08-31 18:04:00	Running Out Of Time
Kaleidoscope	Siouxsie & The Banshees	2016-08-31 18:09:00	Christine
Over-Nite Sensation	Frank Zappa	2016-08-31 18:12:00	Montana
The Long Run	The Eagles	2016-08-31 18:19:00	I Can't Tell You Why
Frampton Comes Alive	Peter Frampton	2016-08-31 18:23:00	I Wanna Go To The Sun
The Shelters	The Shelters	2016-08-31 18:32:00	Rebel Heart
Fruit	The Asteroids Galaxy Tour	2016-08-31 18:36:00	Around The Bend
The Marcus King Band	The Marcus King Band	2016-08-31 18:40:00	Ain't Nothing Wrong With That
Joe Cocker	Joe Cocker	2016-08-31 18:43:00	She Came In Through The Bathroom Window
Love & Hate	Michael Kiwanuka	2016-08-31 18:46:00	One More Night
Human Performance	Parquet Courts	2016-08-31 18:50:00	Berlin Got Blurry
My Ever Changing Moods	The Style Council	2016-08-31 18:54:00	My Ever Changing Moods
The Perfect Quirk	Secret Agent 23: Skidoo	2016-08-31 19:03:00	Imaginary Friend
Infinity Plus One	Secret Agent 23: Skidoo	2016-08-31 19:14:00	My First Multiverse
Infinity Plus One	Secret Agent 23: Skidoo	2016-08-31 19:22:00	Secret Superhero
Infinity Plus One	Secret Agent 23: Skidoo	2016-08-31 19:27:00	Young Soul
Infinity Plus One	Secret Agent 23: Skidoo	2016-08-31 19:43:00	Tastes Like Space
Infinity Plus One	Secret Agent 23: Skidoo	2016-08-31 19:54:00	Smardi Gras
Middle Of Nowhere	Elska	2016-08-31 19:57:00	Arctic Fox
Introducing Karl Blau	Karl Blau	2016-08-31 20:00:00	Fallin' Rain
Till The Sun Turns Black	Ray Lamontagne	2016-08-31 20:09:00	You Can Bring Me Flowers
Heart Like A Levee	Hiss Golden Messenger	2016-08-31 20:13:00	Biloxi
57th & 9th	Sting	2016-08-31 20:20:00	I Can't Stop Thinking About You
Picaresque	The Decemberists	2016-08-31 20:23:00	The Engine Driver
Nite-Funk (e.p.)	Nite-Funk	2016-08-31 20:28:00	Let Me Be Me
Down Two Then Left	Boz Scaggs	2016-08-31 20:32:00	Hard Times
Trust	Elvis Costello	2016-08-31 20:37:00	Clubland
We're All Gonna Die	Dawes	2016-08-31 20:40:00	When the Tequila Runs Out
So Ferocious	Carsie Blanton	2016-08-31 20:46:00	Ravenous
Girlfriend	Matthew Sweet	2016-08-31 20:49:00	Looking At The Sun
Tightrope Walker	Rachael Yamagata	2016-08-31 20:54:00	Over
Ga Ga Ga Ga Ga	Spoon	2016-08-31 20:58:00	Don't You Evah
Up From Below	Edward Sharpe & The Magnetic Zeros	2016-08-31 21:01:00	40 Day Dream
Out Of The Cradle	Lindsey Buckingham	2016-08-31 21:05:00	Countdown
Light Upon The Lake	Whitney	2016-08-31 21:08:00	No Matter Where We Go
Coloring Book	Chance The Rapper	2016-08-31 21:12:00	Blessings
Remain In Light	Talking Heads	2016-08-31 21:16:00	Born Under Punches (the Heat Goes On)
Teens Of Denial	Car Seat Headrest	2016-08-31 21:21:00	Drunk Drivers/Killer Whales
Brothers	The Black Keys	2016-08-31 21:32:00	Everlasting Light
I Had A Dream That You Were Mine	Hamilton Leithauser + Rostam	2016-08-31 21:35:00	A 1000 Times
After The Party	The Menzingers	2016-08-31 21:40:00	Lookers
Born To Die	Lana Del Rey	2016-08-31 21:44:00	Video Games
Little Seeds	Shovels & Rope	2016-08-31 21:47:00	I Know
Blue Mountain	Bob Weir	2016-08-31 21:52:00	Only A River
Sailin' Shoes	Little Feat	2016-08-31 21:57:00	Willin'
Blow By Blow	Jeff Beck	2016-08-31 22:57:00	She's A Woman
