album	artist	time	track
Budos Band EP	The Budos Band	2016-08-31 00:58:00	The Proposition
20 Explosive Dynamic Super Smash Hit Explosions!	Spies Who Surf	2016-08-31 02:57:00	Hocus Pocus
Human Performance	Parquet Courts	2016-08-31 03:00:00	Berlin Got Blurry
Elvis Presley	Elvis Presley	2016-08-31 03:03:00	Blue Suede Shoes
Saturation	Urge Overkill	2016-08-31 03:05:00	Positive Bleeding
Spirit	Amos Lee	2016-08-31 03:09:00	Running Out Of Time
Sleeps With Angels	Neil Young	2016-08-31 03:12:00	Prime Of Life
The Unauthorized Biography Of Reinhold Messner	Ben Folds Five	2016-08-31 03:16:00	Army
Free Like We Want 2 B	Ziggy Marley	2016-08-31 03:19:00	Free Like We Want 2 B
Stunt	Barenaked Ladies	2016-08-31 03:24:00	It's All Been Done
Parklife	Blur	2016-08-31 03:27:00	Girls And Boys
G I R L	Pharrell Williams	2016-08-31 03:32:00	Happy
The Iguanas	The Iguanas	2016-08-31 03:35:00	Late At Night
Plantation Lullabies	Me'shell Ndegeocello	2016-08-31 03:41:00	I'm Diggin' You (Like An Old Soul Record)
The Healing Game	Van Morrison	2016-08-31 03:45:00	Rough God Goes Riding
Pictures At Eleven	Robert Plant	2016-08-31 03:51:00	Burning Down One Side
Plaza	Quilt	2016-08-31 03:55:00	Roller
Schmilco	Wilco	2016-08-31 04:00:00	If I Ever Was a Child
Sneakin' Sally Through The Alley	Robert Palmer	2016-08-31 04:03:00	Sneakin' Sally Through The Alley
(single)	The Who	2016-08-31 04:07:00	Anyway Anyhow Anywhere
Baby, Now That I've Found You	The Foundations	2016-08-31 04:10:00	Baby, Now That I've Found You
Teens Of Denial	Car Seat Headrest	2016-08-31 04:12:00	Drunk Drivers/Killer Whales
Nowhere Now	Waterstrider	2016-08-31 04:19:00	New Sun
Magic Fire	The Stray Birds	2016-08-31 04:22:00	Shining In The Distance
Heart Like A Levee	Hiss Golden Messenger	2016-08-31 04:26:00	Biloxi
Countdown To Ecstasy	Steely Dan	2016-08-31 04:29:00	Bodhisattva
I?m Alone, No You?re Not	Joseph	2016-08-31 04:34:00	White Flag
Changes	Charles Bradley	2016-08-31 04:37:00	Changes
Big Noise	Young-Holt Unlimited	2016-08-31 04:43:00	Wack Wack
Light Upon The Lake	Whitney	2016-08-31 04:46:00	No Matter Where We Go
Sunlit Youth	Local Natives	2016-08-31 04:48:00	Fountain of Youth
Merriweather Post Pavilion	Animal Collective	2016-08-31 04:52:00	Summertime Clothes
Side Pony	Lake Street Dive	2016-08-31 04:56:00	Call Off Your Dogs
Contra	Vampire Weekend	2016-08-31 05:00:00	Horchata
K 2.0	Kula Shaker	2016-08-31 05:03:00	Let Love B (With U)
South Of I-10	Sonny Landreth	2016-08-31 05:07:00	Congo Square
Willy And The Poor Boys	Creedence Clearwater Revival	2016-08-31 05:13:00	Midnight Special
Rush In Slowly EP	Matt McAndrew	2016-08-31 05:17:00	Carried Away
Wolfgang Amadeus Phoenix	Phoenix	2016-08-31 05:20:00	1901
Writer's Block	Peter Bjorn And John	2016-08-31 05:23:00	Amsterdam
The Getaway	Red Hot Chili Peppers	2016-08-31 05:27:00	Go Robot
Dolls of Highland	Kyle Craft	2016-08-31 05:31:00	Eye Of A Hurricane
Skin	Peter Himmelman	2016-08-31 05:36:00	With You
Todd	Todd Rundgren	2016-08-31 05:39:00	A Dream Goes On Forever
Cassadaga	Bright Eyes	2016-08-31 05:41:00	Four Winds
The Weight Is A Gift	Nada Surf	2016-08-31 05:45:00	Always Love
Especially For You	The Smithereens	2016-08-31 05:49:00	Blood & Roses
Little Seeds	Shovels & Rope	2016-08-31 05:53:00	I Know
True Sadness	The Avett Brothers	2016-08-31 05:56:00	Ain't No Man
Stranger Than Fiction (soundtrack)	Spoon	2016-08-31 06:00:00	The Book I Write
single	Barns Courtney	2016-08-31 06:02:00	Fire
"""Ghostbusters"" Soundtrack"	Elle King	2016-08-31 06:05:00	Good Girls
Emotions and Math	Margaret Glaspy	2016-08-31 06:10:00	You & I
The Velvet Underground	The Velvet Underground	2016-08-31 06:13:00	What Goes On
Blue Mountain	Bob Weir	2016-08-31 06:21:00	Only A River
Terrapin Station	Grateful Dead	2016-08-31 06:26:00	Samson & Delilah
Songs	Regina Spektor	2016-08-31 06:30:00	Samson
St. Elsewhere	Gnarls Barkley	2016-08-31 06:34:00	Crazy
22, A Million	Bon Iver	2016-08-31 06:37:00	22 (OVER S??N)
We're All Gonna Die	Dawes	2016-08-31 06:42:00	When the Tequila Runs Out
Argybargy	Squeeze	2016-08-31 06:47:00	Another Nail In My Heart
Trouble	Ray Lamontagne	2016-08-31 06:55:00	Shelter
The Waterboys	The Waterboys	2016-08-31 07:00:00	A Girl Called Johnny
American Band	Drive-By Truckers	2016-08-31 07:04:00	What It Means
Signs Of Light	The Head And The Heart	2016-08-31 07:12:00	All We Ever Knew
Cleopatra	The Lumineers	2016-08-31 07:16:00	Ophelia
One For The Birds (e.p.)	American Dinosaur	2016-08-31 07:21:00	Sweepstakes
Why Are You Ok	Band Of Horses	2016-08-31 07:25:00	Casual Party
End Of Love	Clem Snide	2016-08-31 07:28:00	Fill Me With Your Light
Texas Flood	Stevie Ray Vaughan	2016-08-31 07:33:00	Love Struck Baby
Robert Ellis	Robert Ellis	2016-08-31 07:35:00	California
Return To Love	LVL UP	2016-08-31 07:42:00	Pain
Sound Affects	The Jam	2016-08-31 07:47:00	Start!
Love & Hate	Michael Kiwanuka	2016-08-31 07:52:00	Black Man In A White World
Enlightenment	Van Morrison	2016-08-31 07:56:00	Real Real Gone
Astral Weeks	Van Morrison	2016-08-31 08:00:00	Sweet Thing
Spirit	Amos Lee	2016-08-31 08:04:00	Lost Child
A Sailor?s Guide To Earth	Sturgill Simpson	2016-08-31 08:10:00	Brace For Impact
I'm With Stupid	Aimee Mann	2016-08-31 08:15:00	Choice In The Matter
Grace	Jeff Buckley	2016-08-31 08:24:00	Hallelujah
There Is	The Dells	2016-08-31 08:31:00	There Is
Sea of Noise	St. Paul & The Broken Bones	2016-08-31 08:34:00	All I Ever Wonder
We All The Light	River Whyless	2016-08-31 08:40:00	All Day All Night
Strong Persuader	Robert Cray	2016-08-31 08:44:00	Smoking Gun
Schmilco	Wilco	2016-08-31 08:51:00	Someone To Lose
Mystery To Me	Fleetwood Mac	2016-08-31 08:54:00	Hypnotized
Takk...	Sigur Ros	2016-08-31 09:00:00	Hopp?polla
A Moon Shaped Pool	Radiohead	2016-08-31 09:04:00	Decks Dark
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-31 09:11:00	I Need Never Get Old
Dame Fortune	RJD2	2016-08-31 09:15:00	Peace of What
