album	artist	time	track
Natalie Prass	Natalie Prass	2016-08-01 03:54:00	Bird Of Prey
Stranger To Stranger	Paul Simon	2016-08-01 03:59:00	Wristband
Sunrise Over Sea	John Butler Trio	2016-08-01 04:02:00	Zebra
Born In The USA	Bruce Springsteen	2016-08-01 04:06:00	Dancing In The Dark
The River (Single)	Son Little	2016-08-01 04:10:00	The River
Lullaby and... The Ceaseless Roar	Robert Plant	2016-08-01 04:13:00	Rainbow
Are You Serious	Andrew Bird	2016-08-01 04:17:00	Capsized
Carney	Leon Russell	2016-08-01 04:21:00	Me & Baby Jane
Steady Pull	Jonatha Brooke	2016-08-01 04:25:00	How Deep Is Your Love?
Transmissions From The Satellite Heart	The Flaming Lips	2016-08-01 04:29:00	She Don't Use Jelly
Four	Blues Traveler	2016-08-01 04:32:00	Run Around
Light Upon The Lake	Whitney	2016-08-01 04:37:00	No Matter Where We Go
Bring The Family	John Hiatt	2016-08-01 04:39:00	Have A Little Faith In Me
Natural High	Bloodstone	2016-08-01 04:43:00	Natural High
Introducing Karl Blau	Karl Blau	2016-08-01 04:47:00	To Love Somebody
Reflections	Jerry Garcia	2016-08-01 04:50:00	Tore Up Over You
Fables Of The Reconstruction	R.E.M.	2016-08-01 04:55:00	Feeling Gravity's Pull
25	Adele	2016-08-01 05:00:00	Hello
Black Eyed Man	Cowboy Junkies	2016-08-01 05:05:00	Oregon Hill
Trilogy	Emerson Lake & Palmer	2016-08-01 05:09:00	From The Beginning
Give It Back To You	The Record Company	2016-08-01 05:14:00	Rita Mae Young
El Camino	The Black Keys	2016-08-01 05:18:00	Lonely Boy
The Blasters	The Blasters	2016-08-01 05:21:00	Marie Marie
A Hard Day's Night	The Beatles	2016-08-01 05:23:00	If I Fell
We Were Wild	Esm? Patterson	2016-08-01 05:25:00	Find It
Real	Lydia Loveless	2016-08-01 05:29:00	Longer
Tres Hombres	ZZ Top	2016-08-01 05:32:00	Jesus Just Left Chicago
Marigolden	Field Report	2016-08-01 05:36:00	Home (Leave The Lights On)
Sermon On The Rocks	Josh Ritter	2016-08-01 05:39:00	Getting Ready To Get Down
Relish	Joan Osborne	2016-08-01 05:43:00	One Of Us
Ceremonials	Florence And The Machine	2016-08-01 05:48:00	Shake It Out
Morning Report	The Arkells	2016-08-01 05:53:00	Private School
Signs Of Light	The Head And The Heart	2016-08-01 05:56:00	All We Ever Knew
Parachutes	Coldplay	2016-08-01 06:00:00	Trouble
Vaporize (Single)	Amos Lee	2016-08-01 06:04:00	Vaporize
Little Seeds	Shovels & Rope	2016-08-01 06:10:00	I Know
Black Sea	XTC	2016-08-01 06:13:00	Towers Of London
We All The Light	River Whyless	2016-08-01 06:21:00	All Day All Night
Screamadelica	Primal Scream	2016-08-01 06:25:00	Movin' On Up
Reflektor	Arcade Fire	2016-08-01 06:28:00	Reflektor
Puberty 2	Mitski	2016-08-01 06:36:00	Your Best American Girl
case/lang/veirs	case/lang/veirs	2016-08-01 06:41:00	Best Kept Secret
The Weight Is A Gift	Nada Surf	2016-08-01 06:44:00	Always Love
Tired of Tomorrow	Nothing	2016-08-01 06:51:00	Vertigo Flowers
Side Pony	Lake Street Dive	2016-08-01 06:55:00	Close to Me
The Essential Taj Mahal	Taj Mahal	2016-08-01 06:59:00	Satisfied 'n Tickled Too
A Sailor?s Guide To Earth	Sturgill Simpson	2016-08-01 07:04:00	In Bloom
The Shelters	The Shelters	2016-08-01 07:10:00	Rebel Heart
single	Barns Courtney	2016-08-01 07:14:00	Fire
Sonderlust	Kishi Bashi	2016-08-01 07:20:00	Say Yeah
Vampire Weekend	Vampire Weekend	2016-08-01 07:25:00	Mansard Roof
My One And Only Thrill	Melody Gardot	2016-08-01 07:27:00	Your Heart Is As Black As Night
Giant Steps	John Coltrane	2016-08-01 07:30:00	Giant Steps
Act One	Marian Hill	2016-08-01 07:34:00	I Want You
Sea of Noise	St. Paul & The Broken Bones	2016-08-01 07:40:00	All I Ever Wonder
The Legend of Tarzan: Original Motion Picture Soundtrack	Hozier	2016-08-01 07:43:00	Better Love
As I Call You Down	Fistful Of Mercy	2016-08-01 07:50:00	Father's Son
Terrapin Station	Grateful Dead	2016-08-01 07:54:00	Estimated Prophet
August And Everything After	Counting Crows	2016-08-01 08:01:00	Round Here
Schmilco	Wilco	2016-08-01 08:06:00	If I Ever Was a Child
Changes	Charles Bradley	2016-08-01 08:11:00	Ain't It A Sin
Fumbling Towards Ecstasy	Sarah McLachlan	2016-08-01 08:16:00	Possession
Workingman's Dead	Grateful Dead	2016-08-01 08:25:00	Casey Jones
Garcia	Jerry Garcia	2016-08-01 08:29:00	The Wheel
Dick's Picks, Vol. 31, 2004 : Philadelphia & Jersey City, 8/4-6/74	Grateful Dead	2016-08-01 08:33:00	Me & Bobby McGee
The Marcus King Band	The Marcus King Band	2016-08-01 08:41:00	Ain't Nothing Wrong With That
Traveller	Chris Stapleton	2016-08-01 08:45:00	Tennessee Whiskey
THE FAMILY	Joseph Arthur	2016-08-01 08:53:00	You Keep Hanging On
Come Away With Me	Norah Jones	2016-08-01 08:56:00	Don't Know Why
Pure Soul Power	King Floyd	2016-08-01 09:00:00	Groove Me
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-01 09:03:00	I Need Never Get Old
Emotions and Math	Margaret Glaspy	2016-08-01 09:08:00	You & I
Come Around Sundown	Kings Of Leon	2016-08-01 09:11:00	Radioactive
Bad Reputation	Joan Jett	2016-08-01 09:14:00	Do You Wanna Touch Me
Day & Age	The Killers	2016-08-01 09:18:00	Human
My Woman	Angel Olsen	2016-08-01 09:22:00	Shut Up Kiss Me
The Getaway	Red Hot Chili Peppers	2016-08-01 09:26:00	Dark Necessities
Blackstar	David Bowie	2016-08-01 09:31:00	I Can't Give Everything Away
Johannesburg	Mumford & Sons and Baaba Maal	2016-08-01 09:36:00	There Will Be Time
Why Are You Ok	Band Of Horses	2016-08-01 09:41:00	Casual Party
Gentlemen	The Afghan Whigs	2016-08-01 09:44:00	Gentleman
Paradise	White Lung	2016-08-01 09:48:00	Hungry
Monty Python Sings	Monty Python	2016-08-01 09:52:00	Always Look on the Bright Side of Life
Into The Music	Van Morrison	2016-08-01 09:55:00	Bright Side Of The Road
The Three E.P.'s	The Beta Band	2016-08-01 10:00:00	Dry The Rain
The Stone Roses	The Stone Roses	2016-08-01 10:06:00	I Wanna Be Adored
Plastic Beach	Gorillaz	2016-08-01 10:10:00	Stylo
Down Where The Spirit Meets The Bone	Lucinda Williams	2016-08-01 10:14:00	Stand Right By Each Other
Born In The USA	Bruce Springsteen	2016-08-01 10:18:00	Downbound Train
Side Pony	Lake Street Dive	2016-08-01 10:21:00	Call Off Your Dogs
Tower Of Power	Tower Of Power	2016-08-01 10:24:00	So Very Hard To Go
Bridge Of Sighs	Robin Trower	2016-08-01 10:28:00	Little Bit Of Sympathy
All A Man Should Do	Lucero	2016-08-01 10:32:00	Can't You Hear Them Howl
Bloodless Coup	Bell X1	2016-08-01 10:36:00	Velcro
Love & Hate	Michael Kiwanuka	2016-08-01 10:42:00	One More Night
Let Me Get By	Tedeschi Trucks Band	2016-08-01 10:46:00	Anyhow
Heart Like A Levee	Hiss Golden Messenger	2016-08-01 10:54:00	Biloxi
Sweetheart Of The Rodeo	The Byrds	2016-08-01 10:57:00	You Ain't Going Nowhere
Z	My Morning Jacket	2016-08-01 10:59:00	Lay Low
case/lang/veirs	case/lang/veirs	2016-08-01 11:05:00	Best Kept Secret
"""Ghostbusters"" Soundtrack"	Elle King	2016-08-01 11:10:00	Good Girls
Shake Your Money Maker	The Black Crowes	2016-08-01 11:13:00	Hard to Handle
Human Performance	Parquet Courts	2016-08-01 11:17:00	Dust
Sadnecessary	Milky Chance	2016-08-01 11:21:00	Stolen Dance
Lost Keys	Ben Arnold	2016-08-01 11:26:00	Nobody Hurtin' Like Me
Kaya	Bob Marley & The Wailers	2016-08-01 11:30:00	Is This Love
Day of the Dead	"Bonnie ""Prince"" Billy & Friends"	2016-08-01 11:36:00	Rubin and Cherise
Var-deadicated	Los Lobos	2016-08-01 11:42:00	Bertha
Garcia	Jerry Garcia	2016-08-01 11:47:00	Sugaree
I?m Alone, No You?re Not	Joseph	2016-08-01 11:53:00	White Flag
Los Lonely Boys	Los Lonely Boys	2016-08-01 11:57:00	Real Emotions
Plaza	Quilt	2016-08-01 12:01:00	Roller
Hollywood Town Hall	The Jayhawks	2016-08-01 12:05:00	Take Me With You
Vaporize (Single)	Amos Lee	2016-08-01 12:11:00	Vaporize
The Age Of Plastic	The Buggles	2016-08-01 12:17:00	Video Killed The Radio Star
Crimes Of Passion	Pat Benatar	2016-08-01 12:20:00	You Better Run
Face Dances	The Who	2016-08-01 12:23:00	You Better You Bet
Pretenders	The Pretenders	2016-08-01 12:30:00	Brass In Pocket
Healing	Todd Rundgren	2016-08-01 12:33:00	Time Heals
Present Tense	Shoes	2016-08-01 12:36:00	Too Late
Bella Donna	Stevie Nicks	2016-08-01 12:40:00	Stop Draggin' My Heart Around
Clues	Robert Palmer	2016-08-01 12:44:00	Looking For Clues
Sonderlust	Kishi Bashi	2016-08-01 12:50:00	Say Yeah
Wow (Single)	Beck	2016-08-01 12:54:00	Wow
A Head Full of Dreams	Coldplay	2016-08-01 12:58:00	Adventure Of A Lifetime
Gossip In The Grain	Ray Lamontagne	2016-08-01 13:02:00	You Are The Best Thing
Little Seeds	Shovels & Rope	2016-08-01 13:05:00	I Know
K 2.0	Kula Shaker	2016-08-01 13:11:00	Let Love B (With U)
Midnight To Midnight	Psychedelic Furs	2016-08-01 13:15:00	Heartbreak Beat
Schmilco	Wilco	2016-08-01 13:21:00	If I Ever Was a Child
Rubber Soul	The Beatles	2016-08-01 13:24:00	Norwegian Wood (This Bird Has Flown)
Solitude Standing	Suzanne Vega	2016-08-01 13:26:00	Luka
A Moon Shaped Pool	Radiohead	2016-08-01 13:29:00	Decks Dark
Magic Fire	The Stray Birds	2016-08-01 13:36:00	Shining In The Distance
Bringing Down The Horse	The Wallflowers	2016-08-01 13:40:00	6th Avenue Heartache
A 1000 Times (single)	Hamilton Leithauser + Rostam	2016-08-01 13:46:00	A 1000 Times
A Sailor?s Guide To Earth	Sturgill Simpson	2016-08-01 13:51:00	In Bloom
A Day At The Races	Queen	2016-08-01 13:55:00	Somebody To Love
Soul Insight	The Marcus King Band	2016-08-01 15:59:00	Honey
Soul Insight	The Marcus King Band	2016-08-01 16:03:00	Keep Moving
Sunlit Youth	Local Natives	2016-08-01 16:09:00	Fountain of Youth
Teens Of Denial	Car Seat Headrest	2016-08-01 16:14:00	Vincent
Let It Be	The Replacements	2016-08-01 16:19:00	Answering Machine
Give It Back To You	The Record Company	2016-08-01 16:22:00	Rita Mae Young
Cosmo's Factory	Creedence Clearwater Revival	2016-08-01 16:26:00	Run Through The Jungle
Coloring Book	Chance The Rapper	2016-08-01 16:30:00	Blessings
Soul Hits Of The 70's	The Delfonics	2016-08-01 16:34:00	Didn't I (Blow Your Mind This Time)
A Sailor?s Guide To Earth	Sturgill Simpson	2016-08-01 16:39:00	In Bloom
Sweet Oblivion	Screaming Trees	2016-08-01 16:42:00	Nearly Lost You
We Were Wild	Esm? Patterson	2016-08-01 16:46:00	Feel Right
THE FAMILY	Joseph Arthur	2016-08-01 16:51:00	You Keep Hanging On
Darkness On The Edge Of Town	Bruce Springsteen	2016-08-01 16:54:00	Something In The Night
Calendar Girl	Julie London	2016-08-01 17:00:00	Time For August
A Period Of Transition	Van Morrison	2016-08-01 17:02:00	Cold Wind In August
Along The Red Ledge	Hall & Oates	2016-08-01 17:08:00	August Day
That's It	Preservation Hall Jazz Band	2016-08-01 17:11:00	August Nights
Richmond Blues	Cephas & Wiggins	2016-08-01 17:15:00	Dog Days Of August
Real	Lydia Loveless	2016-08-01 17:21:00	Longer
Lost In The Dream	The War On Drugs	2016-08-01 17:25:00	Under the Pressure
Lost In The Dream	The War On Drugs	2016-08-01 17:25:00	Under the Pressure
I?m Alone, No You?re Not	Joseph	2016-08-01 17:29:00	White Flag
The Shelters	The Shelters	2016-08-01 17:33:00	Rebel Heart
Forty Licks	The Rolling Stones	2016-08-01 17:37:00	Have You Seen Your Mother Baby?
(78 RPM single)	Bob Wills & His Texas Playboys	2016-08-01 17:39:00	I'm A Ding-Dong Daddy From Dumas
Dark Horse	George Harrison	2016-08-01 17:42:00	Ding Dong, Ding Dong
K 2.0	Kula Shaker	2016-08-01 17:49:00	Let Love B (With U)
Cassadaga	Bright Eyes	2016-08-01 17:53:00	Soul Singer In A Session Band
Heart Like A Levee	Hiss Golden Messenger	2016-08-01 17:57:00	Biloxi
Eric Clapton	Eric Clapton	2016-08-01 18:00:00	Let It Rain
Dolls of Highland	Kyle Craft	2016-08-01 18:05:00	Eye Of A Hurricane
The Concert For Bangladesh	Leon Russell	2016-08-01 18:12:00	Medley: Jumpin' Jack Flash / Youngblood
The Concert For Bangladesh	George Harrison	2016-08-01 18:22:00	Wah-wah
The Concert For Bangladesh	Bob Dylan	2016-08-01 18:26:00	Just Like A Woman
Sonderlust	Kishi Bashi	2016-08-01 18:32:00	Say Yeah
Ghost On Ghost	Iron And Wine	2016-08-01 18:37:00	Grace for Saints and Ramblers
Signs Of Light	The Head And The Heart	2016-08-01 18:40:00	All We Ever Knew
Times Have Changed	Katie Barbato	2016-08-01 18:44:00	Times Have Changed
The Mountain	Heartless Bastards	2016-08-01 18:48:00	The Mountain
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-01 18:52:00	I Need Never Get Old
Kiko	Los Lobos	2016-08-01 18:56:00	That Train Don't Stop Here Anymore
What Kind Of Cat Are You?!	Billy Jonas	2016-08-01 19:02:00	Tongo!
Cuddlebug Parade	Michal 'Peanut' Karmi	2016-08-01 19:04:00	Oh! What A Beautiful Day
No More Bullies	Leonardo & The Makin' Waves Band	2016-08-01 19:05:00	That's A Bully
The Golden State	The Hipwaders	2016-08-01 19:07:00	Stand Up To The Bully
Shine And The Moonbeams	Shine And The Moonbeams	2016-08-01 19:10:00	Bully Bully
It's A Beautiful Day	Sonshine & Broccoli	2016-08-01 19:14:00	Sing It Out
Too Tall	Andrew Queen	2016-08-01 19:18:00	The Hockey Song
Canada Needs You Volume 1	Mike Ford	2016-08-01 19:22:00	I've Been Everywhere
Everyone's Invited!	Jason Didner & The Jungle Gym Jam	2016-08-01 19:24:00	Window Of The Train
On The Good Ship Lollipop	The Persuasions	2016-08-01 19:28:00	Train Song Medley
Ultramagnetic Universal Love Revolution	Mista Cookie Jar	2016-08-01 19:39:00	The Best Day Ever Ever
Smiles Ahead	Rissi Palmer	2016-08-01 19:41:00	Best Day Ever
The Spongebob Squarepants Movie	Spongebob Squarepants	2016-08-01 19:44:00	The Best Day Ever
Infinity	Trout Fishing In America	2016-08-01 19:47:00	My Best Day
Super Kids Rock	Yosi And The Superdads	2016-08-01 19:50:00	B-E-A-C-H
Make Believe	The Singing Lizard	2016-08-01 19:55:00	At The Beach
A 1000 Times (single)	Hamilton Leithauser + Rostam	2016-08-01 20:00:00	A 1000 Times
Away	Okkervil River	2016-08-01 20:04:00	The Industry
Never Twice	Nick Waterhouse	2016-08-01 20:11:00	It's Time
Miss Sharon Jones! (Soundtrack)	Sharon Jones And The Dap-Kings	2016-08-01 20:14:00	I'm Still Here
The Mystery Lights	The Mystery Lights	2016-08-01 20:18:00	Follow Me Home
K 2.0	Kula Shaker	2016-08-01 20:23:00	Let Love B (With U)
Every Now & Then	Jagwar Ma	2016-08-01 20:26:00	O B 1
I've Got A Way	Kelsey Waldon	2016-08-01 20:31:00	You Can Have It
I've Got A Way	Kelsey Waldon	2016-08-01 20:34:00	Dirty Old Town
Tightrope Walker	Rachael Yamagata	2016-08-01 20:38:00	Over
Otero War	Caveman	2016-08-01 20:42:00	Never Going Back Again
Alone Together	Leagues	2016-08-01 20:44:00	Dance With Me
Freetown Sound	Blood Orange	2016-08-01 20:48:00	Best to You
Magic Fire	The Stray Birds	2016-08-01 20:53:00	Shining In The Distance
Anyway You Love, We Know How You Feel	Chris Robinson Brotherhood	2016-08-01 20:57:00	California Hymn
Building a Beginning	Jamie Lidell	2016-08-01 21:02:00	Walk Right Back
Moog for Love EP	Disclosure	2016-08-01 21:05:00	Feel Like I Do
Eats The Light	Lotus	2016-08-01 21:08:00	Eats The Light
Sonderlust	Kishi Bashi	2016-08-01 21:13:00	Say Yeah
If You See Me, Say Yes	Flock of Dimes	2016-08-01 21:18:00	Semaphore
Heads Up	Warpaint	2016-08-01 21:23:00	New Song
WILDFLOWER	The Avalanches	2016-08-01 21:26:00	If I Was A Folkstar
Mangy Love	Cass McCombs	2016-08-01 21:30:00	Run Sister Run
And Then Like Lions	Blind Pilot	2016-08-01 21:34:00	Packed Powder
Don't Let the Kids Win	Julia Jacklin	2016-08-01 21:38:00	Leadlight
Love You, Mean It	Okey Dokey	2016-08-01 21:42:00	Wavy Gravy
Calico Review	Allah-Las	2016-08-01 21:45:00	Could Be You
KIN	K. T. Tunstall	2016-08-01 21:48:00	Maybe It's a Good Thing
Remember Us To Life	Regina Spektor	2016-08-01 21:53:00	Bleeding Heart
Total Depravity	The Veils	2016-08-01 21:57:00	Low Lays the Devil
Santo & Johnny	Santo & Johnny	2016-08-01 22:57:00	Sleepwalk
