album	artist	time	track
Tapestry	Carole King	2016-09-03 09:15:00	Way Over Yonder
You Are Free	Cat Power	2016-09-03 09:20:00	Evolution
Have You Heard: Jim Croce Live	Jim Croce	2016-09-03 09:29:00	Operator
So Beautiful or So What	Paul Simon	2016-09-03 09:30:00	Rewrite
Ouroboros	Ray LaMontagne	2016-09-03 09:40:00	Part One - Homecoming
Post-War	M. Ward	2016-09-03 09:44:00	Chinese Translation
Ooh La La	Faces	2016-09-03 09:51:00	Ooh La La
Northern Lights-Southern Cross	The Band	2016-09-03 09:53:00	Acadian Driftwood
Slowhand	Eric Clapton	2016-09-03 09:59:00	The Core
3 + 3	The Isley Brothers	2016-09-03 10:08:00	Summer Breeze
Computer World	Kraftwerk	2016-09-03 10:17:00	Computer Love
Country Life	Roxy Music	2016-09-03 10:24:00	The Thrill Of It All
LCD Soundsystem	LCD Soundsystem	2016-09-03 10:31:00	Losing My Edge
Abbey Road	The Beatles	2016-09-03 10:40:00	I Want You (She's So Heavy)
Time Has Come Today	Chambers Brothers	2016-09-03 10:50:00	Time Has Come Today
The Very Best Of Marvin Gaye	Marvin Gaye	2016-09-03 11:01:00	Got To Give It Up
Var-london Jazz Classics	Billy Brooks	2016-09-03 11:13:00	Fourty Days
Turn Blue	The Black Keys	2016-09-03 11:21:00	Weight of Love
Don't Look Back	Boston	2016-09-03 11:27:00	Don't Look Back
Cosmo's Factory	Creedence Clearwater Revival	2016-09-03 11:34:00	I Heard It Through The Grapevine
Liege & Lief	Fairport Convention	2016-09-03 11:46:00	Matty Groves
Time Out	The Dave Brubeck Quartet	2016-09-03 11:55:00	Blue Rondo A La Turk
Meat Is Murder	The Smiths	2016-09-03 12:02:00	Barbarism Begins At Home
Low Spark Of High-heeled Boys	Traffic	2016-09-03 12:10:00	Low Spark Of High-heeled Boys
Doing It To Death	James Brown	2016-09-03 12:22:00	Doing It To Death
Foreigner	Cat Stevens	2016-09-03 12:34:00	The Foreigner Suite
Outlaw	The Outlaws	2016-09-03 12:52:00	Green Grass & High Tides
L.A. Woman	The Doors	2016-09-03 13:02:00	Riders On The Storm
Tracks - Box Set	Bruce Springsteen	2016-09-03 13:09:00	Thundercrack
The Sugarhill Story	Sugarhill Gang	2016-09-03 13:19:00	Rapper's Delight
Live At Carnegie hall	Bill Withers	2016-09-03 13:27:00	I Can't Write Left-Handed
Foxtrot	Genesis	2016-09-03 13:33:00	Watcher Of The Skies
Substance	New Order	2016-09-03 13:41:00	Temptation
The Chicago Transit Authority	Chicago Transit Authority	2016-09-03 13:50:00	South California Purples
Beautiful Loser	Bob Seger	2016-09-03 13:56:00	Katmandu
Currents	Tame Impala	2016-09-03 14:00:00	Let it Happen
Let It Bleed	The Rolling Stones	2016-09-03 14:08:00	You Can't Always Get What You Want
Z	My Morning Jacket	2016-09-03 14:18:00	Dondante
Volunteers	Jefferson Airplane	2016-09-03 14:25:00	Wooden Ships
Going Blank Again	Ride	2016-09-03 14:33:00	Leave Them All Behind
All Together Now	Argent	2016-09-03 14:41:00	Hold Your Head Up
Gold	Ryan Adams	2016-09-03 14:49:00	Nobody Girl
Goodbye Yellow Brick Road	Elton John	2016-09-03 14:59:00	Funeral For A Friend/Love Lies Bleeding
Screamadelica	Primal Scream	2016-09-03 15:10:00	Come Together
Lost In The Dream	The War On Drugs	2016-09-03 15:20:00	Under the Pressure
13	Blur	2016-09-03 15:29:00	Tender
Bat Out Of Hell	Meatloaf	2016-09-03 15:38:00	Paradise By The Dashboard Light
Kind Of Blue	Miles Davis	2016-09-03 15:48:00	Freddie Freeloader
Daydream Nation	Sonic Youth	2016-09-03 15:58:00	Teenage Riot
Big Science	Laurie Anderson	2016-09-03 16:05:00	O Superman
Everybody Knows This Is Nowhere	Neil Young	2016-09-03 16:16:00	Down By The River
A Different Kind Of Tension	The Buzzcocks	2016-09-03 16:27:00	I Believe
Human Performance	Parquet Courts	2016-09-03 16:34:00	One Man, No City
White Light / White Heat	The Velvet Underground	2016-09-03 16:42:00	Sister Ray
Greatest Hits	Paul Anka	2016-09-03 18:01:00	Summer's Gone
Jammin Oldies, Summer Songs	The Happenings	2016-09-03 18:04:00	See You In September
Greatest Hits	Tommy Edwards	2016-09-03 18:07:00	Things We Did Last Summer
Greatest Hits	Jo Stafford	2016-09-03 18:10:00	Things We Did Last Summer
Greatest Hits	Dinah Washington	2016-09-03 18:13:00	That Sunday That Summer
Greatest Hits	Nat King Cole	2016-09-03 18:15:00	That Sunday That Summer
Golden Oldies	The Danleers	2016-09-03 18:19:00	One Summer Night
45 Single	The Rivieras	2016-09-03 18:22:00	Moonlight Cocktails
Greatest Hits	Dion And The Belmonts	2016-09-03 18:25:00	That's My Desire
The Hits	Nana Mouskouri	2016-09-03 18:28:00	The Summer Knows
Greatest Hits	Frank Sinatra	2016-09-03 18:29:00	The Summer Knows
All The Hits	The Platters	2016-09-03 18:32:00	Thanks For The Memories
45 Single	Mona Carroll	2016-09-03 18:34:00	Will I Always Be Your Sweetheart
Greatest Hits	The Five Kings	2016-09-03 18:37:00	Maybe You'll Be There
Greatest Hits	Pat Kirby	2016-09-03 18:40:00	This Summer
Greatest Hits	Mona Carroll	2016-09-03 18:42:00	What Happens Now
Greatest Hits	Tommy Edwards	2016-09-03 18:44:00	It's Only The Good Times
Greatest Hits	The Rivieras	2016-09-03 18:46:00	Eleventh Hour Melody
Greatest Hits	Al Hibler	2016-09-03 18:50:00	Eleventh Hour Melody
Greatest Hits	The Rivieras	2016-09-03 18:52:00	Moonlight Serenade
Greatest Hits	Glen Miller	2016-09-03 18:53:00	Moonlight Serendade
Can't Shake This Feeling	Lurrie Bell	2016-09-03 19:00:00	Blues Is Trying To Keep Up With Me
West Side Strut	Eddy Clearwater	2016-09-03 19:07:00	Blue Over You
There Must Be A Better World Somewhere	B. B. King	2016-09-03 19:10:00	There Must Be A Better World Somewhere
How Long?	Little Mike	2016-09-03 19:17:00	Smokin'
Down The Road	Marcia Ball	2016-09-03 19:20:00	Louella
Harlem On My Mind	Catherine Russell	2016-09-03 19:28:00	Let Me Be The First To Know
Brownie's Blues	Brownie McGhee	2016-09-03 19:33:00	Jump, Little Children
Right on Time	"Anthony ""Big A"" Sherrod"	2016-09-03 19:38:00	Rumblin' Stumblin'
Canned Heat Blues: Masters Of The Delta Blues	Tommy Johnson	2016-09-03 19:42:00	Canned Heat Blues
One Step Closer	Kenny Neal	2016-09-03 19:47:00	She Ain't Happy Unless She's Sad
Mary Jo Curry	Mary Jo Curry	2016-09-03 19:54:00	Husband #2
Cold Snap	Albert Collins	2016-09-03 19:59:00	Too Many Dirty Dishes
Right Man - Right Now	Zac Harmon	2016-09-03 20:06:00	Stand Your Ground
Playdate!	Nancy Wright	2016-09-03 20:12:00	Why You Wanna Do It
Playdate!	Nancy Wright	2016-09-03 20:17:00	Been Waiting That Long
The Torch	Ronnie Baker Brooks	2016-09-03 20:22:00	Born In Chicago
Jumpin' & Boppin'	"Kenny ""Blues Boss"" Wayne"	2016-09-03 20:27:00	Look Out! There's A Train Coming
The Long Journey Home	Vaneese Thomas	2016-09-03 20:31:00	The More Things Change
Kansas City-- The Best Of Wilbert Harrison	Wilbert Harrison	2016-09-03 20:37:00	C. C. Rider
Traveling South	Mikey Jr.	2016-09-03 20:40:00	She's Good At Being Bad
Blues Revival	Kat Riggins	2016-09-03 20:46:00	Blues Is The New Black
Voyage	Sugar Blue	2016-09-03 20:48:00	One
Can't Shake This Feeling	Lurrie Bell	2016-09-03 20:54:00	This Worrisome Feeling In My Heart
J. B. Lenoir 1951-1954: His Job Recordings	J. B. Lenoir	2016-09-03 21:00:00	How Much More
How Long?	Little Mike	2016-09-03 21:03:00	How Long
Six String Stories	Joanna Connor	2016-09-03 21:10:00	Swamp Swim
His Best	Little Walter	2016-09-03 21:14:00	My Babe
Live And In Concert From San Francisco	Otis Rush	2016-09-03 21:17:00	Got My Mojo Working
Brothers In This World	Blackburn	2016-09-03 21:25:00	Why I Sing The Blues
Welcome Back To... Town	Helen Humes	2016-09-03 21:29:00	E-Baba-Leba
Witness To The Blues	Joe Louis Walker	2016-09-03 21:31:00	Rollin' & Tumblin'
His Best	Howlin' Wolf	2016-09-03 21:36:00	Back Door Man
Harlem On My Mind	Catherine Russell	2016-09-03 21:39:00	I Want A Man
Bent Out Of Shape	Bobby Parker	2016-09-03 21:43:00	Blues Get Off My Shoulder
One Dog Barkin'	Harrison Kennedy	2016-09-03 21:49:00	Healing Power Of The Blues
My Heart's In Texas	Smokin' Joe Kubek & Bnois King	2016-09-03 21:51:00	I Saw It Coming
I'm A Bluesman	Michael Burks	2016-09-03 21:55:00	I Didn't Take Your Woman
Now Appearing	Jimmy Reed	2016-09-03 21:59:00	Close Together
Tribute To Inspiration	McDowell Brothers	2016-09-03 22:02:00	Close Together
Can't Shake This Feeling	Lurrie Bell	2016-09-03 22:06:00	Sinner's Prayer
Mississippi Juke Joint Blues	Count Basie	2016-09-03 22:11:00	Goin' To Chicago Blues
Zalo's Blues	Gonzalo Bergara	2016-09-03 22:15:00	Drawback
Beareather Sings The Classic Blueswomen	Beareather Reddy	2016-09-03 22:18:00	Up The Country Blues
One Of A Kind	Grady Champion	2016-09-03 22:22:00	Life Support
King Biscuit Time	Sonny Boy Williamson	2016-09-03 22:27:00	Eyesight To The Blind
The Long Journey Home	Vaneese Thomas	2016-09-03 22:30:00	Lonely No More
Strong Like That	The Fabulous Thunderbirds	2016-09-03 22:34:00	Meet Me On The Corner
Raw Sugar	JJ Thames	2016-09-03 22:38:00	I'm Leavin'
The Real Folk Blues	Muddy Waters	2016-09-03 22:41:00	Same Thing
The Chronological Willie Mabon 1949-1954	Willie Mabon	2016-09-03 22:43:00	I Don't Know
Tick Tock Tick	Will Porter	2016-09-03 22:47:00	I Can Do Bad By Myself
The Chicago Way	Toronzo Cannon	2016-09-03 22:53:00	Walk It Off
Rumba Blues From The 1940s: Latin Music Shaping The Blues	T-Bone Walker	2016-09-03 23:00:00	Mean Old World Blues
Skronky Tonk	Little Charlie and Organ Grinder Swing	2016-09-03 23:03:00	Skronky Tonk
All For Loving You	Alexis P. Suter	2016-09-03 23:09:00	Every Shut Eye
Blues Masters: The Very Best Of Lightnin' Hopkins	Lightnin' Hopkins	2016-09-03 23:13:00	Katie Mae Blues
Harlem On My Mind	Catherine Russell	2016-09-03 23:17:00	You've Got The Right Key But The Wrong Keyhole
Turn Up!!	Mike Wheeler Band	2016-09-03 23:20:00	Nothing Lasts Forever
Proud Mary: The Bell Sessions	Solomon Burke	2016-09-03 23:28:00	Please Send Me Someone To Love
The Complete Fire and Enjoy Sessions, Part 2	Elmore James	2016-09-03 23:31:00	My Bleeding Heart
Blues Mix 20: Grown Folks Blues	Val McKnight	2016-09-03 23:34:00	I'm A Love-Starved Woman
Boogie Wins Again	Llu?s Coloma	2016-09-03 23:39:00	Billie Jean
Live In Japan With Hammie Nixon	Sleepy John Estes	2016-09-03 23:43:00	Sleepy John's Twist
Hard Times, Bad Decisions	Lisa Mann	2016-09-03 23:46:00	Hard Times, Bad Decisions
Complete Recorded Works In Chronological Order, Vol. 3	Clara Smith	2016-09-03 23:51:00	Nobody Knows The Way I Feel Dis Mornin'
Feel These Blues	Slam Allen	2016-09-03 23:55:00	World Don't Stop Turning
