album	artist	time	track
Cosmic Thing	B-52's	2016-09-06 05:33:00	Love Shack
The Lone Bellow	The Lone Bellow	2016-09-06 05:38:00	You Never Need Nobody
Traveller	Chris Stapleton	2016-09-06 05:43:00	Tennessee Whiskey
Emotions and Math	Margaret Glaspy	2016-09-06 05:48:00	You & I
Black And Blue	The Rolling Stones	2016-09-06 05:50:00	Melody
Radio (Single)	Sylvan Esso	2016-09-06 05:56:00	Radio
Funeral	Arcade Fire	2016-09-06 06:00:00	Wake Up
Robert Ellis	Robert Ellis	2016-09-06 06:06:00	California
Dolls of Highland	Kyle Craft	2016-09-06 06:12:00	Eye Of A Hurricane
A Nod Is As Good As A Wink... To A Blind Horse	Faces	2016-09-06 06:17:00	Stay With Me
Secular Hymns	Madeleine Peyroux	2016-09-06 06:26:00	Everything I Do Gohn Be Funky (From Now On)
The Allen Toussaint Collection	Allen Toussaint	2016-09-06 06:30:00	Night People
2	Mudcrutch	2016-09-06 06:34:00	Dreams of Flying
A Moon Shaped Pool	Radiohead	2016-09-06 06:41:00	Decks Dark
The Hope Six Demolition Project	PJ Harvey	2016-09-06 06:46:00	The Wheel
Why Are You Ok	Band Of Horses	2016-09-06 06:52:00	In A Drawer
Post Pop Depression	Iggy Pop	2016-09-06 06:56:00	Gardenia
Raising Sand	Robert Plant & Alison Krauss	2016-09-06 07:01:00	Please Read The Letter
"""Ghostbusters"" Soundtrack"	Elle King	2016-09-06 07:07:00	Good Girls
Sunlit Youth	Local Natives	2016-09-06 07:12:00	Fountain of Youth
Rust Never Sleeps	Neil Young	2016-09-06 07:16:00	My My Hey Hey (out Of The Blue)
Keep Me Singing	Van Morrison	2016-09-06 07:22:00	Too Late
Hymns to the Silence	Van Morrison	2016-09-06 07:26:00	I'm Not Feeling It Anymore
Side Pony	Lake Street Dive	2016-09-06 07:32:00	Close to Me
So Ferocious	Carsie Blanton	2016-09-06 07:36:00	Hot Night
Away	Okkervil River	2016-09-06 07:41:00	The Industry
Contra	Vampire Weekend	2016-09-06 07:46:00	Holiday
Schmilco	Wilco	2016-09-06 07:52:00	If I Ever Was a Child
By The Light Of The Moon	Los Lobos	2016-09-06 07:55:00	One Time, One Night
Get Behind Me Satan	The White Stripes	2016-09-06 08:00:00	The Denial Twist
Teens Of Denial	Car Seat Headrest	2016-09-06 08:02:00	Drunk Drivers/Killer Whales
Heart Like A Levee	Hiss Golden Messenger	2016-09-06 08:10:00	Biloxi
Rush In Slowly EP	Matt McAndrew	2016-09-06 08:14:00	Carried Away
single	Sharon Van Etten	2016-09-06 08:22:00	Not Myself
I?m Alone, No You?re Not	Joseph	2016-09-06 08:27:00	White Flag
I'm Wide Awake, It's Morning	Bright Eyes	2016-09-06 08:31:00	First Day Of My Life
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-09-06 08:34:00	I Need Never Get Old
After The Party	The Menzingers	2016-09-06 08:40:00	Lookers
Black Sea	XTC	2016-09-06 08:44:00	Generals & Majors
We're All Gonna Die	Dawes	2016-09-06 08:50:00	When the Tequila Runs Out
Everyone Else Is Doing It...	The Cranberries	2016-09-06 08:55:00	Dreams
The Wall	Pink Floyd	2016-09-06 09:00:00	Run Like Hell
The Getaway	Red Hot Chili Peppers	2016-09-06 09:04:00	Dark Necessities
57th & 9th	Sting	2016-09-06 09:11:00	I Can't Stop Thinking About You
Midnight Stroll	Robert Cray	2016-09-06 09:15:00	The Forecast (Calls For Pain)
The House That Dirt Built	The Heavy	2016-09-06 09:19:00	How You Like Me Now?
Love You, Mean It	Okey Dokey	2016-09-06 09:23:00	Wavy Gravy
Abbey Road	The Beatles	2016-09-06 09:27:00	Oh! Darling
Real	Lydia Loveless	2016-09-06 09:31:00	Longer
Beyond The Bloodhounds	Adia Victoria	2016-09-06 09:36:00	Dead Eyes
A Sailor?s Guide To Earth	Sturgill Simpson	2016-09-06 09:38:00	Brace For Impact
Southeastern	Jason Isbell	2016-09-06 09:42:00	Stockholm
Light Upon The Lake	Whitney	2016-09-06 09:46:00	No Matter Where We Go
From the Hills Below the City	Houndmouth	2016-09-06 09:48:00	On the Road
Bossanova	The Pixies	2016-09-06 09:52:00	Is She Weird
Marigolden	Field Report	2016-09-06 09:56:00	Home (Leave The Lights On)
Making Mirrors	Gotye	2016-09-06 10:00:00	Somebody That I Used to Know
Wired	Jeff Beck	2016-09-06 10:04:00	Play With Me
The Devil's Pocket	The Low Road	2016-09-06 10:08:00	Hallelujah, She's Gone
We All The Light	River Whyless	2016-09-06 10:11:00	All Day All Night
Book Of Secrets	Loreena McKennitt	2016-09-06 10:14:00	Marco Polo
Greetings From Asbury Park NJ	Bruce Springsteen	2016-09-06 10:20:00	It's Hard To Be A Saint In The City
Mission Bell	Amos Lee	2016-09-06 10:23:00	Jesus
Girlfriend	Matthew Sweet	2016-09-06 10:26:00	Girlfriend
Moving Pictures	Rush	2016-09-06 10:30:00	Tom Sawyer
The Yes Album	Yes	2016-09-06 10:34:00	I've Seen All Good People
Nothing More To Say	The Frightnrs	2016-09-06 10:45:00	Nothing More To Say
Colvin & Earle	Colvin & Earle	2016-09-06 10:49:00	You're Right (I'm Wrong)
Love & Hate	Michael Kiwanuka	2016-09-06 10:53:00	Black Man In A White World
Our Version Of Events	Emeli Sande	2016-09-06 10:57:00	Next to Me
New Miserable Experience	Gin Blossoms	2016-09-06 11:00:00	Found Out About You
Call Of The West	Wall Of Voodoo	2016-09-06 11:04:00	Mexican Radio
Sea of Noise	St. Paul & The Broken Bones	2016-09-06 11:08:00	All I Ever Wonder
Dolls of Highland	Kyle Craft	2016-09-06 11:15:00	Eye Of A Hurricane
Youth	Matisyahu	2016-09-06 11:19:00	King Without A Crown
Day Breaks	Norah Jones	2016-09-06 11:23:00	Carry On
Dulcinea	Toad The Wet Sprocket	2016-09-06 11:26:00	Something's Always Wrong
Oops! Wrong Planet	Utopia	2016-09-06 11:30:00	Love In Action
Rhode Songs	Happy Rhodes	2016-09-06 11:37:00	Ashes To Ashes
Signs Of Light	The Head And The Heart	2016-09-06 11:40:00	All We Ever Knew
Trampoline	The Mavericks	2016-09-06 11:44:00	Dance The Night Away
A Head Full of Dreams	Coldplay	2016-09-06 11:48:00	Adventure Of A Lifetime
Golden Sings That Have Been Sung	Ryley Walker	2016-09-06 11:53:00	The Halfwit in Me
The Captain	Kasey Chambers	2016-09-06 11:59:00	The Captain
Trouble	Ray Lamontagne	2016-09-06 12:03:00	Forever My Friend
Human Performance	Parquet Courts	2016-09-06 12:10:00	Berlin Got Blurry
Spirit	Amos Lee	2016-09-06 12:16:00	Lost Child
Spirit	Amos Lee	2016-09-06 12:20:00	Vaporize
Spirit	Amos Lee	2016-09-06 12:24:00	With You
Xponential Music Festival 2008	Amos Lee	2016-09-06 12:30:00	A Change Is Gonna Come *
Supply And Demand	Amos Lee	2016-09-06 12:34:00	Sweet Pea
Mission Bell	Amos Lee	2016-09-06 12:36:00	Windows Are Rolled Down
Spirit	Amos Lee	2016-09-06 12:40:00	Running Out Of Time
Love & Hope & Sex & Dreams	Bodeans	2016-09-06 12:46:00	She's A Runaway
Plaza	Quilt	2016-09-06 12:50:00	Roller
Jailbreak	Thin Lizzy	2016-09-06 12:55:00	The Boys Are Back In Town
AM	Arctic Monkeys	2016-09-06 13:00:00	One For The Road
The Marcus King Band	The Marcus King Band	2016-09-06 13:03:00	Ain't Nothing Wrong With That
Nowhere Now	Waterstrider	2016-09-06 13:08:00	New Sun
Lone Rhino	Adrian Belew	2016-09-06 13:12:00	Big Electric Cat
Dummy	Portishead	2016-09-06 13:16:00	Sour Times
Little Seeds	Shovels & Rope	2016-09-06 13:23:00	I Know
Heat Treatment	Graham Parker	2016-09-06 13:26:00	Heat Treatment
b'lieve i'm goin down...	Kurt Vile	2016-09-06 13:29:00	Pretty Pimpin'
Pictures of You	The Youngers	2016-09-06 13:35:00	MORNING SUN
Rock N Roll	Ryan Adams	2016-09-06 13:38:00	Burning Photographs
Real	Lydia Loveless	2016-09-06 13:42:00	Longer
single	Barns Courtney	2016-09-06 13:46:00	Fire
Keep Me Singing	Van Morrison	2016-09-06 13:51:00	Too Late
Supernatural	Santana	2016-09-06 13:54:00	Love of my Life
Keep Moving	Madness	2016-09-06 15:56:00	The Sun And The Rain
Dolls of Highland	Kyle Craft	2016-09-06 16:00:00	Black Mary
Dolls of Highland	Kyle Craft	2016-09-06 16:04:00	Eye Of A Hurricane
Why Are You Ok	Band Of Horses	2016-09-06 16:09:00	In A Drawer
One For The Birds (e.p.)	American Dinosaur	2016-09-06 16:16:00	Sweepstakes
Paranoid	Black Sabbath	2016-09-06 16:20:00	Fairies Wear Boots
We're All Gonna Die	Dawes	2016-09-06 16:27:00	When the Tequila Runs Out
Labour of Lust	Nick Lowe	2016-09-06 16:31:00	Cracking Up
Red Earth & Pouring Rain	Bear's Den	2016-09-06 16:36:00	Red Earth & Pouring Rain
The Pleasure Principle	Gary Numan	2016-09-06 16:40:00	Cars
Puberty 2	Mitski	2016-09-06 16:44:00	Your Best American Girl
Gaucho	Steely Dan	2016-09-06 16:47:00	Babylon Sisters
Hoops EP	Hoops	2016-09-06 16:53:00	Cool 2
Light Upon The Lake	Whitney	2016-09-06 16:57:00	No Matter Where We Go
Rock & Roll Time	Jerry Lee Lewis	2016-09-06 17:01:00	Bright Lights, Big City
The Best Of Link Wray	Link Wray	2016-09-06 17:03:00	Ain't That Lovin' You Babe
Bronx In Blue	Dion	2016-09-06 17:06:00	Baby What You Want Me To Do
Vanguard Visionaires	James Cotton	2016-09-06 17:09:00	Honest I Do
Rockin' With Reed	Jimmy Reed	2016-09-06 17:12:00	Take Out Some Insurance
Love (e.p.)	The Lion's Paw	2016-09-06 17:19:00	Love
Nothing More To Say	The Frightnrs	2016-09-06 17:23:00	Nothing More To Say
Heart Like A Levee	Hiss Golden Messenger	2016-09-06 17:27:00	Biloxi
Fragile	Yes	2016-09-06 17:29:00	Heart Of The Sunrise
Paging Mr. Proust	The Jayhawks	2016-09-06 17:40:00	Quiet Corners and Empty Spaces
Cousteau	Cousteau	2016-09-06 17:43:00	Last Good Day Of The Year
(single)	Cookie Rabinowitz	2016-09-06 17:48:00	Life Is Dangerous
City Club	The Growlers	2016-09-06 17:53:00	I'll Be Around
Tim	The Replacements	2016-09-06 17:58:00	Waitress In The Sky
The Modern Lovers	The Modern Lovers	2016-09-06 18:00:00	Old World
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-09-06 18:04:00	I Need Never Get Old
Draw The Line	Aerosmith	2016-09-06 18:09:00	Draw The Line
Some Girls	The Rolling Stones	2016-09-06 18:12:00	When The Whip Comes Down
Demons And Wizards	Uriah Heep	2016-09-06 18:17:00	All My Life
Rick Danko	Rick Danko	2016-09-06 18:20:00	What A Town
Cahoots	The Band	2016-09-06 18:23:00	Life Is A Carnival
Northern Lights-Southern Cross	The Band	2016-09-06 18:27:00	It Makes No Difference
American Football	American Football	2016-09-06 18:35:00	I've Been So Lost For So Long
San Francisco	American Music Club	2016-09-06 18:39:00	I Broke My Promise
Nashville Demos	Oliver John-Rodgers	2016-09-06 18:42:00	Lips on Fire
Greatest Hits	The Yardbirds	2016-09-06 18:47:00	Shapes Of Things
Coloring Book	Chance The Rapper	2016-09-06 18:50:00	Blessings
Z	My Morning Jacket	2016-09-06 18:54:00	Lay Low
Bandwagon	Joanie Leeds & The Nightlights	2016-09-06 19:04:00	Back To School
Back To School - The Remix	Alphabet Rockers	2016-09-06 19:06:00	The New Kid In School
Songs About Cookies And Life	Annie Lynn	2016-09-06 19:18:00	New School
No More Bullies	Leonardo & The Makin' Waves Band	2016-09-06 19:20:00	B True 2 Your School
Time Out To Rock	The Not-Its!	2016-09-06 19:22:00	Welcome To Our School
Teacher's Favorites	Barry Louis Polisar	2016-09-06 19:40:00	I've Got A Teacher, She's So Mean
Inside Out!	Jessica Harper	2016-09-06 19:42:00	Four Boys Named Jordan
Just Say Hi	Brady Rymer and The Little Band That Could	2016-09-06 19:46:00	Get This Party Started
Rock The House	Ernie & Neal	2016-09-06 19:51:00	Homework Blues
It's A Puzzle	Trout Fishing In America	2016-09-06 19:55:00	Why I Pack My Lunch
Weightless	Liz Longley	2016-09-06 20:00:00	Weightless
Flashback	Time Gap	2016-09-06 20:04:00	Thursday
You Can't Have Everything EP	Tigers + Thieves	2016-09-06 20:08:00	Coming For You
Rush In Slowly EP	Matt McAndrew	2016-09-06 20:11:00	Carried Away
Spirit	Amos Lee	2016-09-06 20:16:00	Lost Child
Heart of the Mountains	Mason Porter	2016-09-06 20:20:00	You And I
Black Top Road EP	David Wilson	2016-09-06 20:24:00	Philadelphia
Jonny Drucker	Jonny Drucker	2016-09-06 20:27:00	Only
single	Jason Reed	2016-09-06 20:33:00	Be a Part of This
Magic Fire	The Stray Birds	2016-09-06 20:37:00	Sabrina
Skeleton Melodies	Vilebred	2016-09-06 20:40:00	Villian
Picture of You	The Youngers	2016-09-06 20:45:00	No Money
This Is How Meek Riot EP	Mesa Jane	2016-09-06 20:48:00	Waking up to the Sound of a Machine
Caffeine & Whisky	Mutlu	2016-09-06 20:54:00	Gone Forever
Live performance on Leicht Lunch 4 22 14	Jim Boggia & Ali Wadsworth	2016-09-06 20:57:00	Nature's Way
Spirit	Amos Lee	2016-09-06 20:59:00	Vaporize
Shaking Through June 2013	Hop Along	2016-09-06 21:04:00	Sister Cities
Feel Young	NeedlePoints	2016-09-06 21:09:00	Baby
Lost In The Dream	The War On Drugs	2016-09-06 21:12:00	An Ocean In Between The Waves
Slugger	Sad13	2016-09-06 21:19:00	Get A Yes
The Key Studio Sessions	Field Mouse	2016-09-06 21:26:00	Key Studio Session 9/6/16 (pt 1)
Supa Sista	Ursula Rucker	2016-09-06 21:37:00	Womansong
Plush Lords	Plush Lords	2016-09-06 21:42:00	What Do You Stand For?
Southwest Psychedelphia	John Morrison	2016-09-06 21:45:00	Creation Theme
Move	Alexander Charles	2016-09-06 21:49:00	Move (ft. Mic Stewart)
Did You Ever Do?	Bethlehem & Sad Patrick	2016-09-06 21:52:00	You Always Kiss Me
Eyes On The Lines	Steve Gunn	2016-09-06 21:56:00	Heavy Sails
March 16-20, 1992	Uncle Tupelo	2016-09-06 21:59:00	Sandusky
Spirit	Amos Lee	2016-09-06 22:00:00	Running Out Of Time
My Head Is An Animal	Of Monsters And Men	2016-09-06 22:03:00	Little Talks
The Soul Cages	Sting	2016-09-06 22:07:00	All This Time
Sunlit Youth	Local Natives	2016-09-06 22:12:00	Fountain of Youth
Alive On Arrival	Steve Forbert	2016-09-06 22:16:00	Goin' Down To Laurel
Fiyo On The Bayou	Neville Brothers	2016-09-06 22:21:00	Fire On The Bayou
Changes	Charles Bradley	2016-09-06 22:26:00	Changes
22, A Million	Bon Iver	2016-09-06 22:32:00	22 (OVER S??N)
Play	Moby	2016-09-06 22:35:00	Southside
Painted Shut	Hop Along	2016-09-06 22:39:00	Waitress
Real	Lydia Loveless	2016-09-06 22:42:00	Longer
Teens Of Denial	Car Seat Headrest	2016-09-06 22:46:00	Drunk Drivers/Killer Whales
Still Crazy After All These Years	Paul Simon	2016-09-06 22:52:00	50 Ways To Leave Your Lover
The Marcus King Band	The Marcus King Band	2016-09-06 22:56:00	Ain't Nothing Wrong With That
