album	artist	time	track
Elizabethtown (soundtrack)	The Hombres	2016-08-03 06:58:00	Let It Out (let It All Hang Out)
Let It Be	The Replacements	2016-08-03 07:00:00	Sixteen Blue
Little Seeds	Shovels & Rope	2016-08-03 07:04:00	I Know
Robert Ellis	Robert Ellis	2016-08-03 07:10:00	California
Tony Bennett: All-time Greatest Hits	Tony Bennett	2016-08-03 07:14:00	I Left My Heart In San Francisco
Lost Keys	Ben Arnold	2016-08-03 07:23:00	Nobody Hurtin' Like Me
Land Of Dreams	Randy Newman	2016-08-03 07:27:00	Dixie Flyer
Post Pop Depression	Iggy Pop	2016-08-03 07:31:00	Gardenia
We Were Wild	Esm? Patterson	2016-08-03 07:35:00	Feel Right
Emotions and Math	Margaret Glaspy	2016-08-03 07:42:00	You & I
Ten	Pearl Jam	2016-08-03 07:44:00	Alive
Forty Licks	The Rolling Stones	2016-08-03 07:53:00	Let's Spend The Night Together
Volume Two	She & Him	2016-08-03 07:57:00	In The Sun
Catch A Fire	Bob Marley & The Wailers	2016-08-03 08:00:00	Stir It Up
Heart Like A Levee	Hiss Golden Messenger	2016-08-03 08:05:00	Biloxi
The Shelters	The Shelters	2016-08-03 08:10:00	Rebel Heart
Dreamland	Madeleine Peyroux	2016-08-03 08:15:00	Dreamland
Stadium Cake	Oh Pep!	2016-08-03 08:22:00	Doctor Doctor
Plaza	Quilt	2016-08-03 08:25:00	Roller
London Calling	The Clash	2016-08-03 08:29:00	Lover's Rock
Surfer Girl	The Beach Boys	2016-08-03 08:33:00	Surfer Girl
We All The Light	River Whyless	2016-08-03 08:35:00	All Day All Night
Signs Of Light	The Head And The Heart	2016-08-03 08:41:00	All We Ever Knew
The Head And The Heart	The Head And The Heart	2016-08-03 08:45:00	Lost In My Mind
Queen Of The Minor Key	Eilen Jewell	2016-08-03 08:52:00	I Remember You
Ultraviolence	Lana Del Rey	2016-08-03 08:55:00	West Coast
Songs From The Big Chair	Tears For Fears	2016-08-03 09:00:00	Everybody Wants To Rule The World
Vaporize (Single)	Amos Lee	2016-08-03 09:04:00	Vaporize
Dolls of Highland	Kyle Craft	2016-08-03 09:09:00	Eye Of A Hurricane
Band On The Run	Paul McCartney & Wings	2016-08-03 09:13:00	Nineteen Hundred And Eighty Five
True Stories	Talking Heads	2016-08-03 09:19:00	Hey Now
Puberty 2	Mitski	2016-08-03 09:23:00	Your Best American Girl
Ouroboros	Ray Lamontagne	2016-08-03 09:27:00	Hey No Pressure
Loveless	My Bloody Valentine	2016-08-03 09:31:00	When You Sleep
case/lang/veirs	case/lang/veirs	2016-08-03 09:36:00	Best Kept Secret
Tails	Lisa Loeb	2016-08-03 09:39:00	Stay (I Missed You)
Mirror Blue	Richard Thompson	2016-08-03 09:42:00	Beeswing
Billy Breathes	Phish	2016-08-03 09:49:00	Character Zero
Crimson, White & Indigo: July 7 1989, JFK Stadium, Philadelphia	Grateful Dead	2016-08-03 09:53:00	Iko Iko
Sweet Somewhere Bound	Jackie Greene	2016-08-03 10:01:00	Honey I Been Thinking About You
(What's The Story) Morning Glory?	Oasis	2016-08-03 10:05:00	Champagne Supernova
The Voyager	Jenny Lewis	2016-08-03 10:13:00	She's Not Me
Spectrum	Billy Cobham	2016-08-03 10:17:00	Stratus
Bee Thousand	Guided By Voices	2016-08-03 10:23:00	I Am A Scientist
All That You Can't Leave Behind	U2	2016-08-03 10:26:00	Beautiful Day
Boys Don't Cry	The Cure	2016-08-03 10:30:00	Boys Don't Cry
Killer	Alice Cooper	2016-08-03 10:32:00	Be My Lover
Guitar Town	Steve Earle	2016-08-03 10:36:00	Guitar Town
The Kink Kronikles	The Kinks	2016-08-03 10:38:00	She's Got Everything
Changes	Charles Bradley	2016-08-03 10:43:00	Ain't It A Sin
Stone Rollin'	Raphael Saadiq	2016-08-03 10:47:00	Stone Rollin'
A Sailor?s Guide To Earth	Sturgill Simpson	2016-08-03 10:50:00	In Bloom
Tired of Tomorrow	Nothing	2016-08-03 10:56:00	Vertigo Flowers
Muchacho	Phosphorescent	2016-08-03 10:59:00	Song for Zula
Paging Mr. Proust	The Jayhawks	2016-08-03 11:05:00	Quiet Corners and Empty Spaces
Away	Okkervil River	2016-08-03 11:10:00	The Industry
The John Lennon Collection	John Lennon	2016-08-03 11:15:00	Instant Karma!
Coloring Book	Chance The Rapper	2016-08-03 11:18:00	Blessings
Schmilco	Wilco	2016-08-03 11:23:00	If I Ever Was a Child
#1 Record	Big Star	2016-08-03 11:26:00	Ballad Of El Goodo
Four	Blues Traveler	2016-08-03 11:30:00	Hook
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-03 11:35:00	SOB
Covered Up With Flowers EP	Lissie	2016-08-03 11:41:00	Games People Play
Var: No Alternative	Soul Asylum	2016-08-03 11:45:00	Sexual Healing
Air Harmonie: Live in Bonn	Mitch Ryder	2016-08-03 11:50:00	When You Were Mine
Beyond The Bloodhounds	Adia Victoria	2016-08-03 11:54:00	Dead Eyes
Sound Affects	The Jam	2016-08-03 11:57:00	Man In The Corner Shop
Nothing's Gonna Change the Way You Feel About Me Now	Justin Townes Earle	2016-08-03 12:00:00	Look The Other Way
Long After Dark	Tom Petty & The Heartbreakers	2016-08-03 12:03:00	Change Of Heart
Dig In Deep	Bonnie Raitt	2016-08-03 12:07:00	Gypsy In Me
If You're Feeling Sinister	Belle & Sebastian	2016-08-03 12:13:00	The Stars of Track and Field
Jazz	Queen	2016-08-03 12:17:00	Bicycle Race
Hounds Of Love	Kate Bush	2016-08-03 12:20:00	Running Up That Hill
Takin' It To The Streets	The Doobie Brothers	2016-08-03 12:25:00	It Keeps You Runnin'
The Best of Sam Cooke	Sam Cooke	2016-08-03 12:31:00	Cupid
The Lexicon Of Love	ABC	2016-08-03 12:33:00	Poison Arrow
Automatic For The People	R.E.M.	2016-08-03 12:37:00	Nightswimming
Plays Live	Peter Gabriel	2016-08-03 12:41:00	I Go Swimming
Holland	The Beach Boys	2016-08-03 12:47:00	Sail On, Sailor
Trampoline	Joe Henry	2016-08-03 12:51:00	Trampoline
Give It Back To You	The Record Company	2016-08-03 12:57:00	Rita Mae Young
Musicforthemorningafter	Pete Yorn	2016-08-03 13:01:00	Life On A Chain
The Marcus King Band	The Marcus King Band	2016-08-03 13:05:00	Ain't Nothing Wrong With That
III	Sheer Mag	2016-08-03 13:10:00	Can't Stop Fighting
Rocket To Russia	The Ramones	2016-08-03 13:14:00	Do You Wanna Dance?
Why Are You Ok	Band Of Horses	2016-08-03 13:16:00	Casual Party
Real	Lydia Loveless	2016-08-03 13:21:00	Longer
Is This It	The Strokes	2016-08-03 13:24:00	Last Nite
Ode To Sunshine	Delta Spirit	2016-08-03 13:28:00	Trashcan
Ode To Sunshine	Delta Spirit	2016-08-03 13:28:00	Trashcan
Ode To Sunshine	Delta Spirit	2016-08-03 13:28:00	Trashcan
Stranger To Stranger	Paul Simon	2016-08-03 13:31:00	Wristband
Girard Freeloader	Norwegian Arms	2016-08-03 13:36:00	How We Move
Travelling Without Moving	Jamiroquai	2016-08-03 13:40:00	Virtual Insanity
Wow (Single)	Beck	2016-08-03 13:45:00	Wow
Light Upon The Lake	Whitney	2016-08-03 13:51:00	No Matter Where We Go
Revelator	Tedeschi Trucks Band	2016-08-03 13:54:00	Bound For Glory
Seconds Of Pleasure	Rockpile	2016-08-03 15:57:00	You Ain't Nothin' But Fine
Era Vulgaris	Queens Of The Stone Age	2016-08-03 16:01:00	3's & 7's
For Fans Of Fang Fang	Fang Fang	2016-08-03 16:05:00	Good And Bad
Love & Hate	Michael Kiwanuka	2016-08-03 16:10:00	One More Night
Sketches For My Sweetheart The Drunk	Jeff Buckley	2016-08-03 16:14:00	Yard Of Blonde Girls
Vaporize (Single)	Amos Lee	2016-08-03 16:18:00	Vaporize
Spirit	Amos Lee	2016-08-03 16:19:00	Vaporize
Album	Public Image Ltd.	2016-08-03 16:21:00	Rise
"""Ghostbusters"" Soundtrack"	Elle King	2016-08-03 16:29:00	Good Girls
Walls & Bridges	John Lennon	2016-08-03 16:32:00	Whatever Gets You Through The Night
This Year's Model	Elvis Costello	2016-08-03 16:35:00	Radio, Radio
Moods Baby Moods	Sonny & The Sunsets	2016-08-03 16:38:00	Moods
Platinum Glenn Miller	Glenn Miller	2016-08-03 16:41:00	In The Mood
Quieno Creedence	Bang Data	2016-08-03 16:46:00	Fortunate Son
Be Set Free	Langhorne Slim	2016-08-03 16:50:00	Say Yes
A 1000 Times (single)	Hamilton Leithauser + Rostam	2016-08-03 16:55:00	A 1000 Times
Living In The Past	Jethro Tull	2016-08-03 17:00:00	Living In The Past
Ill Communication	Beastie Boys	2016-08-03 17:03:00	Sure Shot
Sonderlust	Kishi Bashi	2016-08-03 17:06:00	Say Yeah
Under The Table And Dreaming	Dave Matthews Band	2016-08-03 17:11:00	Typical Situation
Under The Table And Dreaming	Dave Matthews Band	2016-08-03 17:11:00	Typical Situation
The Marshall Tucker Band	Marshall Tucker Band	2016-08-03 17:17:00	Take The Highway
"Eric Burdon Declares ""War"""	Eric Burdon & War	2016-08-03 17:23:00	Spill The Wine
Beyond The Bloodhounds	Adia Victoria	2016-08-03 17:30:00	Dead Eyes
Schmilco	Wilco	2016-08-03 17:33:00	If I Ever Was a Child
Retrospective	Buffalo Springfield	2016-08-03 17:36:00	I Am A Child
case/lang/veirs	case/lang/veirs	2016-08-03 17:40:00	Best Kept Secret
Bloom Forever	Thomas Cohen	2016-08-03 17:43:00	Mother Mary
Introducing Karl Blau	Karl Blau	2016-08-03 17:51:00	To Love Somebody
The Magazine	Rickie Lee Jones	2016-08-03 17:55:00	It Must Be Love
The Modern Lovers	The Modern Lovers	2016-08-03 18:00:00	Old World
Teens Of Denial	Car Seat Headrest	2016-08-03 18:04:00	Vincent
War Babies	Hall & Oates	2016-08-03 18:09:00	Is It A Star
Mystery To Me	Fleetwood Mac	2016-08-03 18:14:00	Hypnotized
Bad Music For Bad People	The Cramps	2016-08-03 18:19:00	Human Fly
Lust For Life	Iggy Pop	2016-08-03 18:21:00	The Passenger
The Modern Dance	Pere Ubu	2016-08-03 18:26:00	Chinese Radiation
My Woman	Angel Olsen	2016-08-03 18:31:00	Shut Up Kiss Me
Violent Femmes	Violent Femmes	2016-08-03 18:34:00	Kiss Off
Heart Like A Levee	Hiss Golden Messenger	2016-08-03 18:37:00	Biloxi
Wake Of The Flood	Grateful Dead	2016-08-03 18:40:00	Eyes Of The World
Side Pony	Lake Street Dive	2016-08-03 18:45:00	Close to Me
The Getaway	Red Hot Chili Peppers	2016-08-03 18:50:00	Dark Necessities
Car Wheels On A Gravel Road	Lucinda Williams	2016-08-03 18:55:00	2 Kool 2 B Forgotten
Ozokidz	OzoKidz	2016-08-03 19:03:00	Let's Go To The Movies
Beauty And The Beast: Ost	Beauty And The Beast	2016-08-03 19:06:00	Be Our Guest
Meet Me In St. Louis	Judy Garland	2016-08-03 19:30:00	The Trolley Song
Teach Me Your Magic - Single	Skip Denenberg	2016-08-03 19:34:00	Teach Me Your Magic
Alapalooza	Weird Al Yankovic	2016-08-03 19:37:00	Jurassic Park
Cat And A Bird	Cat And A Bird	2016-08-03 19:53:00	I Wanna Be Like You
Radio Wayne	Wayne Brady	2016-08-03 19:56:00	Talk To The Animals
North Hills	Dawes	2016-08-03 20:00:00	When My Time Comes
Walk On	John Hiatt	2016-08-03 20:05:00	Cry Love
Let Me Get By	Tedeschi Trucks Band	2016-08-03 20:09:00	Anyhow
A Moon Shaped Pool	Radiohead	2016-08-03 20:18:00	Decks Dark
Boy	U2	2016-08-03 20:22:00	Twilight
THE FAMILY	Joseph Arthur	2016-08-03 20:28:00	You Keep Hanging On
Low	David Bowie	2016-08-03 20:31:00	Sound And Vision
A Sailor?s Guide To Earth	Sturgill Simpson	2016-08-03 20:34:00	In Bloom
Guided Meditation	Hurry	2016-08-03 20:39:00	Fascination
Attack & Release	The Black Keys	2016-08-03 20:43:00	Strange Times
Real	Lydia Loveless	2016-08-03 20:46:00	Longer
Signs Of Light	The Head And The Heart	2016-08-03 20:51:00	All We Ever Knew
Take It From The Man!	The Brian Jonestown Massacre	2016-08-03 20:55:00	Straight Up & Down
Synchronicity	The Police	2016-08-03 21:00:00	Synchronicity II
Haughty Melodic	Mike Doughty	2016-08-03 21:05:00	Busting Up A Starbucks
Why Are You Ok	Band Of Horses	2016-08-03 21:09:00	Casual Party
Why Are You Ok	Band Of Horses	2016-08-03 21:09:00	Casual Party
Little Seeds	Shovels & Rope	2016-08-03 21:15:00	I Know
Love, Gratitude And Other Distractions	Will Lee	2016-08-03 21:18:00	Get Out Of My Life Woman (feat. Billy Gibbons & Allen Toussaint)
Stiff	White Denim	2016-08-03 21:25:00	Ha Ha Ha Ha (Yeah)
In Step	Stevie Ray Vaughan	2016-08-03 21:29:00	Tight Rope
2	Mudcrutch	2016-08-03 21:33:00	Trailer
Magic Fire	The Stray Birds	2016-08-03 21:38:00	Shining In The Distance
So Runs The World Away	Josh Ritter	2016-08-03 21:42:00	Change Of Time
We All The Light	River Whyless	2016-08-03 21:46:00	All Day All Night
Emotions and Math	Margaret Glaspy	2016-08-03 21:52:00	You & I
Parachutes	Coldplay	2016-08-03 21:55:00	Shiver
