album	artist	time	track
I?m Alone, No You?re Not	Joseph	2016-08-08 05:32:00	White Flag
I?m Alone, No You?re Not	Joseph	2016-08-08 05:33:00	White Flag
Empty Glass	Pete Townshend	2016-08-08 05:36:00	Let My Love Open The Door
Come On Feel The Illinois	Sufjan Stevens	2016-08-08 05:38:00	Chicago
Heart Like A Levee	Hiss Golden Messenger	2016-08-08 05:44:00	Biloxi
The Flyer	Nanci Griffith	2016-08-08 05:47:00	This Heart
Before These Crowded Streets	Dave Matthews Band	2016-08-08 05:51:00	Crush
Damn The Torpedos	Tom Petty & The Heartbreakers	2016-08-08 05:55:00	Here Comes My Girl
Random Access Memories	Daft Punk	2016-08-08 06:00:00	Fragments of Time
Act One	Marian Hill	2016-08-08 06:04:00	I Want You
Beyond The Bloodhounds	Adia Victoria	2016-08-08 06:10:00	Dead Eyes
Workbook	Bob Mould	2016-08-08 06:12:00	Heartbreak A Stranger
Love & Hate	Michael Kiwanuka	2016-08-08 06:21:00	Black Man In A White World
In Through The Out Door	Led Zeppelin	2016-08-08 06:24:00	In The Evening
Modern Vampires Of The City	Vampire Weekend	2016-08-08 06:31:00	Ya Hey
A 1000 Times (single)	Hamilton Leithauser + Rostam	2016-08-08 06:36:00	A 1000 Times
Spirit	Amos Lee	2016-08-08 06:43:00	Vaporize
III	Sheer Mag	2016-08-08 06:46:00	Can't Stop Fighting
Back To Macon, GA	Gregg Allman	2016-08-08 06:54:00	Stormy Monday
Transformer	Lou Reed	2016-08-08 07:02:00	Perfect Day
Dolls of Highland	Kyle Craft	2016-08-08 07:06:00	Eye Of A Hurricane
Puberty 2	Mitski	2016-08-08 07:13:00	Your Best American Girl
Ouroboros	Ray Lamontagne	2016-08-08 07:17:00	Hey No Pressure
Day Breaks	Norah Jones	2016-08-08 07:24:00	Carry On
Time Fades Away	Neil Young	2016-08-08 07:27:00	Don't Be Denied
Old Crow Medicine Show	Old Crow Medicine Show	2016-08-08 07:32:00	Wagon Wheel
Magic Fire	The Stray Birds	2016-08-08 07:36:00	Shining In The Distance
A Sailor?s Guide To Earth	Sturgill Simpson	2016-08-08 07:43:00	In Bloom
Emotions and Math	Margaret Glaspy	2016-08-08 07:47:00	You & I
Introducing Karl Blau	Karl Blau	2016-08-08 07:52:00	To Love Somebody
The Magazine	Rickie Lee Jones	2016-08-08 07:55:00	It Must Be Love
Little Creatures	Talking Heads	2016-08-08 08:01:00	Road to Nowhere
Signs Of Light	The Head And The Heart	2016-08-08 08:05:00	All We Ever Knew
Sea of Noise	St. Paul & The Broken Bones	2016-08-08 08:10:00	All I Ever Wonder
Light Upon The Lake	Whitney	2016-08-08 08:14:00	No Matter Where We Go
Boy	U2	2016-08-08 08:21:00	I Will Follow
Boy	U2	2016-08-08 08:25:00	Stories For Boys
Achtung Baby	U2	2016-08-08 08:28:00	Mysterious Ways
single	Barns Courtney	2016-08-08 08:32:00	Fire
Human Performance	Parquet Courts	2016-08-08 08:35:00	Berlin Got Blurry
Schmilco	Wilco	2016-08-08 08:40:00	If I Ever Was a Child
Born and Raised	John Mayer	2016-08-08 08:43:00	Queen of California
American Beauty	Grateful Dead	2016-08-08 08:47:00	Till The Morning Comes
Stiff	White Denim	2016-08-08 08:52:00	Ha Ha Ha Ha (Yeah)
Aretha's Gold	Aretha Franklin	2016-08-08 08:56:00	Sweet Sweet Baby
It Still Moves	My Morning Jacket	2016-08-08 08:59:00	One Big Holiday
A Head Full of Dreams	Coldplay	2016-08-08 09:04:00	Adventure Of A Lifetime
Wow (Single)	Beck	2016-08-08 09:08:00	Wow
The Marcus King Band	The Marcus King Band	2016-08-08 09:13:00	Ain't Nothing Wrong With That
Pearl	Janis Joplin	2016-08-08 09:17:00	Cry Baby
The Complete Recordings, Vol. 1	Bessie Smith	2016-08-08 09:21:00	Down Hearted Blues
Sonderlust	Kishi Bashi	2016-08-08 09:26:00	Say Yeah
Graceland	Paul Simon	2016-08-08 09:30:00	Graceland
I Am Shelby Lynne	Shelby Lynne	2016-08-08 09:35:00	Thought It Would Be Easier
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-08 09:40:00	I Need Never Get Old
Colvin & Earle	Colvin & Earle	2016-08-08 09:44:00	You're Right (I'm Wrong)
The Lumineers	The Lumineers	2016-08-08 09:48:00	Stubborn Love
We Were Wild	Esm? Patterson	2016-08-08 09:54:00	Feel Right
No Better Than This	John Mellencamp	2016-08-08 09:58:00	No Better Than This
Beneath These Fireworks	Matt Nathanson	2016-08-08 10:01:00	Suspended
Sweets From A Stranger	Squeeze	2016-08-08 10:04:00	Black Coffee In Bed
Isley Brothers Greatest Hits	The Isley Brothers	2016-08-08 10:10:00	Harvest For The World
Worrisome Heart	Melody Gardot	2016-08-08 10:14:00	Worrisome Heart
The Legend of Tarzan: Original Motion Picture Soundtrack	Hozier	2016-08-08 10:18:00	Better Love
Jackson Browne	Jackson Browne	2016-08-08 10:21:00	Rock Me On The Water
Give You The Ghost	Polica	2016-08-08 10:25:00	Dark Star
The Tubes	The Tubes	2016-08-08 10:30:00	What Do You Want From Life
Live At First Avenue	Trampled By Turtles	2016-08-08 10:34:00	Wait So Long
Sunlit Youth	Local Natives	2016-08-08 10:40:00	Fountain of Youth
Traveller	Chris Stapleton	2016-08-08 10:44:00	Tennessee Whiskey
Still Bill	Bill Withers	2016-08-08 10:49:00	Who Is He (And What Is He To You)?
Real	Lydia Loveless	2016-08-08 10:53:00	Longer
Psychopomp	Japanese Breakfast	2016-08-08 10:57:00	In Heaven
La Bamba (soundtrack)	Los Lobos	2016-08-08 11:01:00	Come On Let's Go
Warchild	Jethro Tull	2016-08-08 11:03:00	Bungle In The Jungle
"""Ghostbusters"" Soundtrack"	Elle King	2016-08-08 11:07:00	Good Girls
Heart Like A Levee	Hiss Golden Messenger	2016-08-08 11:11:00	Biloxi
Day of the Dead	Hiss Golden Messenger	2016-08-08 11:14:00	Brown-Eyed Women
Broken English	Marianne Faithfull	2016-08-08 11:19:00	Broken English
Duncan Sheik	Duncan Sheik	2016-08-08 11:23:00	Barely Breathing
Side Pony	Lake Street Dive	2016-08-08 11:28:00	Close to Me
Fear	Toad The Wet Sprocket	2016-08-08 11:33:00	All I Want
Johannesburg	Mumford & Sons and Baaba Maal	2016-08-08 11:36:00	There Will Be Time
The Getaway	Red Hot Chili Peppers	2016-08-08 11:42:00	Dark Necessities
Torches	Foster The People	2016-08-08 11:47:00	Don't Stop (Color On The Walls)
Everybody Got Their Something	Nikka Costa	2016-08-08 11:49:00	Like A Feather
Day Breaks	Norah Jones	2016-08-08 11:55:00	Carry On
Slow Turning	John Hiatt	2016-08-08 11:57:00	Slow Turning
Moon Safari	Air	2016-08-08 12:01:00	All I Need
Changes	Charles Bradley	2016-08-08 12:05:00	Changes
Teens Of Denial	Car Seat Headrest	2016-08-08 12:12:00	Vincent
The Beauty Of The Rain	Dar Williams	2016-08-08 12:18:00	Beauty Of The Rain
Mental Jewelry	Live	2016-08-08 12:21:00	The Beauty Of Gray
Sing to the Moon	Laura Mvula	2016-08-08 12:25:00	Green Garden
Houses Of The Holy	Led Zeppelin	2016-08-08 12:29:00	The Ocean
Deja Vu	Crosby Stills Nash & Young	2016-08-08 12:36:00	Teach Your Children
The Eagles	The Eagles	2016-08-08 12:39:00	Peaceful, Easy Feeling
Sky Blue Sky	Wilco	2016-08-08 12:43:00	Sky Blue Sky
Give It Back To You	The Record Company	2016-08-08 12:48:00	Rita Mae Young
Days Are Gone	Haim	2016-08-08 12:52:00	Forever
Silk Degrees	Boz Scaggs	2016-08-08 12:56:00	What Can I Say
A Sailor?s Guide To Earth	Sturgill Simpson	2016-08-08 12:59:00	Brace For Impact
Years Of Refusal	Morrissey	2016-08-08 13:04:00	I'm Throwing My Arms Around Paris
Spirit	Amos Lee	2016-08-08 13:07:00	Vaporize
Cheap Thrills	Big Brother & The Holding Company	2016-08-08 13:11:00	Piece Of My Heart
Away	Okkervil River	2016-08-08 13:15:00	The Industry
Dolls of Highland	Kyle Craft	2016-08-08 13:21:00	Eye Of A Hurricane
Endless Flight	Leo Sayer	2016-08-08 13:25:00	You Make Me Feel Like Dancing
Tell Me	Jessica Lea Mayfield	2016-08-08 13:28:00	Our Hearts Are Wrong
Tender Trap EP	Heart Harbor	2016-08-08 13:33:00	Always, Honey
Darkness On The Edge Of Town	Bruce Springsteen	2016-08-08 13:36:00	Prove It All Night
Solitude Standing	Suzanne Vega	2016-08-08 13:40:00	Tom's Diner
Why Are You Ok	Band Of Horses	2016-08-08 13:44:00	In A Drawer
A Moon Shaped Pool	Radiohead	2016-08-08 13:50:00	Decks Dark
No Need To Argue	The Cranberries	2016-08-08 13:54:00	Zombie
Beginning Stages Of The Polyphonic Spree	The Polyphonic Spree	2016-08-08 15:58:00	Light And Day/reach For The Sun
Atlantic Top 60: Jazz, Jive & Strut	"David ""Fathead"" Newman"	2016-08-08 16:02:00	Hard Times
My Woman	Angel Olsen	2016-08-08 16:08:00	Shut Up Kiss Me
The Legend of Tarzan: Original Motion Picture Soundtrack	Hozier	2016-08-08 16:13:00	Better Love
Tunnel Of Love	Bruce Springsteen	2016-08-08 16:17:00	Tunnel Of Love
K 2.0	Kula Shaker	2016-08-08 16:22:00	Let Love B (With U)
Cults	Cults	2016-08-08 16:26:00	Go Outside
Spirit	Amos Lee	2016-08-08 16:29:00	Vaporize
Spirit	Amos Lee	2016-08-08 16:29:00	Vaporize
I?m Alone, No You?re Not	Joseph	2016-08-08 16:35:00	White Flag
The Lexicon Of Love	ABC	2016-08-08 16:38:00	Poison Arrow
Madonna	Madonna	2016-08-08 16:42:00	Borderline
Signs Of Light	The Head And The Heart	2016-08-08 16:47:00	All We Ever Knew
The Shelters	The Shelters	2016-08-08 16:52:00	Rebel Heart
Social Distortion	Social Distortion	2016-08-08 16:56:00	So Far Away
Gun Shy Trigger Happy	Jen Trynin	2016-08-08 17:00:00	I Resign
Waylon & Willie	Waylon Jennings & Willie Nelson	2016-08-08 17:04:00	I Can Get Off On You
Mirage	Meat Puppets	2016-08-08 17:06:00	Quit It
Beautiful World	Big Head Todd & The Monsters	2016-08-08 17:09:00	Resignation Superman
Maggot Brain	Funkadelic	2016-08-08 17:13:00	Hit It And Quit It
Little Seeds	Shovels & Rope	2016-08-08 17:19:00	I Know
Gratitude	Earth Wind & Fire	2016-08-08 17:22:00	Shining Star
Gratitude	Earth Wind & Fire	2016-08-08 17:22:00	Shining Star
Nite-Funk (e.p.)	Nite-Funk	2016-08-08 17:25:00	Let Me Be Me
Human Performance	Parquet Courts	2016-08-08 17:31:00	Berlin Got Blurry
The Velvet Underground & Nico	The Velvet Underground & Nico	2016-08-08 17:34:00	I'm Waiting For The Man
Schmilco	Wilco	2016-08-08 17:40:00	If I Ever Was a Child
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-08 17:43:00	I Need Never Get Old
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-08 17:43:00	I Need Never Get Old
Vacation	The Blank Tapes	2016-08-08 17:47:00	Don't Ever Get Old
THE FAMILY	Joseph Arthur	2016-08-08 17:52:00	You Keep Hanging On
19	Adele	2016-08-08 17:56:00	Chasing Pavements
Starfish	The Church	2016-08-08 18:00:00	Under The Milky Way
Love & Hate	Michael Kiwanuka	2016-08-08 18:05:00	Black Man In A White World
Enlightened Rogues	The Allman Brothers	2016-08-08 18:09:00	Crazy Love
Million Mile Reflections	The Charlie Daniels Band	2016-08-08 18:13:00	Passing Lane
Street Survivors	Lynyrd Skynyrd	2016-08-08 18:16:00	I Know A Little
London Calling	The Clash	2016-08-08 18:20:00	The Right Profile
Ghostwriter	Garland Jeffreys	2016-08-08 18:24:00	Ghostwriter
Day Breaks	Norah Jones	2016-08-08 18:31:00	Carry On
So	Peter Gabriel	2016-08-08 18:34:00	That Voice Again
Tired of Tomorrow	Nothing	2016-08-08 18:39:00	Vertigo Flowers
The Man Who Sold The World	David Bowie	2016-08-08 18:42:00	The Width Of A Circle
Real	Lydia Loveless	2016-08-08 18:51:00	Longer
Days Like This	Van Morrison	2016-08-08 18:55:00	Perfect Fit
Big Things	Lucy Kalantari	2016-08-08 19:02:00	Fantastic Things
A Day in My Life	Houston School & Live Connections	2016-08-08 19:04:00	Fantastic Destination
The Playground Zone	Alphabet Rockers	2016-08-08 19:07:00	That's Your Name, Wear It Out!
Infinity Plus One	Secret Agent 23: Skidoo	2016-08-08 19:09:00	Secret Superhero
The Bestest Of The Best	Dog On Fleas	2016-08-08 19:15:00	Worms
Camp Songs	KB Whirly	2016-08-08 19:19:00	The Littlest Worm
Sing As We Go!!	Charlie Hope	2016-08-08 19:21:00	When The Ice Worm Nests Again
Backyard Garden	Earthworm Ensemble	2016-08-08 19:23:00	Backyard Garden
Greasy Kid Stuff Songs From Inside The Radio	Tom Burrello	2016-08-08 19:25:00	There's A New Sound (The Sound Of Worms)
Demo	Bubboon's Tunes	2016-08-08 19:28:00	Worm Collection
Trees	Molly Ledford & Billy Kelly	2016-08-08 19:32:00	(It's Just A) Dumb Old Stick
Saddle Up	Okee Dokee Brothers	2016-08-08 19:35:00	Sister Moon & Brother Sun
Deer Sounds	Linda Perry & Sara Gilbert	2016-08-08 19:39:00	He & She
More Love	Vivi Melody & Family	2016-08-08 19:42:00	More Love
All Kinds Of You And Me	Alastair Moock	2016-08-08 19:46:00	I Am Malala
Miss Paula & the Candy Bandits	Miss Paula & the Candy Bandits	2016-08-08 19:51:00	Dinosaur Dance
When I Was Your Age	Nathalia	2016-08-08 19:54:00	Dinosaur Dance
Yay!	Seanster And The Monsters	2016-08-08 19:56:00	Whales Are Bigger Than Dinosaurs
Girard Freeloader	Norwegian Arms	2016-08-08 20:00:00	How We Move
A 1000 Times (single)	Hamilton Leithauser + Rostam	2016-08-08 20:04:00	A 1000 Times
Love Is A Burden (Single)	Jamestown Revival	2016-08-08 20:10:00	Love Is A Burden
If You Want It (Single)	Sam Roberts Band	2016-08-08 20:14:00	If You Want It
Heads Up	Warpaint	2016-08-08 20:19:00	New Song
Boy King	Wild Beasts	2016-08-08 20:22:00	Get My Bang
Nite-Funk (e.p.)	Nite-Funk	2016-08-08 20:26:00	Let Me Be Me
22 Knots	Ethan Burns	2016-08-08 20:31:00	Homeward
22 Knots	Ethan Burns	2016-08-08 20:35:00	22 Knots
Day Breaks	Norah Jones	2016-08-08 20:39:00	Carry On
Something To Ruin	Ages and Ages	2016-08-08 20:42:00	They Want More
Sonderlust	Kishi Bashi	2016-08-08 20:47:00	Say Yeah
Quiero Creedence	The Mavericks	2016-08-08 20:54:00	Hey Tonight
Quiero Creedence	Los Lobos	2016-08-08 20:56:00	Bootleg
Tightrope Walker	Rachael Yamagata	2016-08-08 21:00:00	Over
Older	Yael Naim	2016-08-08 21:04:00	Make A Child
Golden Age	Chris Staples	2016-08-08 21:10:00	Golden Age
Calico Review	Allah-Las	2016-08-08 21:13:00	Could Be You
The Roxy Sessions	Angela McCluskey	2016-08-08 21:17:00	You And Me
Majesty	Flamingods	2016-08-08 21:20:00	Jungle Birds
American Band	Drive-By Truckers	2016-08-08 21:24:00	What It Means
Everyone Else	Slothrust	2016-08-08 21:30:00	Horseshoe Crab
My Piece Of Land	Amanda Shires	2016-08-08 21:36:00	When You're Gone
Storyman	Sam Bush	2016-08-08 21:39:00	Transcendental Meditation Blues
Miss Sharon Jones! (Soundtrack)	Sharon Jones And The Dap-Kings	2016-08-08 21:43:00	I'm Still Here
Building a Beginning	Jamie Lidell	2016-08-08 21:47:00	Walk Right Back
High Bias	Purling Hiss	2016-08-08 21:52:00	Fever
single	Mondo Cozmo	2016-08-08 21:55:00	Hold On To Me
Awake	Tycho	2016-08-08 21:59:00	Montana
Come On Get Happy - The Very Best Of The Patridge Family	The Partridge Family	2016-08-08 22:58:00	Come On Get Happy
