album	artist	time	track
Nuggets: Classics From The Psychedelic 60's	The Seeds	2016-08-29 02:34:00	Pushin' Too Hard
The Getaway	Red Hot Chili Peppers	2016-08-29 02:37:00	Dark Necessities
Highway 61 Revisited	Bob Dylan	2016-08-29 02:42:00	Tombstone Blues
Perfectly Good Guitar	John Hiatt	2016-08-29 02:48:00	Perfectly Good Guitar
Melon Collie & The Infinite Sadness	Smashing Pumpkins	2016-08-29 02:52:00	Thirty Three
Birds Say	Darlingside	2016-08-29 02:56:00	Go Back
Voices Carry	'Til Tuesday	2016-08-29 02:59:00	Voices Carry
Today	Raul Malo	2016-08-29 03:04:00	Every Little Thing About You
Return To Love	LVL UP	2016-08-29 03:08:00	Pain
Acadie	Daniel Lanois	2016-08-29 03:13:00	The Maker
Next	Soulive	2016-08-29 03:17:00	Joyful Girl
El Rayo-X	David Lindley	2016-08-29 03:23:00	Pay The Man
Non-Stop Erotic Cabaret	Soft Cell	2016-08-29 03:26:00	Tainted Love
My Woman	Angel Olsen	2016-08-29 03:29:00	Shut Up Kiss Me
Out Of Time	R.E.M.	2016-08-29 03:32:00	Radio Song
Joshua Judges Ruth	Lyle Lovett	2016-08-29 03:36:00	She Makes Me Feel Good
Rock Instrumentals	Alvin Cash And The Crawlers	2016-08-29 03:40:00	Twine Time
Axis: Bold As Love	Jimi Hendrix	2016-08-29 03:42:00	Up From The Skies
Human Performance	Parquet Courts	2016-08-29 03:45:00	Dust
A Moon Shaped Pool	Radiohead	2016-08-29 03:49:00	Decks Dark
Be the Void	Dr. Dog	2016-08-29 03:53:00	Lonesome
Vivid	Living Colour	2016-08-29 03:56:00	Cult Of Personality
The Hope Six Demolition Project	PJ Harvey	2016-08-29 04:01:00	The Wheel
All About Chemistry	Semisonic	2016-08-29 04:05:00	Chemistry
Give the People What They Want	The Kinks	2016-08-29 04:09:00	Destroyer
Red Dirt Girl	Emmylou Harris	2016-08-29 04:13:00	I Don't Want To Talk About It Now
Time (The Revelator)	Gillian Welch	2016-08-29 04:18:00	My First Lover
case/lang/veirs	case/lang/veirs	2016-08-29 04:21:00	Best Kept Secret
So Ferocious	Carsie Blanton	2016-08-29 04:24:00	Ravenous
How Sweet It Is	Joan Osborne	2016-08-29 04:27:00	Only You Know And I Know
Going Blank Again	Ride	2016-08-29 04:31:00	Twisterella
Ten Summoner's Tales	Sting	2016-08-29 04:34:00	If I Ever Lose My Faith In You
22, A Million	Bon Iver	2016-08-29 04:39:00	22 (OVER S??N)
You Are The Quarry	Morrissey	2016-08-29 04:42:00	Irish Blood, English Heart
Love Is The Song We Sing - San Francisco Nuggets 1965-1970	Moby Grape	2016-08-29 04:44:00	Omaha
American Band	Drive-By Truckers	2016-08-29 04:47:00	What It Means
Child Is Father To The Man	Blood Sweat & Tears	2016-08-29 04:53:00	I Can't Quit Her
Fight Songs	Old 97's	2016-08-29 04:56:00	Jagged
Side Pony	Lake Street Dive	2016-08-29 05:00:00	Close to Me
Ganging Up On The Sun	Guster	2016-08-29 05:04:00	One Man Wrecking Machine
I Robot	The Alan Parsons Project	2016-08-29 05:08:00	I Wouldn't Want To Be Like You
Tightrope Walker	Rachael Yamagata	2016-08-29 05:11:00	Over
Making Mirrors	Gotye	2016-08-29 05:15:00	Somebody That I Used to Know
Making Mirrors	Gotye	2016-08-29 05:15:00	Somebody That I Used to Know
Naked	Talking Heads	2016-08-29 05:19:00	(Nothing But) Flowers
Sticky Fingers	The Rolling Stones	2016-08-29 05:24:00	Wild Horses
K 2.0	Kula Shaker	2016-08-29 05:30:00	Let Love B (With U)
2	Mudcrutch	2016-08-29 05:34:00	Dreams of Flying
Double Fantasy	John Lennon	2016-08-29 05:37:00	(Just Like) Starting Over
Be Set Free	Langhorne Slim	2016-08-29 05:41:00	Say Yes
Bringing Down The Horse	The Wallflowers	2016-08-29 05:44:00	6th Avenue Heartache
Spirit	Amos Lee	2016-08-29 05:50:00	Running Out Of Time
Four Songs (e.p.)	Alexi Murdoch	2016-08-29 05:53:00	Orange Sky
Verve/Remixed 1	Dinah Washington	2016-08-29 06:00:00	Is You Is Or Is You Ain't My Baby? (remix)
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-29 06:04:00	I Need Never Get Old
Why Are You Ok	Band Of Horses	2016-08-29 06:10:00	In A Drawer
Arranging Time	Pete Yorn	2016-08-29 06:14:00	Lost Weekend
Away	Okkervil River	2016-08-29 06:21:00	The Industry
Station To Station	David Bowie	2016-08-29 06:25:00	TVC15
Car Wheels On A Gravel Road	Lucinda Williams	2016-08-29 06:31:00	Can't Let Go
Little Seeds	Shovels & Rope	2016-08-29 06:34:00	I Know
Love (e.p.)	The Lion's Paw	2016-08-29 06:40:00	Love
UB40	UB40	2016-08-29 06:44:00	Breakfast In Bed
The Other Side Of Daybreaker	Beth Orton	2016-08-29 06:52:00	Ooh Child
Heart Like A Levee	Hiss Golden Messenger	2016-08-29 06:56:00	Biloxi
So	Peter Gabriel	2016-08-29 06:58:00	Mercy Street
Nashville Demos	Oliver John-Rodgers	2016-08-29 07:03:00	Lips on Fire
Day Breaks	Norah Jones	2016-08-29 07:09:00	Carry On
Come Away With Me	Norah Jones	2016-08-29 07:12:00	Don't Know Why
The Ultimate Charlie Parker	Charlie Parker	2016-08-29 07:15:00	Scrapple From The Apple
Blue Mountain	Bob Weir	2016-08-29 07:21:00	Only A River
Crash	Dave Matthews Band	2016-08-29 07:27:00	So Much To Say
Four-Calendar Cafe	Cocteau Twins	2016-08-29 07:31:00	Know Who You Are At Every Age
Psychopomp	Japanese Breakfast	2016-08-29 07:34:00	In Heaven
Light Upon The Lake	Whitney	2016-08-29 07:40:00	No Matter Where We Go
Howlin' Wind	Graham Parker	2016-08-29 07:42:00	Don't Ask Me Questions
Sea of Noise	St. Paul & The Broken Bones	2016-08-29 07:52:00	All I Ever Wonder
14 Greatest Hits	Al Green	2016-08-29 07:56:00	Here I Am (Come And Take Me)
Glow	Donavon Frankenreiter	2016-08-29 07:59:00	Glow
Surprise	Paul Simon	2016-08-29 08:02:00	Father And Daughter
The Marcus King Band	The Marcus King Band	2016-08-29 08:07:00	Ain't Nothing Wrong With That
Sonderlust	Kishi Bashi	2016-08-29 08:12:00	Say Yeah
The Essential	Bruce Springsteen	2016-08-29 08:17:00	From Small Things
The Battle For Everything	Five For Fighting	2016-08-29 08:25:00	100 Years
Funeral	Arcade Fire	2016-08-29 08:30:00	Neighborhood #3 (power Out)
Love & Hate	Michael Kiwanuka	2016-08-29 08:35:00	Black Man In A White World
Give It Back To You	The Record Company	2016-08-29 08:39:00	Rita Mae Young
Colvin & Earle	Colvin & Earle	2016-08-29 08:44:00	You're Right (I'm Wrong)
I Had A Dream That You Were Mine	Hamilton Leithauser + Rostam	2016-08-29 08:51:00	A 1000 Times
Plans	Death Cab For Cutie	2016-08-29 08:55:00	Summer Skin
Definitely Maybe	Oasis	2016-08-29 08:59:00	Live Forever
Emotions and Math	Margaret Glaspy	2016-08-29 09:03:00	You & I
We're All Gonna Die	Dawes	2016-08-29 09:06:00	When the Tequila Runs Out
Hold Out	Jackson Browne	2016-08-29 09:11:00	Hold Out
Diamonds On The Inside	Ben Harper	2016-08-29 09:16:00	Diamonds On The Inside
Nite-Funk (e.p.)	Nite-Funk	2016-08-29 09:21:00	Let Me Be Me
Plantation Lullabies	Me'shell Ndegeocello	2016-08-29 09:26:00	I'm Diggin' You (Like An Old Soul Record)
Sunlit Youth	Local Natives	2016-08-29 09:30:00	Fountain of Youth
Dolls of Highland	Kyle Craft	2016-08-29 09:35:00	Lady of the Ark
This Year's Model	Elvis Costello	2016-08-29 09:40:00	Radio, Radio
Viva La Vida	Coldplay	2016-08-29 09:43:00	Violet Hill
Viva La Vida	Coldplay	2016-08-29 09:43:00	Violet Hill
Nowhere Now	Waterstrider	2016-08-29 09:47:00	New Sun
22, A Million	Bon Iver	2016-08-29 09:52:00	"""33 ""GOD"""""
Play	Moby	2016-08-29 09:56:00	Porcelain
Port of Morrow	The Shins	2016-08-29 10:00:00	It's Only Life
Reptile (single)	Eric Clapton	2016-08-29 10:04:00	Superman Inside
The Morning After	The J. Geils Band	2016-08-29 10:09:00	Looking For A Love
Come Back as Rain	Good Old War	2016-08-29 10:12:00	Amazing Eyes
The Best Of The Cowsills	The Cowsills	2016-08-29 10:16:00	Indian Lake
Signs Of Light	The Head And The Heart	2016-08-29 10:19:00	All We Ever Knew
Turnstiles	Billy Joel	2016-08-29 10:23:00	I've Loved These Days
Boys And Girls	Bryan Ferry	2016-08-29 10:27:00	Slave To Love
One On One	Cheap Trick	2016-08-29 10:31:00	If You Want My Love
Old School Thang	Billy Hector	2016-08-29 10:36:00	Old School Thang
I?m Alone, No You?re Not	Joseph	2016-08-29 10:44:00	White Flag
Lie To Me	Jonny Lang	2016-08-29 10:47:00	Hit The Ground Running
single	Barns Courtney	2016-08-29 10:50:00	Fire
Schmilco	Wilco	2016-08-29 10:55:00	If I Ever Was a Child
I Came To Dance	Nils Lofgren	2016-08-29 10:58:00	I Came To Dance
Careless Love	Madeleine Peyroux	2016-08-29 11:03:00	Don't Wait Too Long
We All The Light	River Whyless	2016-08-29 11:06:00	All Day All Night
Real	Lydia Loveless	2016-08-29 11:11:00	Longer
A Weekend In The City	Bloc Party	2016-08-29 11:15:00	The Prayer
Best Medicine	The Stray Birds	2016-08-29 11:23:00	Best Medicine
New Beginnings	Tracy Chapman	2016-08-29 11:27:00	Give Me One Reason
The Shelters	The Shelters	2016-08-29 11:31:00	Rebel Heart
Dreaming Wide Awake	Lizz Wright	2016-08-29 11:36:00	Get Together
Comes A Time	Neil Young	2016-08-29 11:40:00	Look Out For My Love
Let Me Get By	Tedeschi Trucks Band	2016-08-29 11:44:00	Don't Know What It Means
They Only Come Out At Night	Edgar Winter Group	2016-08-29 11:50:00	Frankenstein
A Moon Shaped Pool	Radiohead	2016-08-29 11:55:00	Decks Dark
Eastmountainsouth	Eastmountainsouth	2016-08-29 12:00:00	Rain Come Down
Teens Of Denial	Car Seat Headrest	2016-08-29 12:03:00	Vincent
Dolls of Highland	Kyle Craft	2016-08-29 12:08:00	Eye Of A Hurricane
Greatest Hits 1990-2000	U2	2016-08-29 12:13:00	Electrical Storm
Sgt. Pepper's Lonely Hearts Club Band	The Beatles	2016-08-29 12:19:00	With A Little Help From My Friends
The Story of Sonny Boy Slim	Gary Clark Jr.	2016-08-29 12:21:00	The Healing
The RainWater LP	Citizen Cope	2016-08-29 12:25:00	Healing Hands
Menagerie	Bill Withers	2016-08-29 12:37:00	Lovely Day
Anthology	Ben E. King	2016-08-29 12:41:00	Stand By Me
Dreambook	Mutlu	2016-08-29 12:44:00	One Life with You
Exodus	Bob Marley & The Wailers	2016-08-29 12:52:00	Three Little Birds
Continuum	John Mayer	2016-08-29 12:55:00	Waiting On The World To Change
True Sadness	The Avett Brothers	2016-08-29 12:58:00	Ain't No Man
Flaming Red	Patty Griffin	2016-08-29 13:02:00	Change
Private Revolution	World Party	2016-08-29 13:06:00	All Come True
Why Are You Ok	Band Of Horses	2016-08-29 13:12:00	In A Drawer
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-29 13:18:00	I Need Never Get Old
E Pluribus Funk	Grand Funk Railroad	2016-08-29 13:22:00	Footstompin' Music
Coloring Book	Chance The Rapper	2016-08-29 13:25:00	Blessings
Barton Hollow	The Civil Wars	2016-08-29 13:29:00	Poison & Wine
single	Jason Reed	2016-08-29 13:36:00	Be a Part of This
Trey Anastasio	Trey Anastasio	2016-08-29 13:39:00	Alive Again
Light Upon The Lake	Whitney	2016-08-29 13:43:00	No Matter Where We Go
American Band	Drive-By Truckers	2016-08-29 13:47:00	What It Means
Life's Rich Pageant	R.E.M.	2016-08-29 13:54:00	Superman
Terror Twilight	Pavement	2016-08-29 13:56:00	Spit On A Stranger
Odelay	Beck	2016-08-29 15:56:00	Devil's Haircut
Blank Generation	Richard Hell & The Voidoids	2016-08-29 16:00:00	Blank Generation
K 2.0	Kula Shaker	2016-08-29 16:03:00	Let Love B (With U)
Psychedelic Pill	Neil Young & Crazy Horse	2016-08-29 16:10:00	Ramada Inn
We're All Gonna Die	Dawes	2016-08-29 16:35:00	When the Tequila Runs Out
2	Mudcrutch	2016-08-29 16:40:00	Dreams of Flying
Return To Love	LVL UP	2016-08-29 16:45:00	Pain
Mag Earwhig!	Guided By Voices	2016-08-29 16:50:00	Bulldog Skin
My Woman	Angel Olsen	2016-08-29 16:54:00	Shut Up Kiss Me
Back To Mono - Phil Spector Collection	The Crystals	2016-08-29 16:57:00	Then He Kissed Me
Keep On Running	The Spencer Davis Group	2016-08-29 17:00:00	Keep On Running
The Velvet Underground & Nico	The Velvet Underground & Nico	2016-08-29 17:03:00	Run Run Run
Sandinista!	The Clash	2016-08-29 17:07:00	Police On My Back
Hounds Of Love	Kate Bush	2016-08-29 17:11:00	Running Up That Hill
Keep Your Hands Off My Power Supply	Slade	2016-08-29 17:15:00	Run Runaway
Human Performance	Parquet Courts	2016-08-29 17:21:00	Berlin Got Blurry
Remain In Light	Talking Heads	2016-08-29 17:24:00	Once In A Lifetime
Spirit	Amos Lee	2016-08-29 17:29:00	Vaporize
A Wizard, A True Star	Todd Rundgren	2016-08-29 17:33:00	Sometimes I Don't Know What To Feel
Real	Lydia Loveless	2016-08-29 17:37:00	Longer
One For The Birds (e.p.)	American Dinosaur	2016-08-29 17:42:00	Sweepstakes
...Like Clockwork	Queens Of The Stone Age	2016-08-29 17:45:00	If I Had A Tail
Sea of Noise	St. Paul & The Broken Bones	2016-08-29 17:50:00	All I Ever Wonder
Sea of Noise	St. Paul & The Broken Bones	2016-08-29 17:50:00	All I Ever Wonder
22, A Million	Bon Iver	2016-08-29 17:54:00	22 (OVER S??N)
Yakety Sax!	Boots Randolph	2016-08-29 17:58:00	Yakety Sax
Travels In The South	Chris Stamey	2016-08-29 18:00:00	Kierkegaard
Tightrope Walker	Rachael Yamagata	2016-08-29 18:05:00	Over
Off The Wall	Michael Jackson	2016-08-29 18:11:00	Workin' Day and Night
Soul Hits of the 70s	Edwin Starr	2016-08-29 18:16:00	War
Live At C.B.G.B.'s	Mink DeVille	2016-08-29 18:20:00	Let Me Dream If I Want To
Brain Capers	Mott The Hoople	2016-08-29 18:23:00	Death May Be Your Santa Claus
Wreckless Eric	Wreckless Eric	2016-08-29 18:28:00	Reconnez Cherie
Blue Mountain	Bob Weir	2016-08-29 18:33:00	Only A River
Turbulent Indigo	Joni Mitchell	2016-08-29 18:39:00	How Do You Stop
Heart Like A Levee	Hiss Golden Messenger	2016-08-29 18:43:00	Biloxi
Prolonging The Magic	Cake	2016-08-29 18:45:00	Never There
After The Party	The Menzingers	2016-08-29 18:48:00	Lookers
Light Upon The Lake	Whitney	2016-08-29 18:52:00	No Matter Where We Go
The Chicago Transit Authority	Chicago Transit Authority	2016-08-29 18:55:00	Does Anybody Really Know What Time It Is?
Lemonade	Justin Roberts	2016-08-29 19:02:00	Lemonade
For The Kids	Barenaked Ladies	2016-08-29 19:06:00	La La La La Lemon
Teacher's Favorites	Barry Louis Polisar	2016-08-29 19:07:00	Water
Sing!	Funky Mama	2016-08-29 19:10:00	Gimme Sugar
A Potluck	Lucky Diaz and the Family Jam Band	2016-08-29 19:12:00	Lemonade Stand
Family Values	Charity & The Jam Band	2016-08-29 19:15:00	Lemonade
Post Folk Absurdist	The Funkinships	2016-08-29 19:22:00	A Dragon Tale
When I Was Your Age	Nathalia	2016-08-29 19:25:00	Dinosaur Dance
Nursery Rhyme Parade	Lisa Loeb	2016-08-29 19:28:00	Ring Around the Rosie
Monkeys In The House	John Hadfield	2016-08-29 19:28:00	Monkeys In The House
My First Comedy Album	Billy Kelly	2016-08-29 19:32:00	Interesting Facts #s 72 + 96
Big Things	Lucy Kalantari	2016-08-29 19:33:00	Fantastic Things
Stardust	Chibi Kodama	2016-08-29 19:36:00	STARDUST
Easy	Secret Agent 23: Skidoo	2016-08-29 19:42:00	Gotta Be Me
A Wonderful Life	Jessica Harper	2016-08-29 19:45:00	4000 Roses
Red Pants Band	Danny Weinkauf	2016-08-29 19:46:00	Only One You
Camp Songs	KB Whirly	2016-08-29 19:49:00	Peter Piper's Pickle Palace
Champions Of The Universe	Ratboy Jr.	2016-08-29 19:52:00	Guitar Pickin' Chicken
Press Play	Brady Rymer	2016-08-29 19:54:00	I Surprised Myself
Miss Peregrine's Home For Peculiar Children OST	Florence And The Machine	2016-08-29 20:00:00	Wish That You Were Here
Every Now & Then	Jagwar Ma	2016-08-29 20:04:00	Give Me A Reason
Blonde	Frank Ocean	2016-08-29 20:09:00	Pink + White
single	Sharon Van Etten	2016-08-29 20:12:00	Not Myself
22, A Million	Bon Iver	2016-08-29 20:19:00	"""33 ""GOD"""""
I Had A Dream That You Were Mine	Hamilton Leithauser + Rostam	2016-08-29 20:23:00	In A Black Out
Schmilco	Wilco	2016-08-29 20:26:00	Someone To Lose
Schmilco	Wilco	2016-08-29 20:26:00	Someone To Lose
single	Middle Kids	2016-08-29 20:31:00	Edge Of Town
Your Love (Single)	Middle Kids	2016-08-29 20:35:00	Your Love
City Club	The Growlers	2016-08-29 20:39:00	I'll Be Around
Nowhere Now	Waterstrider	2016-08-29 20:44:00	New Sun
Never Going Home EP	Hazel English	2016-08-29 20:47:00	Never Going Home
So Ferocious	Carsie Blanton	2016-08-29 20:51:00	Ravenous
The Heart Watches While The Brain Burns	Mike Doughty	2016-08-29 20:54:00	I Can't Believe I Found You In That Town
Keep Me Singing	Van Morrison	2016-08-29 20:58:00	Too Late
Never Twice	Nick Waterhouse	2016-08-29 21:00:00	It's Time
Swimmin' Pools, Movie Stars	Dwight Yoakam	2016-08-29 21:05:00	Purple Rain
Deepwater Horizon OST	Gary Clark Jr.	2016-08-29 21:10:00	Take Me Down
22 Knots	Ethan Burns	2016-08-29 21:13:00	22 Knots
Winter Wheat	John K. Samson	2016-08-29 21:17:00	Postdoc Blues
Home Wrecking Years	Brendan Canning	2016-08-29 21:21:00	Book It To Fresno
Heads Up	Warpaint	2016-08-29 21:25:00	New Song
Rivers (Single)	The Tallest Man On Earth	2016-08-29 21:29:00	Rivers
Golden Age	Chris Staples	2016-08-29 21:33:00	Golden Age
American Football	American Football	2016-08-29 21:36:00	I've Been So Lost For So Long
(single)	Shark Tape	2016-08-29 21:40:00	All Damn Night
Return To Love	LVL UP	2016-08-29 21:44:00	Pain
Blue Mountain	Bob Weir	2016-08-29 21:51:00	Only A River
Shine A Light: Field Recordings From The Great American Railroad	Billy Bragg & Joe Henry	2016-08-29 21:56:00	The Midnight Special
Little Wheel Spin And Spin	Buffy Sainte-Marie	2016-08-29 22:56:00	House Carpenter
