album	artist	time	track
Sailing To Philadelphia	Mark Knopfler	2016-08-12 07:00:00	Sailing To Philadelphia
Livin' It	Mutlu	2016-08-12 07:06:00	Make It There
Spirit	Amos Lee	2016-08-12 07:10:00	Vaporize
Day Breaks	Norah Jones	2016-08-12 07:15:00	Carry On
Back to Black	Amy Winehouse	2016-08-12 07:18:00	Love Is A Losing Game
THE FAMILY	Joseph Arthur	2016-08-12 07:25:00	You Keep Hanging On
The Carpenter	The Avett Brothers	2016-08-12 07:28:00	Live and Die
There Is Nothing Left To Lose	Foo Fighters	2016-08-12 07:32:00	Ain't It The Life
Why Are You Ok	Band Of Horses	2016-08-12 07:36:00	In A Drawer
Schmilco	Wilco	2016-08-12 07:43:00	If I Ever Was a Child
Great Big Boy	Leo Kottke	2016-08-12 07:46:00	Pepe Hush
Light Upon The Lake	Whitney	2016-08-12 07:53:00	No Matter Where We Go
Leon Russell	Leon Russell	2016-08-12 07:56:00	Delta Lady
Ouroboros	Ray Lamontagne	2016-08-12 08:00:00	Hey No Pressure
Introducing Karl Blau	Karl Blau	2016-08-12 08:04:00	To Love Somebody
Introducing Karl Blau	Karl Blau	2016-08-12 08:04:00	To Love Somebody
Mr. Green Vol 1	Carney	2016-08-12 08:11:00	Amelie
The Marcus King Band	The Marcus King Band	2016-08-12 08:15:00	Ain't Nothing Wrong With That
Jack White Acoustic Recordings 1998-2016	The White Stripes	2016-08-12 08:22:00	City Lights
Boogie Down!	Eddie Kendricks	2016-08-12 08:27:00	Boogie Down
Move By Yourself	Donavon Frankenreiter	2016-08-12 08:34:00	Move By Yourself
K 2.0	Kula Shaker	2016-08-12 08:37:00	Let Love B (With U)
We All The Light	River Whyless	2016-08-12 08:43:00	All Day All Night
Signs Of Light	The Head And The Heart	2016-08-12 08:47:00	All We Ever Knew
"""Ghostbusters"" Soundtrack"	Elle King	2016-08-12 08:54:00	Good Girls
Star	Belly	2016-08-12 08:57:00	Feed The Tree
10 From 6	Bad Company	2016-08-12 09:01:00	Shooting Star
Starfish	The Church	2016-08-12 09:07:00	Under The Milky Way
Ziggy Stardust	David Bowie	2016-08-12 09:12:00	Starman
Live In Minneapolis 9/24/04	Gillian Welch	2016-08-12 09:18:00	Black Star
Astral Weeks	Van Morrison	2016-08-12 09:23:00	Astral Weeks
How Does Your Garden Grow?	Better Than Ezra	2016-08-12 09:31:00	At the Stars
American Pie	Don McLean	2016-08-12 09:35:00	Vincent
Apostrophe	Frank Zappa	2016-08-12 09:39:00	Cosmik Debris
Blows Against The Empire	Jefferson Starship	2016-08-12 09:44:00	Have You Seen The Stars Tonight
18	Moby	2016-08-12 09:48:00	We Are All Made Of Stars
Mermaid Avenue	Billy Bragg & Wilco	2016-08-12 09:55:00	California Stars
Physical Graffiti	Led Zeppelin	2016-08-12 09:59:00	Down By The Seaside
A Sailor?s Guide To Earth	Sturgill Simpson	2016-08-12 10:01:00	Welcome To Earth (Pollywog)
Hair Of The Dog	Nazareth	2016-08-12 10:06:00	Love Hurts
Return To Cookie Mountain	TV On The Radio	2016-08-12 10:10:00	I Was A Lover
Boomtown	David & David	2016-08-12 10:14:00	Swallowed By The Cracks
Mule Variations	Tom Waits	2016-08-12 10:18:00	Hold On
CSN	Crosby Stills & Nash	2016-08-12 10:24:00	Dark Star
I Wish I Was In Heaven Sitting Down	R. L. Burnside	2016-08-12 10:29:00	Bad Luck City (edit)
World Cafe performance October 7, 2015	Diane Coffee	2016-08-12 10:33:00	Everyday
Close To The Edge	Yes	2016-08-12 10:36:00	And You And I
Love & Hate	Michael Kiwanuka	2016-08-12 10:48:00	Black Man In A White World
Colvin & Earle	Colvin & Earle	2016-08-12 10:52:00	You're Right (I'm Wrong)
Late For The Sky	Jackson Browne	2016-08-12 10:58:00	Walking Slow
Stunt	Barenaked Ladies	2016-08-12 11:02:00	One Week
The Shelters	The Shelters	2016-08-12 11:05:00	Rebel Heart
Real	Lydia Loveless	2016-08-12 11:10:00	Longer
Performance (soundtrack)	Mick Jagger	2016-08-12 11:14:00	Memo From Turner
Locked Down	Dr. John	2016-08-12 11:18:00	Revolution
Sunlit Youth	Local Natives	2016-08-12 11:23:00	Fountain of Youth
Vincebus Eruptum	Blue Cheer	2016-08-12 11:26:00	Summertime Blues
Post Pop Depression	Iggy Pop	2016-08-12 11:30:00	Gardenia
Mercy	John Flynn	2016-08-12 11:35:00	I Need You
Ghostwriter	Garland Jeffreys	2016-08-12 11:38:00	Wild In The Streets
The Family That Plays Together	Spirit	2016-08-12 11:41:00	I Got A Line On You
Little Seeds	Shovels & Rope	2016-08-12 11:45:00	I Know
Side Pony	Lake Street Dive	2016-08-12 11:48:00	Call Off Your Dogs
Musicforthemorningafter	Pete Yorn	2016-08-12 11:52:00	For Nancy
The Airborne Toxic Event	The Airborne Toxic Event	2016-08-12 11:55:00	Sometime Around Midnight
Magic Fire	The Stray Birds	2016-08-12 12:37:00	Shining In The Distance
Let Me Get By	Tedeschi Trucks Band	2016-08-12 12:41:00	Don't Know What It Means
The Getaway	Red Hot Chili Peppers	2016-08-12 12:47:00	Dark Necessities
Monster	R.E.M.	2016-08-12 12:52:00	I Don't Sleep I Dream
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-12 12:57:00	I Need Never Get Old
Wow (Single)	Beck	2016-08-12 13:01:00	Wow
Everyday	Dave Matthews Band	2016-08-12 13:05:00	I Did It
Cameo-parkway Years	Bobby Rydell	2016-08-12 13:10:00	Wildwood Days
Grace Potter And The Nocturnals	Grace Potter And The Nocturnals	2016-08-12 13:13:00	Hot Summer Night
My Woman	Angel Olsen	2016-08-12 13:16:00	Shut Up Kiss Me
Double Fun	Robert Palmer	2016-08-12 13:19:00	Every Kind Of People
Schmilco	Wilco	2016-08-12 13:24:00	If I Ever Was a Child
Failer	Kathleen Edwards	2016-08-12 13:26:00	Six O'clock News
A Day in My Life	Henry H. Houston School & Live Connections	2016-08-12 13:31:00	Neighborhood Struggles
Continuum	John Mayer	2016-08-12 13:35:00	Waiting On The World To Change
Terrapin Station	Grateful Dead	2016-08-12 13:39:00	Dancin' In The Streets
Give It Back To You	The Record Company	2016-08-12 13:42:00	Rita Mae Young
single	Barns Courtney	2016-08-12 13:47:00	Fire
We All The Light	River Whyless	2016-08-12 13:52:00	All Day All Night
21	Adele	2016-08-12 13:56:00	Rolling In The Deep
The Village Green Preservation Society	The Kinks	2016-08-12 15:58:00	Starstruck
Making Mirrors	Gotye	2016-08-12 16:00:00	Somebody That I Used to Know
Human Performance	Parquet Courts	2016-08-12 16:05:00	Dust
The Marcus King Band	The Marcus King Band	2016-08-12 16:10:00	Ain't Nothing Wrong With That
Another Ticket	Eric Clapton	2016-08-12 16:14:00	I Can't Stand It
Stiff	White Denim	2016-08-12 16:18:00	Ha Ha Ha Ha (Yeah)
Beyond The Bloodhounds	Adia Victoria	2016-08-12 16:22:00	Dead Eyes
Beyond The Bloodhounds	Adia Victoria	2016-08-12 16:22:00	Dead Eyes
Aladdin Sane	David Bowie	2016-08-12 16:24:00	Cracked Actor
Emotions and Math	Margaret Glaspy	2016-08-12 16:27:00	You & I
Day Breaks	Norah Jones	2016-08-12 16:31:00	Carry On
Nashville Demos	Oliver John-Rodgers	2016-08-12 16:34:00	Lips on Fire
Guided Meditation	Hurry	2016-08-12 16:40:00	Fascination
(What's The Story) Morning Glory?	Oasis	2016-08-12 16:44:00	Some Might Say
Spirit	Amos Lee	2016-08-12 16:51:00	Vaporize
A Rush of Blood to the Head	Coldplay	2016-08-12 16:55:00	The Scientist
Cut The Cake	Average White Band	2016-08-12 17:00:00	Cut The Cake
Cut The Cake	Average White Band	2016-08-12 17:04:00	If I Ever Lose This Heaven
Var-pure Funk 3	Junior	2016-08-12 17:11:00	Mama Used To Say
The Best Of Eddie Grant	Eddie Grant	2016-08-12 17:14:00	Electric Avenue
Soul Makossa	Manu Dibango	2016-08-12 17:19:00	Soul Makossa
Soul Hits Of The 70's	The Beginning Of The End	2016-08-12 17:25:00	Funky Nassau
Var-soulful Grooves	Hugh Masakela	2016-08-12 17:28:00	Grazing In The Grass
Sly & Robbie: In Good Company	Chaka Demus & Pliers	2016-08-12 17:32:00	Murder She Wrote
Logozo	Angelique Kidjo	2016-08-12 17:36:00	Batonga
Red Hot and Rio	CRYSTAL WATERS	2016-08-12 17:41:00	The Boy From Ipanema
Nobody Can Live Forever	TIM MAIA	2016-08-12 17:48:00	QUE BELEZA
Black Rio	Gang Do Tagareal	2016-08-12 17:51:00	Melo Da Tagarelo
SEU JORGE AND ALMAZ	SEU JORGE AND ALMAZ	2016-08-12 17:56:00	Rock With You
History: Past, Present and Future Book 1	Michael Jackson	2016-08-12 18:00:00	They Don't Care About Us
Exodus	Bob Marley & The Wailers	2016-08-12 18:07:00	Exodus
Hotter Than July	Stevie Wonder	2016-08-12 18:14:00	Master Blaster (Jammin')
The New Sound Of The Venezuelan Gozadera	LOS AMIGOS INVISIBLES	2016-08-12 18:19:00	Ultra-Funk
3am (in Beats We Trust)	Sidestepper	2016-08-12 18:24:00	Deja
Cult Cargo: Belize	Harmonettes	2016-08-12 18:29:00	Can't Go Halfway
Cymande	Cymande	2016-08-12 18:31:00	Bra
Blue Lines	Massive Attack	2016-08-12 18:38:00	Be Thankful For What You Got
The rebirth of Cool Vol 3	MC Solaar	2016-08-12 18:41:00	Nouveau Western
Fela Kuti - The Best Of Black President	Fela Kuti	2016-08-12 18:47:00	Zombie
Goo	Sonic Youth	2016-08-12 18:59:00	Mildred Pierce
King	Belly	2016-08-12 19:03:00	Puberty
His N Her's	Pulp	2016-08-12 19:06:00	Babies
Telegram	Bjork	2016-08-12 19:11:00	I Miss You (Dobie Rub Part One â Sunshine Mix featuring Rodney P)
The Sign	Ace of Bass	2016-08-12 19:16:00	The Sign
The Rising Tides	Sunny Day Real Estate	2016-08-12 19:22:00	The Ocean
New Adventures in Hi-Fi	R.E.M.	2016-08-12 19:27:00	The Wake-Up Bomb
Vitalogy	Pearl Jam	2016-08-12 19:33:00	Corduroy
Whole Sale Meats and Fish	Letters to Cleo	2016-08-12 19:40:00	Awake
Grand Prix	Teenage Fanclub	2016-08-12 19:43:00	Sparky's Dream
Ruby Red	The Dambuilders	2016-08-12 19:46:00	Teenage Loser Anthem
Mantra	Shelter	2016-08-12 19:49:00	Here We Go
I Should Coco	Supergrass	2016-08-12 19:57:00	Alright
The Ego Has Landed	Robbie Williams	2016-08-12 20:00:00	Let Me Entertain You
Chemical World	Blur	2016-08-12 20:07:00	Young and Lovely
Every Single Day	Dodgy	2016-08-12 20:12:00	Staying Out For The Summer
The World	Nick Heyward	2016-08-12 20:15:00	Kite
Hanging Around	Me Me Me	2016-08-12 20:19:00	Hanging Around
Back in the USSA	The Interpreters	2016-08-12 20:27:00	Standing There
Mary Lou Lord	Mary Lou Lord	2016-08-12 20:30:00	Lights Are Changing?
Whispering Your Name	Alison Moyet	2016-08-12 20:34:00	Rock and Roll
Five Live	George Michael and Queen	2016-08-12 20:36:00	Somebody to Love
Rubaiyat: Elektra's 40th Anniversary	Shirley Murdock	2016-08-12 20:46:00	You Brought The Sunshine
Rubaiyat: Elektra's 40th Anniversary	Leaders of the New School	2016-08-12 20:51:00	Mt. Airy Groove
Funke, Funke Wisdom	Kool Moe Dee	2016-08-12 20:55:00	Rise N' Shine
Hot	Melanie B	2016-08-12 21:08:00	Feels So Good
702	702	2016-08-12 21:10:00	Where My Girls At
The Real Ramona	Throwing Muses	2016-08-12 21:17:00	Not Too Soon
Too High To Die	Meat Puppets	2016-08-12 21:19:00	Backwater
One Chord To Another	Sloan	2016-08-12 21:23:00	Everything You've Done Wrong
The Southern Harmony & Musical Companion	The Black Crowes	2016-08-12 21:26:00	Remedy
It's A Shame About Ray	The Lemonheads	2016-08-12 21:34:00	Confetti
The Low End Theory	A Tribe Called Quest	2016-08-12 21:37:00	Buggin Out
March	Michael Penn	2016-08-12 21:40:00	No Myth
Goldfinger	Goldfinger	2016-08-12 21:44:00	Mable
Try Whistling This	Neil Finn	2016-08-12 21:49:00	She Will Have Her Way
Sap	Alice In Chains	2016-08-12 21:53:00	Got Me Wrong
Stereopathetic Soul Manure	Beck	2016-08-12 21:57:00	Pink Noise (Rock Me Amadeus)
Never Loved Elvis	The Wonder Stuff	2016-08-12 22:01:00	Welcome To The Cheap Seats
Everything Is Wrong	Moby	2016-08-12 22:08:00	When It's Cold I'd Like To Die
Intimate & Live	Kylie Minogue	2016-08-12 22:12:00	Should I Stay or Should I Go
All Saints	All Saints	2016-08-12 22:16:00	Never Ever
Honey To The B	Billie	2016-08-12 22:22:00	Honey To The Bee
Diamonds and Pearls	Prince and the New Power Generation	2016-08-12 22:30:00	Walk Don't Walk
My Truth	Robyn	2016-08-12 22:32:00	Main Thing
The Writing's On The Wall	Destiny's Child	2016-08-12 22:37:00	Bug A Boo
Outside	David Bowie	2016-08-12 22:44:00	Strangers When We Meet
Dressed Up Like Nebraska	Josh Rouse	2016-08-12 22:49:00	Dressed Up Like Nebraska
Olympian	Gene	2016-08-12 22:52:00	Olympian
Dyslexicon	Dandelion	2016-08-12 22:59:00	Weird-Out
Commontime	Field Music	2016-08-12 23:01:00	The Noisy Days Are Over
Commontime	Field Music	2016-08-12 23:06:00	Disappointed
Light Upon The Lake	Whitney	2016-08-12 23:10:00	No Woman
Light Upon The Lake	Whitney	2016-08-12 23:14:00	Golden Days
Masterpiece	Big Thief	2016-08-12 23:18:00	Real Love
Masterpiece	Big Thief	2016-08-12 23:22:00	Masterpiece
Innocence Reaches	of Montreal	2016-08-12 23:27:00	My Fair Lady
Innocence Reaches	of Montreal	2016-08-12 23:32:00	It's Different For Girls
Xtreme Now	Prince Rama	2016-08-12 23:36:00	Bahia
Xtreme Now	Prince Rama	2016-08-12 23:36:00	Bahia
Xtreme Now	Prince Rama	2016-08-12 23:38:00	Now Is The Time Of Emotion
Green Roses	LNZNDRF	2016-08-12 23:43:00	Green Roses
Emotional Mugger	Ty Segall	2016-08-12 23:54:00	Diversion
Emotional Mugger	Ty Segall	2016-08-12 23:58:00	Squealer
