album	artist	time	track
Heavy Weather	Weather Report	2016-08-19 00:57:00	Teen Town
Low	David Bowie	2016-08-19 02:57:00	Speed Of Life
Beyond The Bloodhounds	Adia Victoria	2016-08-19 03:00:00	Dead Eyes
Shoot Out The Lights	Richard & Linda Thompson	2016-08-19 03:02:00	Shoot Out The Lights
Stranger To Stranger	Paul Simon	2016-08-19 03:07:00	Wristband
Stranger To Stranger	Paul Simon	2016-08-19 03:07:00	Wristband
Nothing Like The Sun	Sting	2016-08-19 03:10:00	Englishman In New York
We All The Light	River Whyless	2016-08-19 03:15:00	All Day All Night
Locked Down	Dr. John	2016-08-19 03:18:00	Locked Down
Planet Waves	Bob Dylan	2016-08-19 03:23:00	Forever Young
Side Pony	Lake Street Dive	2016-08-19 03:28:00	Close to Me
Frosting On The Beater	The Posies	2016-08-19 03:32:00	Dream All Day
Never Home	Freedy Johnston	2016-08-19 03:35:00	On The Way Out
Jammin'	Sheila Hylton	2016-08-19 03:37:00	The Bed's Too Big Without You
Everything That Happens Will Happen Today	David Byrne & Brian Eno	2016-08-19 03:40:00	Strange Overtones
Heartbeats & Triggers	Translator	2016-08-19 03:45:00	Un-alone
single	Barns Courtney	2016-08-19 03:48:00	Fire
Rickie Lee Jones	Rickie Lee Jones	2016-08-19 03:52:00	Chuck E's In Love
The Southern Harmony & Musical Companion	The Black Crowes	2016-08-19 03:55:00	Remedy
Why Are You Ok	Band Of Horses	2016-08-19 04:01:00	In A Drawer
Chase The Sun	Greg Holden	2016-08-19 04:04:00	Boys in the Street
Dolls of Highland	Kyle Craft	2016-08-19 04:08:00	Eye Of A Hurricane
Feel Young	NeedlePoints	2016-08-19 04:13:00	Baby
Chicago Ii	Chicago	2016-08-19 04:16:00	25 Or 6 To 4
A Dotted Line	Nickel Creek	2016-08-19 04:21:00	Destination
"""Ghostbusters"" Soundtrack"	Elle King	2016-08-19 04:24:00	Good Girls
Teens Of Denial	Car Seat Headrest	2016-08-19 04:27:00	Vincent
Listen Like Thieves	INXS	2016-08-19 04:32:00	Listen Like Thieves
Emotions and Math	Margaret Glaspy	2016-08-19 04:35:00	You & I
25	Adele	2016-08-19 04:38:00	Hello
25	Adele	2016-08-19 04:38:00	Hello
Roots Of Reggae: Rock Steady	Alton Ellis & The Flames	2016-08-19 04:43:00	Rock Steady
Little Seeds	Shovels & Rope	2016-08-19 04:45:00	I Know
Knock On Wood	Eddie Floyd	2016-08-19 04:49:00	Knock On Wood
Tightrope Walker	Rachael Yamagata	2016-08-19 04:52:00	Over
I Outta Give You A Shot In The Head..	Shivaree	2016-08-19 04:56:00	Goodnight Moon
Ouroboros	Ray Lamontagne	2016-08-19 05:00:00	Hey No Pressure
Scarecrow	John Mellencamp	2016-08-19 05:04:00	Rain On The Scarecrow
Duncan Sheik	Duncan Sheik	2016-08-19 05:08:00	Barely Breathing
Day Breaks	Norah Jones	2016-08-19 05:12:00	Carry On
Sunlit Youth	Local Natives	2016-08-19 05:15:00	Fountain of Youth
Boxer	The National	2016-08-19 05:18:00	Fake Empire
Transference	Spoon	2016-08-19 05:22:00	Trouble Comes Running
Eyes On The Lines	Steve Gunn	2016-08-19 05:25:00	Ancient Jules
The Marcus King Band	The Marcus King Band	2016-08-19 05:31:00	Ain't Nothing Wrong With That
Nuggets: Classics From The Psychedelic 60's	The Standells	2016-08-19 05:34:00	Dirty Water
Annunciation	The Subdudes	2016-08-19 05:37:00	(You'll Be) Satisfied
11	The Smithereens	2016-08-19 05:41:00	A Girl Like You
Blak and Blu	Gary Clark Jr.	2016-08-19 05:45:00	Bright Lights
22, A Million	Bon Iver	2016-08-19 05:53:00	22 (OVER S??N)
Eat A Peach	The Allman Brothers	2016-08-19 05:57:00	Melissa
Love & Hate	Michael Kiwanuka	2016-08-19 06:01:00	One More Night
Miss Sharon Jones! (Soundtrack)	Sharon Jones And The Dap-Kings	2016-08-19 06:04:00	I'm Still Here
Coloring Book	Chance The Rapper	2016-08-19 06:11:00	Summer Friends
Citizen Cope	Citizen Cope	2016-08-19 06:16:00	If There's Love
Schmilco	Wilco	2016-08-19 06:23:00	If I Ever Was a Child
case/lang/veirs	case/lang/veirs	2016-08-19 06:26:00	Best Kept Secret
If You Didn't Laugh You'd Cry	Marah	2016-08-19 06:29:00	Walt Whitman Bridge
Louder Than Bombs	The Smiths	2016-08-19 06:32:00	Panic
Puberty 2	Mitski	2016-08-19 06:35:00	Your Best American Girl
Spirit	Amos Lee	2016-08-19 06:41:00	Running Out Of Time
Spirit	Amos Lee	2016-08-19 06:44:00	Lost Child
Give It Back To You	The Record Company	2016-08-19 06:51:00	Rita Mae Young
True Love	Toots & The Maytals	2016-08-19 06:55:00	True Love Is Hard To Find
Magic Potion	The Black Keys	2016-08-19 07:00:00	Your Touch
Real	Lydia Loveless	2016-08-19 07:03:00	Longer
Real	Lydia Loveless	2016-08-19 07:06:00	Midwestern Guys
Nite-Funk (e.p.)	Nite-Funk	2016-08-19 07:11:00	Let Me Be Me
All N' All	Earth Wind & Fire	2016-08-19 07:16:00	Serpentine Fire
Sea of Noise	St. Paul & The Broken Bones	2016-08-19 07:23:00	All I Ever Wonder
The Ultimate Collection: Gladys Knight & The Pips	Gladys Knight & the Pips	2016-08-19 07:27:00	I Heard It Through The Grapevine
Bangles: Greatest Hits	Bangles	2016-08-19 07:29:00	Going Down To Liverpool
A Moon Shaped Pool	Radiohead	2016-08-19 07:33:00	Decks Dark
Signs Of Light	The Head And The Heart	2016-08-19 07:40:00	All We Ever Knew
2	Mudcrutch	2016-08-19 07:44:00	Dreams of Flying
Blue Mountain	Bob Weir	2016-08-19 07:52:00	Only A River
Chocolate And Cheese	Ween	2016-08-19 07:57:00	Freedom Of '76
Ceremonials	Florence And The Machine	2016-08-19 08:00:00	Lover To Lover
I Had A Dream That You Were Mine	Hamilton Leithauser + Rostam	2016-08-19 08:04:00	A 1000 Times
Heart Like A Levee	Hiss Golden Messenger	2016-08-19 08:10:00	Biloxi
Magic Fire	The Stray Birds	2016-08-19 08:14:00	Shining In The Distance
I?m Alone, No You?re Not	Joseph	2016-08-19 08:23:00	White Flag
Man On The Moon Soundtrack	R.E.M.	2016-08-19 08:26:00	The Great Beyond
There Goes Rhymin' Simon	Paul Simon	2016-08-19 08:30:00	Kodachrome
The Shelters	The Shelters	2016-08-19 08:34:00	Rebel Heart
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-19 08:39:00	I Need Never Get Old
All Day Music	War	2016-08-19 08:44:00	All Day Music
4th of July	Carl Broemel	2016-08-19 08:51:00	Sleepy Lagoon
Rebel Yell	Billy Idol	2016-08-19 08:55:00	Eyes Without A Face
Diana Ross & The Supremes: Anthology	The Supremes	2016-08-19 09:00:00	Where Did Our Love Go
Coming Home	Leon Bridges	2016-08-19 09:03:00	Coming Home
I	Led Zeppelin	2016-08-19 09:09:00	Babe I'm Gonna Leave You
Pearl	Janis Joplin	2016-08-19 09:16:00	Cry Baby
One Eskimo	One Eskimo	2016-08-19 09:23:00	Kandi
Tea For The Tillerman	Cat Stevens	2016-08-19 09:27:00	Wild World
Little Creatures	Talking Heads	2016-08-19 09:30:00	Stay Up Late
Head First	The Babys	2016-08-19 09:34:00	Head First
The Very Best Of The Righteous Brothers	The Righteous Brothers	2016-08-19 09:38:00	You've Lost That Lovin' Feelin'
Aretha's Gold	Aretha Franklin	2016-08-19 09:42:00	Since You've Been Gone
Fallin' In Love	Hamilton, Joe Frank & Reynolds	2016-08-19 09:44:00	Fallin' In Love
Q: Are We Not Men A: We Are Devo	Devo	2016-08-19 09:53:00	(I Can't Get No) Satisfaction
Hittin' The Note	The Allman Brothers	2016-08-19 10:03:00	Heart Of Stone
Slow Turning	John Hiatt	2016-08-19 10:08:00	Drive South
It Still Moves	My Morning Jacket	2016-08-19 10:11:00	Mahgeetah
The Love Below	Outkast	2016-08-19 10:17:00	Hey Ya
Citizen Cope	Citizen Cope	2016-08-19 10:21:00	Let The Drummer Kick
The Sunshine Of Your Youth	Cheerleader	2016-08-19 10:25:00	The Sunshine of Your Youth
French Kiss	Bob Welch	2016-08-19 10:29:00	Ebony Eyes
Smoke and Mirrors	Brett Dennen	2016-08-19 10:32:00	When We Were Young
Siddiqah	Andrew Lipke	2016-08-19 10:37:00	Passing By
Magical Mystery Tour	The Beatles	2016-08-19 10:41:00	Strawberry Fields Forever
Spirit	Amos Lee	2016-08-19 10:47:00	Running Out Of Time
Spirit	Amos Lee	2016-08-19 10:50:00	Vaporize
Amos Lee	Amos Lee	2016-08-19 10:54:00	Keep It Loose, Keep It Tight
Wow (Single)	Beck	2016-08-19 10:59:00	Wow
Thirteen Tales From Urban Bohemia	The Dandy Warhols	2016-08-19 11:03:00	Bohemian Like You
Introducing Karl Blau	Karl Blau	2016-08-19 11:06:00	To Love Somebody
Dolls of Highland	Kyle Craft	2016-08-19 11:11:00	Eye Of A Hurricane
Aja	Steely Dan	2016-08-19 11:15:00	I Got The News
There's No Leaving Now	The Tallest Man On Earth	2016-08-19 11:20:00	1904
Sunlit Youth	Local Natives	2016-08-19 11:25:00	Fountain of Youth
The Lady Killer	Cee Lo Green	2016-08-19 11:28:00	Forget You
Weightless	Liz Longley	2016-08-19 11:33:00	Swing
Come Around Sundown	Kings Of Leon	2016-08-19 11:37:00	Radioactive
Dig In Deep	Bonnie Raitt	2016-08-19 11:41:00	Gypsy In Me
Nashville Demos	Oliver John-Rodgers	2016-08-19 11:46:00	Lips on Fire
Fearless	Francis Dunnery	2016-08-19 11:50:00	American Life In The Summertime
Mr. Fantasy	Traffic	2016-08-19 11:54:00	Dear Mr. Fantasy
Stay Gold	Butch Walker	2016-08-19 12:43:00	East Coast Girl
Band of Joy	Robert Plant	2016-08-19 12:48:00	Angel Dance
Love & Hate	Michael Kiwanuka	2016-08-19 12:51:00	Black Man In A White World
Teens Of Denial	Car Seat Headrest	2016-08-19 12:55:00	Vincent
Teens Of Denial	Car Seat Headrest	2016-08-19 12:55:00	Vincent
Little Seeds	Shovels & Rope	2016-08-19 13:00:00	I Know
Corinne Bailey Rae	Corinne Bailey Rae	2016-08-19 13:03:00	Put Your Records On
single	Nick Cianci & The Heights	2016-08-19 13:07:00	When You Entered the Room
Side Pony	Lake Street Dive	2016-08-19 13:14:00	I Don't Care About You
Freedom Of Choice	Devo	2016-08-19 13:17:00	Girl U Want
Nil Lara	Nil Lara	2016-08-19 13:20:00	Money Makes The Monkey Dance
Picture of You	The Youngers	2016-08-19 13:27:00	No Money
Dragonfly	Ziggy Marley	2016-08-19 13:30:00	True To Myself
Real	Lydia Loveless	2016-08-19 13:33:00	Longer
In Light	Givers	2016-08-19 13:37:00	Up Up Up
Blue Mountain	Bob Weir	2016-08-19 13:42:00	Only A River
In The Dark	Grateful Dead	2016-08-19 13:47:00	Hell In A Bucket
The Marcus King Band	The Marcus King Band	2016-08-19 13:53:00	Ain't Nothing Wrong With That
Times Have Changed	Katie Barbato	2016-08-19 13:57:00	Candy
All That You Can't Leave Behind	U2	2016-08-19 15:57:00	In A Little While
Blackstar	David Bowie	2016-08-19 16:02:00	I Can't Give Everything Away
What Went Down	Foals	2016-08-19 16:08:00	Mountain At My Gates
Spirit	Amos Lee	2016-08-19 16:13:00	Vaporize
Try Whistling This	Neil Finn	2016-08-19 16:17:00	Sinner
"""Ghostbusters"" Soundtrack"	Elle King	2016-08-19 16:21:00	Good Girls
Freedom	Neil Young	2016-08-19 16:23:00	Rockin' In The Free World
Nite-Funk (e.p.)	Nite-Funk	2016-08-19 16:29:00	Let Me Be Me
Dear Science	TV On The Radio	2016-08-19 16:34:00	Crying
Middle Cyclone	Neko Case	2016-08-19 16:38:00	People Got A Lotta Nerve
Light Upon The Lake	Whitney	2016-08-19 16:41:00	No Matter Where We Go
(single)	Shark Tape	2016-08-19 16:44:00	All Damn Night
V Deep	The Boomtown Rats	2016-08-19 16:48:00	Up All Night
Wow (Single)	Beck	2016-08-19 16:52:00	Wow
London Calling	The Clash	2016-08-19 16:57:00	Brand New Cadillac
Greatest Hits	Parliament	2016-08-19 16:59:00	Give Up The Funk
Var-phat Trax Vol. 3	George Clinton	2016-08-19 17:05:00	Atomic Dog
The Way I See It	Raphael Saadiq	2016-08-19 17:10:00	100 Yard Dash
The ArchAndroid	Janelle Monae	2016-08-19 17:12:00	Tightrope
The Fix	Nino Moschella	2016-08-19 17:15:00	Are You For Real
Superfly	Curtis Mayfield	2016-08-19 17:22:00	Pusherman
Gris-gris	Dr. John	2016-08-19 17:27:00	I Walk On Gilded Splinters
Beavis And Butt-head Do America	Red Hot Chili Peppers	2016-08-19 17:36:00	Love Rollercoaster
