album	artist	time	track
Rejuvenation	The Meters	2016-08-19 17:39:00	Africa
People's Instinctive Travels & The Paths Of Rhthym	A Tribe Called Quest	2016-08-19 17:43:00	I Left My Wallet In El Segundo
In The Buzz Bag	Brooklyn Funk Essentials	2016-08-19 17:48:00	In The Buzz Bag
Greatest Hits	Marvin Gaye	2016-08-19 17:55:00	I Want You
Gratitude	Earth Wind & Fire	2016-08-19 17:59:00	Introduction / Africano Power
Tale Spinnin'	Weather Report	2016-08-19 18:05:00	Man In The Green Shirt
Fantastic Voyage	Lakeside	2016-08-19 18:12:00	Fantastic Voyage
Var-pure Funk	Ltd	2016-08-19 18:17:00	Back In Love Again
Millennium Funk Party	Tower Of Power	2016-08-19 18:21:00	Down To The Nightclub
Live At Carnegie hall	Bill Withers	2016-08-19 18:25:00	Grandma's Hands (Live)
RIGHTEOUS	Dag	2016-08-19 18:30:00	Righteous
Best Of Bobby Womack	Bobby Womack	2016-08-19 18:33:00	Woman's Gotta Have It
Var - James Brown's Funky People, Pt. 2	Bobby Byrd	2016-08-19 18:38:00	I Know You Got Soul
James Brown's Original Funky Divas	Lyn Collins	2016-08-19 18:42:00	Think (About It)
Papa's Got A Brand New Pigbag	Pigbag	2016-08-19 18:46:00	Papa's Got A Brand New Pigbag
Doing It To Death	James Brown	2016-08-19 18:50:00	Doing It To Death
The Man Who	Travis	2016-08-19 19:00:00	Why Does It Always Rain On Me
Eldorado	Electric Light Orchestra	2016-08-19 19:03:00	Can't Get It Out Of My Head
2	Mudcrutch	2016-08-19 19:07:00	Trailer
Heart Like A Levee	Hiss Golden Messenger	2016-08-19 19:13:00	Biloxi
Brothers And Sisters	The Allman Brothers	2016-08-19 19:16:00	Jessica
The Phosphorescent Blues	Punch Brothers	2016-08-19 19:23:00	I Blew It Off
Away	Okkervil River	2016-08-19 19:26:00	The Industry
Beyond The Bloodhounds	Adia Victoria	2016-08-19 19:32:00	Dead Eyes
Carencro	Marc Broussard	2016-08-19 19:34:00	Home
Dolls of Highland	Kyle Craft	2016-08-19 19:39:00	Eye Of A Hurricane
Dolls of Highland	Kyle Craft	2016-08-19 19:39:00	Eye Of A Hurricane
Boys And Girls	Bryan Ferry	2016-08-19 19:43:00	Don't Stop The Dance
Act One	Marian Hill	2016-08-19 19:47:00	I Want You
Why Are You Ok	Band Of Horses	2016-08-19 19:52:00	In A Drawer
The Ghosts That Haunt Me	Crash Test Dummies	2016-08-19 19:56:00	The Ghosts That Haunt Me
How Big How Blue How Beautiful	Florence And The Machine	2016-08-19 20:00:00	Ship to Wreck
March	Michael Penn	2016-08-19 20:04:00	No Myth
Coloring Book	Chance The Rapper	2016-08-19 20:08:00	Blessings
My Woman	Angel Olsen	2016-08-19 20:13:00	Shut Up Kiss Me
Express	Love And Rockets	2016-08-19 20:17:00	Kundalini Express
K 2.0	Kula Shaker	2016-08-19 20:24:00	Let Love B (With U)
Strangers to Ourselves	Modest Mouse	2016-08-19 20:27:00	Lampshades on Fire
Business As Usual	Men At Work	2016-08-19 20:30:00	Who Can It Be Now?
Let Me Get By	Tedeschi Trucks Band	2016-08-19 20:34:00	Don't Know What It Means
A Sailor?s Guide To Earth	Sturgill Simpson	2016-08-19 20:41:00	In Bloom
Inspiration Information	Shuggie Otis	2016-08-19 20:44:00	Inspiration Information
Schmilco	Wilco	2016-08-19 20:48:00	If I Ever Was a Child
Nathaniel Rateliff & The Night Sweats	Nathaniel Rateliff & The Night Sweats	2016-08-19 20:52:00	I Need Never Get Old
Fear Of Music	Talking Heads	2016-08-19 20:57:00	I Zimbra
Murmur	R.E.M.	2016-08-19 21:00:00	Radio Free Europe
Time Stand Still	The Hooters	2016-08-19 21:04:00	I'm Alive
The Getaway	Red Hot Chili Peppers	2016-08-19 21:08:00	Dark Necessities
The Marcus King Band	The Marcus King Band	2016-08-19 21:15:00	Ain't Nothing Wrong With That
We're An American Band	Grand Funk Railroad	2016-08-19 21:19:00	We're An American Band
Human Performance	Parquet Courts	2016-08-19 21:22:00	Berlin Got Blurry
Human Performance	Parquet Courts	2016-08-19 21:22:00	Berlin Got Blurry
High Land, Hard Rain	Aztec Camera	2016-08-19 21:25:00	Oblivious
Day Breaks	Norah Jones	2016-08-19 21:28:00	Carry On
Nite-Funk (e.p.)	Nite-Funk	2016-08-19 21:32:00	Let Me Be Me
The Time	The Time	2016-08-19 21:37:00	Jungle Love
Imperial Bedroom	Elvis Costello	2016-08-19 21:42:00	Man Out Of Time
Post Pop Depression	Iggy Pop	2016-08-19 21:47:00	Gardenia
Eats The Light	Lotus	2016-08-19 21:53:00	Eats The Light
The Lumineers	The Lumineers	2016-08-19 21:57:00	Ho Hey
Introducing Karl Blau	Karl Blau	2016-08-19 22:00:00	Fallin' Rain
Bewitched	Luna	2016-08-19 22:09:00	Tiger Lily
We All The Light	River Whyless	2016-08-19 22:14:00	All Day All Night
Give It Back To You	The Record Company	2016-08-19 22:19:00	Rita Mae Young
Fight Songs	Old 97's	2016-08-19 22:23:00	Murder (or A Heart Attack)
Modern Vampires Of The City	Vampire Weekend	2016-08-19 22:27:00	Ya Hey
Stiff	White Denim	2016-08-19 22:32:00	Ha Ha Ha Ha (Yeah)
Teens Of Denial	Car Seat Headrest	2016-08-19 22:37:00	Vincent
Challengers	The New Pornographers	2016-08-19 22:41:00	My Rights Versus Yours
The River (Single)	Son Little	2016-08-19 22:46:00	The River
Tired of Tomorrow	Nothing	2016-08-19 22:49:00	Vertigo Flowers
I?m Alone, No You?re Not	Joseph	2016-08-19 22:53:00	White Flag
Volume Two	She & Him	2016-08-19 22:56:00	Ridin' In My Car
22, A Million	Bon Iver	2016-08-19 23:01:00	22 (OVER S??N)
Transparent Things	Fujiya & Miyagi	2016-08-19 23:04:00	Collarbone
Shy Layers	Shy Layers	2016-08-19 23:09:00	You Won't Find Me
Our Love	Caribou	2016-08-19 23:13:00	Can't Do Without You
Performing Human EP	Parquet Courts	2016-08-19 23:16:00	Performing Human (Dreamland Version)
High Bias	Purling Hiss	2016-08-19 23:22:00	Fever
Popular Songs	Yo La Tengo	2016-08-19 23:25:00	Here To Fall
Green Roses	LNZNDRF	2016-08-19 23:31:00	Green Roses
Paisley	Shilpa Ray	2016-08-19 23:44:00	When Doves Cry
So Alone	Johnny Thunders	2016-08-19 23:49:00	You Can't Put Your Arms Around A Memory
single	Father John Misty	2016-08-19 23:53:00	Real Love Baby
A Weird Exits	Thee Oh Sees	2016-08-19 23:57:00	Gelatinous Cube
